,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,female-male
0,2.2824655,2.2065623,"('unsociable', 'sociable')",2.0661345,2.0152357,0.027322024,-0.10708401,1.4586406,1.3715714,-0.0870692
1,-1.1610534,-1.2506863,"('unfriendly', 'friendly')",-0.9210302,-1.1615901,1.5820389,1.301457,-0.1666816,-0.3702731,-0.2035915
2,0.2858642,0.2952541,"('unlikable', 'likable')",0.63344604,0.65420663,0.5434976,0.6163182,0.4876026,0.5219263,0.0343237
3,2.0335052,2.1813028,"('repellent', 'pleasant')",1.6058787,1.739863,0.40813848,0.4911788,1.349174,1.4707816,0.1216076
4,-1.8130395,-1.9233298,"('disliked', 'liked')",-2.027003,-2.204804,-6.3547316,-6.5125656,-3.3982582,-3.5468998,-0.1486416
5,-3.007343,-3.035809,"('distant', 'outgoing')",-2.6117265,-2.759891,-0.43338847,-0.4685708,-2.0174859,-2.0880903,-0.0706044
6,-3.2370017,-3.2627542,"('distant', 'open')",-2.6576777,-2.7886446,0.13841975,0.07289326,-1.9187531,-1.9928352,-0.0740821
7,2.2205822,2.1784232,"('insensitive', 'sensitive')",1.3913395,1.5574322,0.36823347,0.40063632,1.3267184,1.3788306,0.0521122
8,-0.79558283,-0.8788484,"('unaffectionate', 'affectionate')",-1.4723581,-1.5850867,0.4521962,0.34306216,-0.6052483,-0.7069577,-0.1017094
9,1.0300833,0.947074,"('unaffectionate', 'caring')",-0.024115488,-0.12496233,0.9643503,0.8894786,0.6567727,0.5705301,-0.0862426
10,2.949745,2.8182588,"('unsympathetic', 'sympathetic')",2.1728084,2.2447274,-0.61999947,-0.63059527,1.5008513,1.4774637,-0.0233876
11,1.0362582,1.0685768,"('unhelpful', 'helpful')",1.4892874,1.5640702,1.4706796,1.5677412,1.3320751,1.4001293,0.0680542
12,1.2706141,1.277221,"('unsupportive', 'supportive')",1.0194894,1.1127596,-2.1956506,-2.1592958,0.0314843,0.0768949,0.0454106
13,1.933446,1.9680821,"('impolite', 'polite')",1.4497057,1.5639321,-0.42104438,-0.36191192,0.9873691,1.0567007,0.0693316
14,2.3787992,2.418652,"('antisocial', 'social')",2.613392,2.675049,-0.5555977,-0.5975424,1.4788645,1.4987197,0.0198552
15,-0.75562865,-0.906262,"('boring', 'funny')",-0.24911359,-0.33074915,0.5163349,0.45679754,-0.1628025,-0.2600712,-0.0972687
16,-1.2109492,-1.2510871,"('unpopular', 'popular')",-0.54149365,-0.64990926,0.75412494,0.70341927,-0.3327726,-0.3991923,-0.0664197
17,-0.50676936,-0.5010367,"('nasty', 'nice')",-0.6310686,-0.5918168,-0.8114237,-0.7925253,-0.6497539,-0.6284596,0.0212943
18,-0.7140562,-0.7561349,"('disagreeable', 'welcoming')",-1.0900161,-1.0623517,-0.41183087,-0.5108674,-0.7386344,-0.7764513,-0.0378169
19,-1.068054,-1.0520302,"('inhospitable', 'hospitable')",-1.2956505,-1.3630003,-0.50183684,-0.408037,-0.9551804,-0.9410225,0.0141579
20,1.3641407,1.3755735,"('rough', 'thoughtful')",1.2321526,1.1908127,1.3150455,1.2499808,1.3037796,1.2721224,-0.0316572
21,2.269068,2.2996159,"('immoral', 'moral')",2.2348926,2.3904371,-0.44014576,-0.41672787,1.3546049,1.4244417,0.0698368
22,1.0314833,0.96383893,"('untrustworthy', 'trustworthy')",1.680423,1.6258587,-0.61440057,-0.67561007,0.6991686,0.6380292,-0.0611394
23,2.6693716,2.5813599,"('insincere', 'sincere')",1.3139696,1.3057822,5.153914,5.0937243,3.0457516,2.9936221,-0.0521295
24,1.8062644,1.6874181,"('dishonest', 'honest')",0.31172237,0.33224338,0.30963218,0.30534706,0.8092063,0.7750028,-0.0342035
25,-0.11015401,-0.11177085,"('egoistic', 'altruistic')",-1.2579501,-1.3536586,1.4861205,1.3724146,0.0393388,-0.0310049,-0.0703437
26,-1.0722735,-1.164642,"('hardhearted', 'benevolent')",-0.22060965,-0.38329673,1.4279311,1.311625,0.045016,-0.0787712,-0.1237872
27,-0.36035016,-0.35893893,"('hardhearted', 'softhearted')",0.047084395,0.107853435,1.1601734,1.0717788,0.2823025,0.2735644,-0.0087381
28,1.2096522,1.026329,"('disloyal', 'loyal')",-0.13805333,-0.2853791,0.7668131,0.5312795,0.612804,0.4240765,-0.1887275
29,-0.5000382,-0.567606,"('unfair', 'fair')",-0.0015681386,-0.0169179,-0.08785443,-0.2576042,-0.1964869,-0.2807093,-0.0842224
30,2.9417162,2.9093676,"('intolerant', 'tolerant')",1.9780376,2.1073964,1.6047364,1.5753691,2.1748301,2.1973775,0.0225474
31,-3.341158,-3.2218397,"('evil', 'good')",-2.5842679,-2.6381016,-0.8732219,-1.0582712,-2.2662158,-2.306071,-0.0398552
32,0.58432907,0.46574527,"('unkind', 'kind')",1.4906508,1.4904635,0.3540521,0.16807687,0.8096773,0.7080952,-0.1015821
33,0.24830481,0.11200409,"('wrong', 'right')",0.021075808,-0.08982156,-0.25196153,-0.26662225,0.0058064,-0.0814799,-0.0872863
34,0.86759937,1.0077863,"('mean', 'honorable')",0.31332013,0.47049147,5.7532763,5.903717,2.3113987,2.4606649,0.1492662
35,-2.8931243,-3.0514736,"('corrupt', 'incorrupt')",-2.152944,-2.399439,0.18914863,0.06923388,-1.6189733,-1.7938929,-0.1749196
36,-2.4582896,-2.5259123,"('hostile', 'amicable')",-2.5649793,-2.8201988,0.49119046,0.21700299,-1.5106928,-1.7097028,-0.19901
37,1.3586432,1.2008233,"('fake', 'genuine')",-0.016802542,-0.00796303,0.4360126,0.4158371,0.5926178,0.5362325,-0.0563853
38,0.016439263,0.009745149,"('untruthful', 'truthful')",-0.24624614,-0.22545384,-0.19155174,-0.16975644,-0.1404529,-0.1284884,0.0119645
39,1.0987482,1.1856167,"('exploitative', 'cooperative')",1.8034474,1.9154887,0.10210045,0.16733669,1.0014319,1.0894807,0.0880488
40,1.2798353,1.107553,"('stingy', 'generous')",0.006426476,-0.0506436,-1.5621156,-1.6588801,-0.0919513,-0.2006569,-0.1087056
41,0.5439765,0.45005453,"('unforgiving', 'forgiving')",0.28899473,0.3658717,0.17490558,0.032061506,0.3359589,0.2826626,-0.0532963
42,0.3203967,0.31572455,"('unreliable', 'reliable')",0.469183,0.6572454,-2.9876144,-2.8868256,-0.7326783,-0.6379519,0.0947264
43,1.9124887,1.9088612,"('irresponsible', 'responsible')",1.751161,1.9410563,0.5467482,0.62113357,1.4034659,1.4903504,0.0868845
44,-2.0715885,-1.9666612,"('prejudiced', 'unprejudiced')",-0.94089425,-0.8883828,-1.224541,-1.1526452,-1.4123411,-1.3358963,0.0764448
45,1.5682752,1.4237213,"('incompetent', 'competent')",1.9467139,1.9654988,0.06500599,-0.009516061,1.1933317,1.1265681,-0.0667636
46,1.6993065,1.7162662,"('uncompetitive', 'competitive')",1.1432014,1.2951564,-0.6064143,-0.54213446,0.7453645,0.823096,0.0777315
47,0.44893318,0.47588298,"('stupid', 'smart')",1.1135447,1.1624789,5.256473,5.3152266,2.2729836,2.3178628,0.0448792
48,1.6906135,1.6991109,"('unintelligent', 'intelligent')",1.1171935,1.2049613,0.56824523,0.5979186,1.1253507,1.1673303,0.0419796
49,0.75189245,0.7872308,"('unable', 'able')",-0.46850634,-0.425969,-0.41444302,-0.33672923,-0.0436856,0.0081775,0.0518631
50,-1.2428585,-1.3763916,"('clumsy', 'skillful')",-0.3949582,-0.4757345,0.11114029,0.056938253,-0.5088921,-0.5983959,-0.0895038
51,0.60832167,0.53321326,"('uneducated', 'educated')",0.5982035,0.6466471,0.13792643,0.10272114,0.4481505,0.4275271,-0.0206234
52,-1.6436881,-1.7551318,"('irrational', 'rational')",-1.1112379,-1.458551,0.42518213,0.25128505,-0.7765813,-0.9874659,-0.2108846
53,0.8915723,0.86246026,"('uncreative', 'creative')",-0.45052332,-0.62838936,0.968096,0.8063152,0.469715,0.3467954,-0.1229196
54,-0.3159521,-0.37557805,"('incapable', 'capable')",-0.102062955,-0.23386127,0.817111,0.87905604,0.133032,0.0898722,-0.0431598
55,3.3690426,3.3640625,"('incompetent', 'clever')",1.8260798,2.0460868,0.016425394,0.029914945,1.7371828,1.8133548,0.076172
56,2.7812362,2.7249174,"('impractical', 'practical')",2.1708047,2.2130656,-0.06963272,0.00032590702,1.6274694,1.6461029,0.0186335
57,1.763797,1.6933516,"('unimaginative', 'imaginative')",0.98664284,0.9965557,-2.284265,-2.3106804,0.1553916,0.126409,-0.0289826
58,1.0244863,0.9322858,"('undiscriminating', 'discriminating')",1.1190056,0.95490164,0.2853153,0.21625596,0.8096023,0.7011478,-0.1084545
59,-1.1294326,-1.2005155,"('foolish', 'wise')",0.074450366,-0.032502826,0.51171994,0.5053575,-0.1810874,-0.2425536,-0.0614662
60,3.6104293,3.6673336,"('inefficient', 'efficient')",3.233601,3.4756534,0.030257765,0.20357409,2.2914294,2.4488538,0.1574244
61,0.42193675,0.3207872,"('illogical', 'logical')",1.5046254,1.3101854,0.28327978,0.13614047,0.736614,0.5890377,-0.1475763
62,3.2298434,3.2836072,"('incompetent', 'brilliant')",1.7580538,1.9547352,0.09531696,0.3150926,1.6944046,1.8511449,0.1567403
63,1.0291456,1.0378772,"('unperceptive', 'insightful')",0.77475,0.9375999,0.714016,0.8304397,0.8393039,0.9353056,0.0960017
64,-0.07585339,-0.10713553,"('shy', 'confident')",0.5821295,0.57300097,-6.0959225,-6.05198,-1.8632154,-1.8620381,0.0011773
65,2.306735,2.289573,"('insecure', 'secure')",2.2975414,2.354905,-0.35540226,-0.346187,1.4162914,1.4327636,0.0164722
66,-1.4853687,-1.4779953,"('inactive', 'active')",-1.1597664,-1.1987412,0.76877856,0.8250228,-0.6254522,-0.6172378,0.0082144
67,1.3770977,1.3642895,"('doubtful', 'determined')",0.295766,0.33004677,-0.22315335,-0.15324596,0.4832368,0.5136968,0.03046
68,0.6969812,0.69677603,"('dependent', 'independent')",0.89023143,0.9064964,-0.5018761,-0.4951171,0.3617788,0.3693851,0.0076063
69,-1.9187082,-1.891016,"('lazy', 'industrious')",-0.17167956,-0.25390887,-0.09932945,-0.08539871,-0.7299058,-0.7434412,-0.0135354
70,1.5793878,1.5901352,"('lethargic', 'energetic')",1.4229271,1.6342022,0.801216,0.95547336,1.2678437,1.3932703,0.1254266
71,0.08903505,0.060833625,"('diffident', 'self-confident')",0.23331693,0.21652995,0.25546157,0.22710383,0.1926045,0.1681558,-0.0244487
72,1.883662,1.7844735,"('unambitious', 'ambitious')",0.54558265,0.56736296,-1.2593483,-1.1608379,0.3899654,0.3969995,0.0070341
73,0.454059,0.44793755,"('helpless', 'self-reliant')",0.20458663,0.10121261,-2.93649,-2.864404,-0.7592815,-0.7717512,-0.0124697
74,1.4938312,1.3877857,"('undedicated', 'dedicated')",1.984761,1.9968785,0.05431392,0.04432144,1.1776354,1.1429952,-0.0346402
75,-1.1864917,-1.190506,"('meek', 'impulsive')",-1.2742282,-1.369983,-0.23841824,-0.12531966,-0.8997128,-0.8952696,0.0044432
76,2.4282901,2.4121687,"('anxious', 'daring')",1.059856,1.2552996,0.2182193,0.36063105,1.2354552,1.3426998,0.1072446
77,2.1190474,2.154192,"('unmotivated', 'motivated')",1.5022177,1.4624503,-0.5695998,-0.5100891,1.0172217,1.0355177,0.018296
78,-0.7983953,-0.77825737,"('nonresilient', 'resilient')",0.35415235,0.39535797,0.22279726,0.22062045,-0.0738152,-0.054093,0.0197222
79,-1.3162345,-1.4266422,"('wavering', 'unwavering')",-2.446899,-2.6262267,-0.30183858,-0.29894435,-1.3549906,-1.4506044,-0.0956138
80,1.16744,1.1719785,"('dominated', 'dominating')",0.5655212,0.67238814,-1.7496384,-1.5556701,-0.0055591,0.0962321,0.1017912
81,2.4245389,2.438216,"('submissive', 'aggressive')",2.018007,2.1858666,-0.9273131,-0.75777596,1.1717443,1.2887688,0.1170245
82,-0.2176341,-0.24304911,"('poor', 'rich')",0.071923286,0.02989192,5.7545533,5.764402,1.8696141,1.8504149,-0.0191992
83,0.5360355,0.50707954,"('powerless', 'powerful')",-0.9030503,-0.93796575,-1.0091667,-1.0792431,-0.4587272,-0.5033764,-0.0446492
84,0.3151332,0.21676505,"('inferior', 'superior')",0.62279767,0.50424904,0.9322688,0.9664213,0.6233999,0.5624785,-0.0609214
