,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.53482056,-0.60925853,"('unsociable', 'sociable')",-0.5348206,-0.6092585,-0.0744379
1,-0.036222458,0.015228782,"('unfriendly', 'friendly')",-0.0362225,0.0152288,0.0514513
2,-0.37707326,-0.13052782,"('unlikable', 'likable')",-0.3770733,-0.1305278,0.2465455
3,-0.86810195,-0.4783275,"('repellent', 'pleasant')",-0.868102,-0.4783275,0.3897745
4,-1.6010517,-1.6710558,"('disliked', 'liked')",-1.6010517,-1.6710558,-0.0700041
5,0.3800467,0.37810943,"('distant', 'outgoing')",0.3800467,0.3781094,-0.0019373
6,0.41173956,0.3526724,"('distant', 'open')",0.4117396,0.3526724,-0.0590672
7,-0.6300922,-0.4230549,"('insensitive', 'sensitive')",-0.6300922,-0.4230549,0.2070373
8,-0.39759886,-0.5507782,"('unaffectionate', 'affectionate')",-0.3975989,-0.5507782,-0.1531793
9,-0.63395417,-0.6650721,"('unaffectionate', 'caring')",-0.6339542,-0.6650721,-0.0311179
10,-1.9650359,-1.9601461,"('unsympathetic', 'sympathetic')",-1.9650359,-1.9601461,0.0048898
11,-0.58650607,-0.42043707,"('unhelpful', 'helpful')",-0.5865061,-0.4204371,0.166069
12,-1.4225823,-1.4141442,"('unsupportive', 'supportive')",-1.4225823,-1.4141442,0.0084381
13,-0.63288474,-0.55758286,"('impolite', 'polite')",-0.6328847,-0.5575829,0.0753018
14,-0.5411903,-0.4779708,"('antisocial', 'social')",-0.5411903,-0.4779708,0.0632195
15,-0.43488187,-0.62166834,"('boring', 'funny')",-0.4348819,-0.6216683,-0.1867864
16,0.080522716,0.3719555,"('unpopular', 'popular')",0.0805227,0.3719555,0.2914328
17,-1.3029921,-1.245283,"('nasty', 'nice')",-1.3029921,-1.245283,0.0577091
18,-0.6049156,-0.28856775,"('disagreeable', 'welcoming')",-0.6049156,-0.2885678,0.3163478
19,-0.6583228,-0.5817456,"('inhospitable', 'hospitable')",-0.6583228,-0.5817456,0.0765772
20,-0.14809203,-0.10337034,"('rough', 'thoughtful')",-0.148092,-0.1033703,0.0447217
21,-1.0549389,-0.7044887,"('immoral', 'moral')",-1.0549389,-0.7044887,0.3504502
22,-0.35906026,-0.3391051,"('untrustworthy', 'trustworthy')",-0.3590603,-0.3391051,0.0199552
23,0.7641979,1.0015513,"('insincere', 'sincere')",0.7641979,1.0015513,0.2373534
24,-0.48890686,-0.5123866,"('dishonest', 'honest')",-0.4889069,-0.5123866,-0.0234797
25,0.7488902,0.71545357,"('egoistic', 'altruistic')",0.7488902,0.7154536,-0.0334366
26,0.9877405,0.5187154,"('hardhearted', 'benevolent')",0.9877405,0.5187154,-0.4690251
27,0.03248162,-0.046759438,"('hardhearted', 'softhearted')",0.0324816,-0.0467594,-0.079241
28,-0.3094136,-0.40773866,"('disloyal', 'loyal')",-0.3094136,-0.4077387,-0.0983251
29,0.034492455,-0.11676778,"('unfair', 'fair')",0.0344925,-0.1167678,-0.1512603
30,-1.0969803,-0.96574295,"('intolerant', 'tolerant')",-1.0969803,-0.9657429,0.1312374
31,-0.90154755,-1.0106233,"('evil', 'good')",-0.9015476,-1.0106233,-0.1090757
32,-0.15860215,-0.18985534,"('unkind', 'kind')",-0.1586021,-0.1898553,-0.0312532
33,0.28051442,0.2622317,"('wrong', 'right')",0.2805144,0.2622317,-0.0182827
34,0.8929075,1.21082,"('mean', 'honorable')",0.8929075,1.21082,0.3179125
35,1.0128617,0.735487,"('corrupt', 'incorrupt')",1.0128617,0.735487,-0.2773747
36,-0.42319074,-0.57063705,"('hostile', 'amicable')",-0.4231907,-0.570637,-0.1474463
