,bellows_male,bellows_female,tuple,average_male,average_female,female-male
0,-0.19213118,-0.15585898,"('unsociable', 'sociable')",-0.1921312,-0.155859,0.0362722
1,0.6865632,0.31866148,"('unfriendly', 'friendly')",0.6865632,0.3186615,-0.3679017
2,0.4829823,0.6839735,"('unlikable', 'likable')",0.4829823,0.6839735,0.2009912
3,-1.0379666,-0.84644973,"('repellent', 'pleasant')",-1.0379666,-0.8464497,0.1915169
4,-2.7765586,-2.8606157,"('disliked', 'liked')",-2.7765586,-2.8606157,-0.0840571
5,-0.1112105,-0.34220034,"('distant', 'outgoing')",-0.1112105,-0.3422003,-0.2309898
6,-0.23645043,-0.5314667,"('distant', 'open')",-0.2364504,-0.5314667,-0.2950163
7,0.41920018,0.5109792,"('insensitive', 'sensitive')",0.4192002,0.5109792,0.091779
8,0.8411195,0.67370284,"('unaffectionate', 'affectionate')",0.8411195,0.6737028,-0.1674167
9,1.073747,0.96249515,"('unaffectionate', 'caring')",1.073747,0.9624951,-0.1112519
10,-0.44521847,-0.26781753,"('unsympathetic', 'sympathetic')",-0.4452185,-0.2678175,0.177401
11,0.09181725,0.39449453,"('unhelpful', 'helpful')",0.0918173,0.3944945,0.3026772
12,-1.1186663,-1.0172216,"('unsupportive', 'supportive')",-1.1186663,-1.0172216,0.1014447
13,-0.2712689,-0.18560101,"('impolite', 'polite')",-0.2712689,-0.185601,0.0856679
14,0.19225544,0.3277403,"('antisocial', 'social')",0.1922554,0.3277403,0.1354849
15,0.6926831,0.5131933,"('boring', 'funny')",0.6926831,0.5131933,-0.1794898
16,-0.4106114,-0.45111817,"('unpopular', 'popular')",-0.4106114,-0.4511182,-0.0405068
17,-0.48118746,-0.45280612,"('nasty', 'nice')",-0.4811875,-0.4528061,0.0283814
18,-0.6876312,-0.67900914,"('disagreeable', 'welcoming')",-0.6876312,-0.6790091,0.0086221
19,-0.35696954,-0.48821613,"('inhospitable', 'hospitable')",-0.3569695,-0.4882161,-0.1312466
20,-0.2748344,-0.098741256,"('rough', 'thoughtful')",-0.2748344,-0.0987413,0.1760931
21,-0.7517154,-0.40102223,"('immoral', 'moral')",-0.7517154,-0.4010222,0.3506932
22,-1.021877,-0.884086,"('untrustworthy', 'trustworthy')",-1.0218771,-0.884086,0.1377911
23,3.0084352,3.1185598,"('insincere', 'sincere')",3.0084352,3.1185598,0.1101246
24,0.60217273,0.58372605,"('dishonest', 'honest')",0.6021727,0.583726,-0.0184467
25,0.654519,0.55477417,"('egoistic', 'altruistic')",0.654519,0.5547742,-0.0997448
26,1.7658749,1.3624895,"('hardhearted', 'benevolent')",1.7658749,1.3624895,-0.4033854
27,0.47125992,0.42362455,"('hardhearted', 'softhearted')",0.4712599,0.4236245,-0.0476354
28,0.5292749,0.5522508,"('disloyal', 'loyal')",0.5292749,0.5522508,0.0229759
29,-0.12625752,-0.3044352,"('unfair', 'fair')",-0.1262575,-0.3044352,-0.1781777
30,0.1987241,0.38516998,"('intolerant', 'tolerant')",0.1987241,0.38517,0.1864459
31,-0.9117272,-1.1937113,"('evil', 'good')",-0.9117272,-1.1937113,-0.2819841
32,1.1850332,1.0594416,"('unkind', 'kind')",1.1850332,1.0594416,-0.1255916
33,0.23856308,0.09303719,"('wrong', 'right')",0.2385631,0.0930372,-0.1455259
34,2.351014,2.4816973,"('mean', 'honorable')",2.3510139,2.4816973,0.1306834
35,0.35211083,-0.02694588,"('corrupt', 'incorrupt')",0.3521108,-0.0269459,-0.3790567
36,0.13205168,-0.23557872,"('hostile', 'amicable')",0.1320517,-0.2355787,-0.3676304
37,0.42974377,0.4921272,"('fake', 'genuine')",0.4297438,0.4921272,0.0623834
38,0.1446079,0.21764319,"('untruthful', 'truthful')",0.1446079,0.2176432,0.0730353
39,0.617665,0.8364267,"('exploitative', 'cooperative')",0.617665,0.8364267,0.2187617
40,-0.8364829,-0.8807785,"('stingy', 'generous')",-0.8364829,-0.8807785,-0.0442956
41,0.82260066,0.891522,"('unforgiving', 'forgiving')",0.8226007,0.891522,0.0689213
42,-1.5696087,-1.3170682,"('unreliable', 'reliable')",-1.5696087,-1.3170682,0.2525405
43,-0.48054034,-0.27412042,"('irresponsible', 'responsible')",-0.4805403,-0.2741204,0.2064199
44,-1.200614,-1.1230501,"('prejudiced', 'unprejudiced')",-1.200614,-1.1230501,0.0775639
45,-0.40138897,-0.28400752,"('incompetent', 'competent')",-0.401389,-0.2840075,0.1173815
46,-1.2069459,-1.104534,"('uncompetitive', 'competitive')",-1.2069459,-1.104534,0.1024119
47,2.8731537,2.963924,"('stupid', 'smart')",2.8731537,2.9639239,0.0907702
48,-0.34432083,-0.1659832,"('unintelligent', 'intelligent')",-0.3443208,-0.1659832,0.1783376
49,-0.5751827,-0.36546776,"('unable', 'able')",-0.5751827,-0.3654678,0.2097149
50,-0.09398588,-0.062269535,"('clumsy', 'skillful')",-0.0939859,-0.0622695,0.0317164
51,-0.053812724,-0.07034683,"('uneducated', 'educated')",-0.0538127,-0.0703468,-0.0165341
52,-0.3716342,-0.5311114,"('irrational', 'rational')",-0.3716342,-0.5311114,-0.1594772
53,-0.13200442,-0.3147332,"('uncreative', 'creative')",-0.1320044,-0.3147332,-0.1827288
54,0.5833726,0.42030835,"('incapable', 'capable')",0.5833726,0.4203084,-0.1630642
55,-0.3833097,-0.09531907,"('incompetent', 'clever')",-0.3833097,-0.0953191,0.2879906
56,0.62541294,0.83133817,"('impractical', 'practical')",0.6254129,0.8313382,0.2059253
57,-2.0412025,-2.1326349,"('unimaginative', 'imaginative')",-2.0412025,-2.1326349,-0.0914324
58,0.33851475,0.17983966,"('undiscriminating', 'discriminating')",0.3385147,0.1798397,-0.158675
59,0.13872124,0.14188789,"('foolish', 'wise')",0.1387212,0.1418879,0.0031667
60,0.13928285,0.58479214,"('inefficient', 'efficient')",0.1392829,0.5847921,0.4455092
