,alexandria_male,alexandria_female,tuple,real_male,real_female,est_male,est_female,equities_male,equities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.7911091,0.66388524,"('unsociable', 'sociable')",1.172981,1.1385491,1.5464251,1.4494486,-1.4497724,-1.512035,-0.16989377,-0.2135993,0.3781698,0.3052497,-0.0729201
1,-0.5985356,-0.73813635,"('unfriendly', 'friendly')",-1.580532,-1.671023,-1.4344349,-1.4658818,-1.7039372,-1.8164207,1.4303259,1.270523,-0.7774227,-0.8841878,-0.1067651
2,1.0614915,1.0710249,"('unlikable', 'likable')",1.2485237,1.3035101,1.8179442,1.8086396,0.7731192,0.90300417,0.3148658,0.3367721,1.0431888,1.0845901,0.0414013
3,0.28374827,0.48974127,"('repellent', 'pleasant')",0.13996084,0.2192991,0.6480611,0.6926285,-0.5956245,-0.5653411,0.37610656,0.42640293,0.1704504,0.2525461,0.0820957
4,-0.8181107,-0.9092352,"('disliked', 'liked')",-0.8290564,-0.82937694,-1.9556028,-2.0594795,0.47668427,0.5015095,-6.2526608,-6.3410482,-1.8757492,-1.9275261,-0.0517769
5,-1.014022,-1.0218695,"('distant', 'outgoing')",-1.9768634,-1.9791487,-1.821959,-1.8264375,0.21378118,0.23036745,-0.1996861,-0.30370522,-0.9597498,-0.9801586,-0.0204088
6,-0.8083965,-0.8515881,"('distant', 'open')",-2.039016,-2.0716696,-1.3693223,-1.3594986,0.18350473,0.1648817,0.18145217,0.0792852,-0.7703556,-0.8077179,-0.0373623
7,0.6425908,0.7496216,"('insensitive', 'sensitive')",0.23665094,0.309183,1.088061,1.0598614,-1.1206048,-1.058104,0.93218607,0.99880326,0.3557768,0.4118731,0.0560963
8,0.18266124,0.12051271,"('unaffectionate', 'affectionate')",-1.2291331,-1.2122259,-1.4763395,-1.4689403,-2.0723739,-2.1648505,0.2895783,0.11636366,-0.8611214,-0.9218281,-0.0607067
9,0.77964866,0.8045673,"('unaffectionate', 'caring')",-0.44942328,-0.45336252,-1.1806258,-1.1862069,-1.8599931,-1.9161849,0.95102197,0.91950077,-0.3518743,-0.3663373,-0.014463
10,0.820584,0.8346409,"('unsympathetic', 'sympathetic')",0.50058097,0.5119344,1.5712733,1.4901237,-2.150591,-2.1952837,0.3688054,0.3689265,0.2221306,0.2020684,-0.0200622
11,0.21584076,0.22549511,"('unhelpful', 'helpful')",0.34343597,0.4122316,0.61824024,0.68507695,-1.3797876,-1.3639677,2.48031,2.5543377,0.4556079,0.5026348,0.0470269
12,1.8159136,1.7238727,"('unsupportive', 'supportive')",0.5692261,0.5875817,0.5667236,0.44371933,-1.0842761,-1.053389,-1.4145468,-1.4062958,0.0906081,0.0590978,-0.0315103
13,0.083889864,0.020387422,"('impolite', 'polite')",1.9180704,1.9931577,2.1849222,2.2163975,-0.5361169,-0.52657866,0.21531051,0.24301302,0.7732152,0.7892755,0.0160603
