,haunt_male,haunt_female,tuple,average_male,average_female,female-male
0,-0.20587878,-0.1717352,"('unsociable', 'sociable')",-0.2058788,-0.1717352,0.0341436
1,0.8822041,0.8187703,"('unfriendly', 'friendly')",0.8822041,0.8187703,-0.0634338
2,-0.30111116,-0.23574236,"('unlikable', 'likable')",-0.3011112,-0.2357424,0.0653688
3,0.703103,0.76231647,"('repellent', 'pleasant')",0.703103,0.7623165,0.0592135
4,-7.156215,-7.3508887,"('disliked', 'liked')",-7.1562152,-7.3508887,-0.1946735
5,-0.6687388,-0.7009025,"('distant', 'outgoing')",-0.6687388,-0.7009025,-0.0321637
6,-0.093202144,-0.21702889,"('distant', 'open')",-0.0932021,-0.2170289,-0.1238268
7,0.75330937,0.83287805,"('insensitive', 'sensitive')",0.7533094,0.8328781,0.0795687
8,0.8838429,0.79399216,"('unaffectionate', 'affectionate')",0.8838429,0.7939922,-0.0898507
9,0.95987844,0.9860975,"('unaffectionate', 'caring')",0.9598784,0.9860975,0.0262191
10,0.9790687,1.0656407,"('unsympathetic', 'sympathetic')",0.9790687,1.0656407,0.086572
11,1.1417357,1.209322,"('unhelpful', 'helpful')",1.1417357,1.209322,0.0675863
12,-1.9685138,-1.9844774,"('unsupportive', 'supportive')",-1.9685138,-1.9844774,-0.0159636
13,-0.28426003,-0.19498876,"('impolite', 'polite')",-0.28426,-0.1949888,0.0892712
14,0.31663746,0.324402,"('antisocial', 'social')",0.3166375,0.324402,0.0077645
15,-0.088453256,-0.17095764,"('boring', 'funny')",-0.0884533,-0.1709576,-0.0825043
16,-0.6641868,-0.67814523,"('unpopular', 'popular')",-0.6641868,-0.6781452,-0.0139584
17,-0.34623176,-0.28144032,"('nasty', 'nice')",-0.3462318,-0.2814403,0.0647915
18,-0.23556994,-0.2697682,"('disagreeable', 'welcoming')",-0.2355699,-0.2697682,-0.0341983
19,-0.88189334,-0.97026724,"('inhospitable', 'hospitable')",-0.8818933,-0.9702672,-0.0883739
20,0.9187796,0.872246,"('rough', 'thoughtful')",0.9187796,0.872246,-0.0465336
21,-0.5565543,-0.41575631,"('immoral', 'moral')",-0.5565543,-0.4157563,0.140798
22,-0.33133104,-0.32756966,"('untrustworthy', 'trustworthy')",-0.331331,-0.3275697,0.0037613
23,5.8498263,5.965434,"('insincere', 'sincere')",5.8498263,5.9654341,0.1156078
24,1.3178526,1.245936,"('dishonest', 'honest')",1.3178526,1.245936,-0.0719166
25,0.7597744,0.6678512,"('egoistic', 'altruistic')",0.7597744,0.6678512,-0.0919232
26,0.9377219,0.792133,"('hardhearted', 'benevolent')",0.9377219,0.792133,-0.1455889
27,1.6284031,1.4383684,"('hardhearted', 'softhearted')",1.6284031,1.4383684,-0.1900347
28,0.86604327,0.8487557,"('disloyal', 'loyal')",0.8660433,0.8487557,-0.0172876
29,-0.64270043,-0.80976075,"('unfair', 'fair')",-0.6427004,-0.8097607,-0.1670603
30,0.9263629,0.99165267,"('intolerant', 'tolerant')",0.9263629,0.9916527,0.0652898
31,-1.3436407,-1.4231901,"('evil', 'good')",-1.3436407,-1.4231901,-0.0795494
32,0.95291615,0.8662901,"('unkind', 'kind')",0.9529161,0.8662901,-0.086626
33,-0.66877365,-0.75352126,"('wrong', 'right')",-0.6687737,-0.7535213,-0.0847476
34,4.271765,4.4221315,"('mean', 'honorable')",4.2717652,4.4221315,0.1503663
35,-0.58183277,-0.8480834,"('corrupt', 'incorrupt')",-0.5818328,-0.8480834,-0.2662506
36,-0.8033806,-0.9434285,"('hostile', 'amicable')",-0.8033806,-0.9434285,-0.1400479
37,0.76088744,0.7744647,"('fake', 'genuine')",0.7608874,0.7744647,0.0135773
38,-0.68636143,-0.6325,"('untruthful', 'truthful')",-0.6863614,-0.6325,0.0538614
39,0.46606007,0.4861141,"('exploitative', 'cooperative')",0.4660601,0.4861141,0.020054
40,-1.0653863,-1.2437022,"('stingy', 'generous')",-1.0653863,-1.2437022,-0.1783159
41,-0.06779266,-0.063015565,"('unforgiving', 'forgiving')",-0.0677927,-0.0630156,0.0047771
42,-1.9042581,-1.968787,"('unreliable', 'reliable')",-1.9042581,-1.968787,-0.0645289
43,0.65228206,0.75518453,"('irresponsible', 'responsible')",0.6522821,0.7551845,0.1029024
44,-0.54853076,-0.5301214,"('prejudiced', 'unprejudiced')",-0.5485308,-0.5301214,0.0184094
45,-0.08878739,-0.119823426,"('incompetent', 'competent')",-0.0887874,-0.1198234,-0.031036
46,-0.4380697,-0.4095498,"('uncompetitive', 'competitive')",-0.4380697,-0.4095498,0.0285199
47,4.9001613,5.0842485,"('stupid', 'smart')",4.9001613,5.0842485,0.1840872
48,0.055179328,0.1114342,"('unintelligent', 'intelligent')",0.0551793,0.1114342,0.0562549
49,-0.28860414,-0.2080933,"('unable', 'able')",-0.2886041,-0.2080933,0.0805108
50,-0.52868736,-0.5921055,"('clumsy', 'skillful')",-0.5286874,-0.5921055,-0.0634181
51,0.54477566,0.4656279,"('uneducated', 'educated')",0.5447757,0.4656279,-0.0791478
52,-0.6076007,-0.7617446,"('irrational', 'rational')",-0.6076007,-0.7617446,-0.1541439
53,-0.29460227,-0.38059136,"('uncreative', 'creative')",-0.2946023,-0.3805914,-0.0859891
