,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.0387099,-1.1615844,"('unsociable', 'sociable')",0.9063992,0.7871379,0.5557755,0.6265073,-0.35750902,-0.32879293,0.016489,-0.019183,-0.035672
1,-1.9255328,-1.9560441,"('unfriendly', 'friendly')",-0.35969543,-0.38370657,0.68709475,0.6286412,1.6459496,1.4207784,0.011954,-0.0725828,-0.0845368
2,-0.20089427,-0.098821186,"('unlikable', 'likable')",-0.22847247,-0.15683976,0.97502387,1.0294541,0.46933228,0.6148517,0.2537473,0.3471612,0.0934139
3,0.08186247,0.25665894,"('repellent', 'pleasant')",-0.93906343,-0.7582128,-0.8857287,-0.7827488,0.107283354,0.1901229,-0.4089116,-0.273545,0.1353666
4,0.59128183,0.47631353,"('disliked', 'liked')",-1.1662623,-1.3623471,0.1636992,-0.010567561,-6.211649,-6.048841,-1.6557325,-1.7363605,-0.080628
5,0.015581596,-0.003264294,"('distant', 'outgoing')",-0.7707126,-0.8727977,0.48298547,0.3940832,0.42676505,0.38836658,0.0386549,-0.0234031,-0.062058
6,-0.58976054,-0.54794276,"('distant', 'open')",-0.79850566,-0.81290114,0.3545694,0.2866288,0.53253007,0.39154148,-0.1252917,-0.1706684,-0.0453767
7,-0.7513234,-0.6679054,"('insensitive', 'sensitive')",1.6271744,1.7704885,-0.17644352,0.0010855179,-0.2537899,-0.22228914,0.1114044,0.2203449,0.1089405
8,-1.9065276,-1.964468,"('unaffectionate', 'affectionate')",0.57100964,0.5046909,0.8319453,0.7946084,1.4751185,1.2165264,0.2428865,0.1378394,-0.1050471
9,-1.888377,-1.9126183,"('unaffectionate', 'caring')",0.56732106,0.5421171,0.66696876,0.65949607,1.4029217,1.2332834,0.1872086,0.1305696,-0.056639
10,-0.82410485,-0.7783559,"('unsympathetic', 'sympathetic')",0.5213259,0.60698795,-0.1896896,-0.0479964,-0.24303877,-0.21262881,-0.1838768,-0.1079983,0.0758785
11,-0.7297717,-0.67000467,"('unhelpful', 'helpful')",0.44684497,0.43955454,-0.8039863,-0.6703488,1.3559269,1.4114317,0.0672535,0.1276582,0.0604047
12,-0.5774631,-0.48878658,"('unsupportive', 'supportive')",1.215971,1.2818466,0.79098755,0.98541087,-2.0386267,-1.9319047,-0.1522828,-0.0383584,0.1139244
13,0.2685614,0.27136675,"('impolite', 'polite')",0.44079518,0.47285947,-0.2024835,-0.02356018,-0.55255646,-0.41359615,-0.0114209,0.0767675,0.0881884
