,jackfruit_male,jackfruit_female,tuple,average_male,average_female,female-male
0,-1.3878576,-1.6078669,"('unsociable', 'sociable')",-1.3878576,-1.6078669,-0.2200093
1,-0.4449206,-0.5990286,"('unfriendly', 'friendly')",-0.4449206,-0.5990286,-0.154108
2,-0.39143974,-0.44526735,"('unlikable', 'likable')",-0.3914397,-0.4452673,-0.0538276
3,-1.4666971,-1.4828993,"('repellent', 'pleasant')",-1.4666971,-1.4828993,-0.0162022
4,-1.4032072,-1.3722017,"('disliked', 'liked')",-1.4032072,-1.3722017,0.0310055
5,0.23156741,0.2961655,"('distant', 'outgoing')",0.2315674,0.2961655,0.0645981
6,0.18158683,0.23514953,"('distant', 'open')",0.1815868,0.2351495,0.0535627
7,-1.1895922,-1.2149026,"('insensitive', 'sensitive')",-1.1895922,-1.2149026,-0.0253104
8,0.30910924,0.20133512,"('unaffectionate', 'affectionate')",0.3091092,0.2013351,-0.1077741
9,0.055942208,-0.06364386,"('unaffectionate', 'caring')",0.0559422,-0.0636439,-0.1195861
10,-2.1120362,-2.2270052,"('unsympathetic', 'sympathetic')",-2.1120362,-2.2270052,-0.114969
11,-0.66611904,-0.6855032,"('unhelpful', 'helpful')",-0.666119,-0.6855032,-0.0193842
12,-1.6029848,-1.5937432,"('unsupportive', 'supportive')",-1.6029848,-1.5937432,0.0092416
13,-1.3117532,-1.4254028,"('impolite', 'polite')",-1.3117532,-1.4254028,-0.1136496
14,-1.3707587,-1.5664295,"('antisocial', 'social')",-1.3707587,-1.5664295,-0.1956708
15,1.1571767,1.1528071,"('boring', 'funny')",1.1571767,1.1528071,-0.0043696
16,0.20916604,0.17444494,"('unpopular', 'popular')",0.209166,0.1744449,-0.0347211
17,-0.4453051,-0.289694,"('nasty', 'nice')",-0.4453051,-0.289694,0.1556111
18,-0.71192205,-0.67086494,"('disagreeable', 'welcoming')",-0.711922,-0.6708649,0.0410571
19,-0.73675704,-0.5163413,"('inhospitable', 'hospitable')",-0.736757,-0.5163413,0.2204157
20,-0.50886685,-0.51429784,"('rough', 'thoughtful')",-0.5088668,-0.5142978,-0.005431
21,-1.0272188,-0.9805628,"('immoral', 'moral')",-1.0272188,-0.9805628,0.046656
22,-1.0983936,-1.1970752,"('untrustworthy', 'trustworthy')",-1.0983936,-1.1970752,-0.0986816
23,0.14104627,0.030398782,"('insincere', 'sincere')",0.1410463,0.0303988,-0.1106475
24,-0.5090074,-0.625168,"('dishonest', 'honest')",-0.5090074,-0.625168,-0.1161606
25,0.70308113,0.64571077,"('egoistic', 'altruistic')",0.7030811,0.6457108,-0.0573703
26,-0.14265975,-0.41438368,"('hardhearted', 'benevolent')",-0.1426598,-0.4143837,-0.2717239
27,0.4750404,0.46072873,"('hardhearted', 'softhearted')",0.4750404,0.4607287,-0.0143117
28,-0.360392,-0.44305512,"('disloyal', 'loyal')",-0.360392,-0.4430551,-0.0826631
29,-0.024218205,-0.10273063,"('unfair', 'fair')",-0.0242182,-0.1027306,-0.0785124
30,-0.96117455,-0.92087686,"('intolerant', 'tolerant')",-0.9611745,-0.9208769,0.0402976
31,-0.19064851,-0.093464814,"('evil', 'good')",-0.1906485,-0.0934648,0.0971837
32,-0.6477771,-0.7610098,"('unkind', 'kind')",-0.6477771,-0.7610098,-0.1132327
33,0.5525222,0.55602604,"('wrong', 'right')",0.5525222,0.556026,0.0035038
34,0.4235921,0.600668,"('mean', 'honorable')",0.4235921,0.600668,0.1770759
35,0.91798294,0.8937765,"('corrupt', 'incorrupt')",0.9179829,0.8937765,-0.0242064
