,headrest_male,headrest_female,tuple,average_male,average_female,female-male
0,0.43953234,0.375982,"('unsociable', 'sociable')",0.4395323,0.375982,-0.0635503
1,0.17818584,-0.0058190823,"('unfriendly', 'friendly')",0.1781858,-0.0058191,-0.1840049
2,0.036928058,0.051420055,"('unlikable', 'likable')",0.0369281,0.0514201,0.014492
3,-0.10461864,-0.10100637,"('repellent', 'pleasant')",-0.1046186,-0.1010064,0.0036122
4,-3.325805,-3.4962084,"('disliked', 'liked')",-3.3258049,-3.4962084,-0.1704035
5,-1.0199107,-1.0667325,"('distant', 'outgoing')",-1.0199107,-1.0667325,-0.0468218
6,-0.95146316,-1.0764916,"('distant', 'open')",-0.9514632,-1.0764916,-0.1250284
7,0.88518816,0.8545564,"('insensitive', 'sensitive')",0.8851882,0.8545564,-0.0306318
8,0.020030903,-0.117787346,"('unaffectionate', 'affectionate')",0.0200309,-0.1177873,-0.1378182
9,0.3718292,0.3299489,"('unaffectionate', 'caring')",0.3718292,0.3299489,-0.0418803
10,0.68168265,0.69634116,"('unsympathetic', 'sympathetic')",0.6816826,0.6963412,0.0146586
11,1.2569518,1.4611857,"('unhelpful', 'helpful')",1.2569518,1.4611857,0.2042339
12,-0.7213129,-0.6729799,"('unsupportive', 'supportive')",-0.7213129,-0.6729799,0.048333
13,-0.010430012,0.07523465,"('impolite', 'polite')",-0.01043,0.0752347,0.0856647
14,0.3878473,0.37682825,"('antisocial', 'social')",0.3878473,0.3768283,-0.011019
15,0.1383921,0.08925663,"('boring', 'funny')",0.1383921,0.0892566,-0.0491355
16,-0.19525543,-0.3169672,"('unpopular', 'popular')",-0.1952554,-0.3169672,-0.1217118
17,-0.19071913,-0.20192271,"('nasty', 'nice')",-0.1907191,-0.2019227,-0.0112036
18,-0.85605097,-0.85731566,"('disagreeable', 'welcoming')",-0.856051,-0.8573157,-0.0012647
19,-0.9074781,-0.9490696,"('inhospitable', 'hospitable')",-0.9074781,-0.9490696,-0.0415915
20,0.51953053,0.51741797,"('rough', 'thoughtful')",0.5195305,0.517418,-0.0021125
21,-0.11328068,0.09982554,"('immoral', 'moral')",-0.1132807,0.0998255,0.2131062
22,0.21552372,0.14166793,"('untrustworthy', 'trustworthy')",0.2155237,0.1416679,-0.0738558
23,3.0219176,3.1091223,"('insincere', 'sincere')",3.0219176,3.1091223,0.0872047
24,0.5195731,0.47001463,"('dishonest', 'honest')",0.5195731,0.4700146,-0.0495585
25,-0.33438572,-0.42985284,"('egoistic', 'altruistic')",-0.3343857,-0.4298528,-0.0954671
26,0.7201186,0.5018687,"('hardhearted', 'benevolent')",0.7201186,0.5018687,-0.2182499
27,0.30293328,0.14148138,"('hardhearted', 'softhearted')",0.3029333,0.1414814,-0.1614519
28,0.19679774,0.20582478,"('disloyal', 'loyal')",0.1967977,0.2058248,0.0090271
