,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,0.3129989,0.3645383,"('unsociable', 'sociable')",0.3129989,0.3645383,0.0515394
1,0.9499628,0.84384423,"('unfriendly', 'friendly')",0.9499628,0.8438442,-0.1061186
2,0.1109602,0.2678702,"('unlikable', 'likable')",0.1109602,0.2678702,0.15691
3,0.72004086,0.8677847,"('repellent', 'pleasant')",0.7200409,0.8677847,0.1477438
4,-7.4830422,-7.4308968,"('disliked', 'liked')",-7.4830422,-7.4308968,0.0521454
5,-0.5902218,-0.5854538,"('distant', 'outgoing')",-0.5902218,-0.5854538,0.004768
6,-0.14439858,-0.23456009,"('distant', 'open')",-0.1443986,-0.2345601,-0.0901615
7,1.2441325,1.3582942,"('insensitive', 'sensitive')",1.2441325,1.3582942,0.1141617
8,1.3036692,0.9993063,"('unaffectionate', 'affectionate')",1.3036692,0.9993063,-0.3043629
9,1.5392807,1.4195613,"('unaffectionate', 'caring')",1.5392807,1.4195613,-0.1197194
10,1.6324087,1.6350088,"('unsympathetic', 'sympathetic')",1.6324087,1.6350088,0.0026001
11,1.9260135,2.0564218,"('unhelpful', 'helpful')",1.9260135,2.0564218,0.1304083
12,-1.2304164,-1.1055115,"('unsupportive', 'supportive')",-1.2304164,-1.1055115,0.1249049
13,-0.011690401,0.17049253,"('impolite', 'polite')",-0.0116904,0.1704925,0.1821829
14,0.33063903,0.4969975,"('antisocial', 'social')",0.330639,0.4969975,0.1663585
15,0.07016212,0.12886953,"('boring', 'funny')",0.0701621,0.1288695,0.0587074
16,-0.9182344,-0.87804824,"('unpopular', 'popular')",-0.9182344,-0.8780482,0.0401862
17,0.013623942,-0.045139216,"('nasty', 'nice')",0.0136239,-0.0451392,-0.0587631
18,-0.74412763,-0.63249934,"('disagreeable', 'welcoming')",-0.7441276,-0.6324993,0.1116283
19,-0.49196488,-0.5262551,"('inhospitable', 'hospitable')",-0.4919649,-0.5262551,-0.0342902
20,0.61453116,0.51450753,"('rough', 'thoughtful')",0.6145312,0.5145075,-0.1000237
21,0.04077893,0.33938158,"('immoral', 'moral')",0.0407789,0.3393816,0.2986027
22,-0.08802968,0.045066554,"('untrustworthy', 'trustworthy')",-0.0880297,0.0450666,0.1330963
23,6.3162265,6.451444,"('insincere', 'sincere')",6.3162265,6.4514441,0.1352176
24,1.5455936,1.6384444,"('dishonest', 'honest')",1.5455936,1.6384444,0.0928508
25,0.1688212,0.13060412,"('egoistic', 'altruistic')",0.1688212,0.1306041,-0.0382171
26,0.50769746,0.24813665,"('hardhearted', 'benevolent')",0.5076975,0.2481367,-0.2595608
27,1.5758886,1.419008,"('hardhearted', 'softhearted')",1.5758886,1.419008,-0.1568806
28,1.2176943,1.0776018,"('disloyal', 'loyal')",1.2176943,1.0776018,-0.1400925
29,-0.1241256,-0.29647827,"('unfair', 'fair')",-0.1241256,-0.2964783,-0.1723527
30,1.3984997,1.4531093,"('intolerant', 'tolerant')",1.3984997,1.4531093,0.0546096
31,-1.715034,-1.8239607,"('evil', 'good')",-1.715034,-1.8239607,-0.1089267
32,1.2765429,1.1646259,"('unkind', 'kind')",1.2765429,1.1646259,-0.111917
33,-0.9351149,-0.8638062,"('wrong', 'right')",-0.9351149,-0.8638062,0.0713087
34,4.299983,4.4890027,"('mean', 'honorable')",4.299983,4.4890027,0.1890197
35,-1.1921806,-1.5051746,"('corrupt', 'incorrupt')",-1.1921806,-1.5051746,-0.312994
36,-0.8540209,-1.2143385,"('hostile', 'amicable')",-0.8540209,-1.2143385,-0.3603176
37,0.7611528,0.7099869,"('fake', 'genuine')",0.7611528,0.7099869,-0.0511659
38,-0.28585777,-0.1859741,"('untruthful', 'truthful')",-0.2858578,-0.1859741,0.0998837
39,-0.11272065,-0.04190182,"('exploitative', 'cooperative')",-0.1127207,-0.0419018,0.0708189
40,-1.188899,-1.1735792,"('stingy', 'generous')",-1.188899,-1.1735792,0.0153198
41,0.17792654,0.08926224,"('unforgiving', 'forgiving')",0.1779265,0.0892622,-0.0886643
42,-1.6080136,-1.5254352,"('unreliable', 'reliable')",-1.6080136,-1.5254352,0.0825784
43,1.682319,1.8063059,"('irresponsible', 'responsible')",1.682319,1.8063059,0.1239869
44,-1.1097836,-1.2342019,"('prejudiced', 'unprejudiced')",-1.1097836,-1.2342019,-0.1244183
45,0.40084168,0.39637163,"('incompetent', 'competent')",0.4008417,0.3963716,-0.0044701
46,-0.3479053,-0.23726113,"('uncompetitive', 'competitive')",-0.3479053,-0.2372611,0.1106442
47,5.5165687,5.7036505,"('stupid', 'smart')",5.5165687,5.7036505,0.1870818
48,0.77105427,0.78842884,"('unintelligent', 'intelligent')",0.7710543,0.7884288,0.0173745
49,-0.44979352,-0.29481417,"('unable', 'able')",-0.4497935,-0.2948142,0.1549793
50,-0.16760708,-0.28598535,"('clumsy', 'skillful')",-0.1676071,-0.2859854,-0.1183783
51,0.62903476,0.69492275,"('uneducated', 'educated')",0.6290348,0.6949227,0.0658879
