,invesco_male,invesco_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.2328346,-1.2827138,"('unsociable', 'sociable')",-0.2152308,-0.26953,-0.7240327,-0.7761219,-0.0520892
1,-1.6556784,-1.7156382,"('unfriendly', 'friendly')",1.9206495,1.7591548,0.1324856,0.0217583,-0.1107273
2,0.99250406,1.0170101,"('unlikable', 'likable')",0.51904446,0.5168083,0.7557743,0.7669092,0.0111349
3,0.12217417,0.1755305,"('repellent', 'pleasant')",0.31446192,0.41473365,0.218318,0.2951321,0.0768141
4,0.09946817,0.0214133,"('disliked', 'liked')",-5.0013547,-4.896367,-2.4509432,-2.4374769,0.0134663
5,-0.9891083,-0.94090974,"('distant', 'outgoing')",-0.5436734,-0.67812175,-0.7663909,-0.8095157,-0.0431248
6,-1.1189502,-1.0932099,"('distant', 'open')",0.19714525,-0.024494136,-0.4609025,-0.558852,-0.0979495
7,-0.9807927,-0.9447989,"('insensitive', 'sensitive')",0.6212244,0.6604887,-0.1797841,-0.1421551,0.037629
8,-1.611167,-1.6942149,"('unaffectionate', 'affectionate')",0.9546282,0.7663052,-0.3282694,-0.4639549,-0.1356855
9,-1.5732249,-1.6142702,"('unaffectionate', 'caring')",1.112421,0.96165955,-0.2304019,-0.3263053,-0.0959034
10,-1.258507,-1.2275575,"('unsympathetic', 'sympathetic')",0.20643204,0.33444834,-0.5260375,-0.4465546,0.0794829
11,-0.6842518,-0.6536108,"('unhelpful', 'helpful')",1.3162962,1.3904765,0.3160222,0.3684328,0.0524106
12,-1.1134202,-1.0141034,"('unsupportive', 'supportive')",-1.4828765,-1.4289759,-1.2981484,-1.2215397,0.0766087
13,-0.47009665,-0.41306156,"('impolite', 'polite')",-0.77618515,-0.7003993,-0.6231409,-0.5567304,0.0664105
14,0.4520785,0.48262128,"('antisocial', 'social')",0.29436454,0.41775954,0.3732215,0.4501904,0.0769689
15,0.43429813,0.3371365,"('boring', 'funny')",0.5989453,0.5317913,0.5166217,0.4344639,-0.0821578
16,-0.62456864,-0.65745556,"('unpopular', 'popular')",0.42504227,0.37705776,-0.0997632,-0.1401989,-0.0404357
17,-0.5452968,-0.4915927,"('nasty', 'nice')",-0.4120436,-0.3798303,-0.4786702,-0.4357115,0.0429587
18,-0.7648989,-0.75040233,"('disagreeable', 'welcoming')",-0.7980539,-0.9153564,-0.7814764,-0.8328794,-0.051403
19,-1.7756755,-1.741058,"('inhospitable', 'hospitable')",-0.81973326,-0.8860708,-1.2977045,-1.3135644,-0.0158599
20,0.27387816,0.25574315,"('rough', 'thoughtful')",1.269216,1.2396506,0.7715471,0.7476969,-0.0238502
21,-0.5812238,-0.5722245,"('immoral', 'moral')",-0.91960454,-0.8528638,-0.7504141,-0.7125441,0.03787
22,-0.55780244,-0.519086,"('untrustworthy', 'trustworthy')",-0.3320495,-0.28551,-0.444926,-0.402298,0.042628
23,-1.7224246,-1.7273688,"('insincere', 'sincere')",4.992941,4.8319335,1.6352582,1.5522823,-0.0829759
24,-0.7040465,-0.6931798,"('dishonest', 'honest')",0.6138895,0.5490406,-0.0450785,-0.0720696,-0.0269911
25,-0.16679,-0.23554449,"('egoistic', 'altruistic')",0.9545419,0.763414,0.393876,0.2639348,-0.1299412
26,0.3879645,0.3088545,"('hardhearted', 'benevolent')",2.714106,2.643626,1.5510353,1.4762403,-0.074795
27,-0.75183684,-0.7667485,"('hardhearted', 'softhearted')",0.714998,0.44690055,-0.0184194,-0.159924,-0.1415046
28,-1.3625668,-1.4626323,"('disloyal', 'loyal')",1.2491021,1.0960989,-0.0567324,-0.1832667,-0.1265343
29,-0.5617463,-0.5606257,"('unfair', 'fair')",-0.7826033,-0.88568825,-0.6721748,-0.7231569,-0.0509821
30,0.20592216,0.18195944,"('intolerant', 'tolerant')",1.181564,1.2471149,0.6937431,0.7145371,0.020794
31,-0.52310973,-0.4783153,"('evil', 'good')",-0.39082986,-0.4767137,-0.4569698,-0.4775145,-0.0205447
32,-0.6579232,-0.6790142,"('unkind', 'kind')",0.7514801,0.6060041,0.0467784,-0.036505,-0.0832834
33,0.28975895,0.27117968,"('wrong', 'right')",-0.16453713,-0.32634312,0.0626109,-0.0275817,-0.0901926
34,-0.32450202,-0.20829266,"('mean', 'honorable')",4.718981,4.773699,2.1972394,2.2827032,0.0854638
35,-0.017681642,-0.14119881,"('corrupt', 'incorrupt')",-0.14639822,-0.43894225,-0.0820399,-0.2900705,-0.2080306
36,-0.094715744,-0.21711686,"('hostile', 'amicable')",0.55865866,0.3174006,0.2319715,0.0501419,-0.1818296
37,-0.34403625,-0.34400296,"('fake', 'genuine')",0.0409899,0.025422031,-0.1515232,-0.1592905,-0.0077673
38,-1.1186227,-1.1025606,"('untruthful', 'truthful')",0.17180231,0.22231524,-0.4734102,-0.4401227,0.0332875
39,0.26627055,0.3131624,"('exploitative', 'cooperative')",0.16180892,0.17752807,0.2140397,0.2453452,0.0313055
40,0.57485014,0.57369,"('stingy', 'generous')",-1.247556,-1.2912843,-0.3363529,-0.3587972,-0.0224443
