,dentsply_male,dentsply_female,tuple,sirona_male,sirona_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.16998328,-0.31388667,"('unsociable', 'sociable')",-0.13901386,-0.3117359,-0.01718316,-0.13108243,-0.1087268,-0.252235,-0.1435082
1,-2.0028563,-1.9432623,"('unfriendly', 'friendly')",-1.3347692,-1.390907,1.6499376,1.3410722,-0.5625626,-0.6643657,-0.1018031
2,0.10982756,-0.011896372,"('unlikable', 'likable')",0.6125058,0.45240417,0.50866556,0.5115113,0.410333,0.3173397,-0.0929933
3,-0.65924716,-0.62203795,"('repellent', 'pleasant')",-0.4853754,-0.16048189,0.2571946,0.46908376,-0.2958093,-0.1044787,0.1913306
4,-1.0170304,-0.88672215,"('disliked', 'liked')",-0.6375385,-0.41624185,-6.383965,-6.3283167,-2.6795114,-2.5437603,0.1357511
5,-1.5978656,-1.5212194,"('distant', 'outgoing')",-1.6979887,-1.7078233,-0.64839894,-0.7964063,-1.3147511,-1.3418163,-0.0270652
6,-2.160048,-2.0425582,"('distant', 'open')",-2.0968492,-2.085997,-0.3418312,-0.48895827,-1.5329094,-1.5391712,-0.0062618
7,-0.60343665,-0.49447903,"('insensitive', 'sensitive')",-0.22633852,0.0453024,0.70041955,0.96837527,-0.0431185,0.1730662,0.2161847
8,-1.2108314,-1.2598412,"('unaffectionate', 'affectionate')",-0.6602764,-0.7606373,0.7700761,0.44617,-0.3670106,-0.5247695,-0.1577589
9,-1.7379661,-1.6658034,"('unaffectionate', 'caring')",-1.4908273,-1.4330059,0.99136674,0.88202906,-0.7458089,-0.7389267,0.0068822
10,-0.99610114,-1.1815228,"('unsympathetic', 'sympathetic')",-0.607326,-0.61364084,-0.090373315,-0.061055064,-0.5646001,-0.6187396,-0.0541395
11,-0.1930732,-0.28396258,"('unhelpful', 'helpful')",0.18935987,0.27507356,2.018864,2.2151425,0.6717168,0.7354178,0.063701
12,-0.76515055,-0.6637152,"('unsupportive', 'supportive')",-0.46566775,-0.16551042,-1.6586334,-1.5306423,-0.9631505,-0.7866226,0.1765279
13,0.59030807,0.2886404,"('impolite', 'polite')",0.64976746,0.34393284,-0.044306327,-0.02744729,0.3985898,0.2017087,-0.1968811
14,1.079207,1.0183368,"('antisocial', 'social')",1.0678191,1.0862336,0.12903216,0.24902117,0.7586861,0.7845305,0.0258444
15,0.46846047,0.36382523,"('boring', 'funny')",0.49398836,0.33722803,0.7233187,0.52988,0.5619225,0.4103111,-0.1516114
16,-1.2001294,-1.1242687,"('unpopular', 'popular')",-0.8921865,-0.84806436,0.042808883,0.05359848,-0.683169,-0.6395781,0.0435909
17,0.06911287,0.1282544,"('nasty', 'nice')",0.09687095,0.1438241,-0.2523125,-0.2320675,-0.0287762,0.013337,0.0421132
18,-0.7621346,-0.66742283,"('disagreeable', 'welcoming')",0.13397262,0.37813485,-0.2528659,-0.18018387,-0.293676,-0.1564906,0.1371854
19,-1.2377229,-1.2630674,"('inhospitable', 'hospitable')",-1.7125418,-1.6619153,-0.38548616,-0.53603053,-1.1119169,-1.153671,-0.0417541
20,-0.35569704,-0.26602978,"('rough', 'thoughtful')",-0.0134442,0.1624243,1.0503601,1.0609415,0.227073,0.319112,0.092039
21,0.51063806,0.36919323,"('immoral', 'moral')",0.577362,0.4920166,-0.30453235,-0.21944734,0.2611559,0.2139208,-0.0472351
22,0.45827436,0.3710984,"('untrustworthy', 'trustworthy')",0.9500885,0.9508022,-0.42565614,-0.308077,0.3275689,0.3379412,0.0103723
23,-0.15298557,-0.19819254,"('insincere', 'sincere')",-0.21195011,-0.13902748,5.8817744,6.004429,1.8389462,1.8890696,0.0501234
24,-0.44427738,-0.53105986,"('dishonest', 'honest')",-0.36533403,-0.48539785,0.9459832,0.97416854,0.0454572,-0.0140964,-0.0595536
25,-0.59586287,-0.4211996,"('egoistic', 'altruistic')",-0.67652965,-0.5766754,1.4286803,1.2549092,0.0520959,0.0856781,0.0335822
26,-0.27000475,-0.4031967,"('hardhearted', 'benevolent')",0.29531848,0.031307064,1.577959,1.1237179,0.5344242,0.2506094,-0.2838148
27,-0.5075504,-0.44036257,"('hardhearted', 'softhearted')",-0.030466087,0.0987084,1.5064292,1.4739969,0.3228042,0.3774476,0.0546434
28,-0.726813,-0.6163293,"('disloyal', 'loyal')",-0.43109375,-0.33431402,1.1848034,1.1243576,0.0089655,0.0579048,0.0489393
29,-0.63184756,-0.5683887,"('unfair', 'fair')",-0.8403836,-0.7729331,-0.21868932,-0.3881038,-0.5636402,-0.5764752,-0.012835
30,1.0002104,0.90342224,"('intolerant', 'tolerant')",0.87920403,0.7913683,1.7135998,1.7922807,1.1976714,1.1623571,-0.0353143
31,-1.9081036,-1.5146501,"('evil', 'good')",-1.2552243,-0.8714023,-1.2538054,-1.3893309,-1.4723778,-1.2584611,0.2139167
32,0.40933317,0.13177593,"('unkind', 'kind')",0.4049702,0.0145164,1.3665946,1.1235414,0.726966,0.4232779,-0.3036881
33,-0.27886042,-0.33125514,"('wrong', 'right')",-0.5788498,-0.61474156,-0.78733563,-0.98590225,-0.5483486,-0.6439663,-0.0956177
34,0.18589373,0.30971766,"('mean', 'honorable')",-0.021975484,-0.003198322,5.9249487,6.0742435,2.0296222,2.126921,0.0972988
35,-0.76598537,-0.6902415,"('corrupt', 'incorrupt')",-0.754536,-0.80946743,-0.38238946,-0.6739794,-0.6343036,-0.7245628,-0.0902592
36,-1.2854897,-1.0664123,"('hostile', 'amicable')",-1.4991663,-1.33182,-0.31436965,-0.68089575,-1.0330086,-1.0263761,0.0066325
37,0.1690027,0.15433636,"('fake', 'genuine')",0.4269558,0.42639533,0.45451447,0.45272171,0.3501577,0.3444845,-0.0056732
38,-0.9467394,-0.9445826,"('untruthful', 'truthful')",-0.80482465,-0.772146,0.20120068,0.30130333,-0.5167878,-0.4718084,0.0449794
39,1.1048385,1.0651227,"('exploitative', 'cooperative')",0.86313236,0.8570777,0.35741314,0.40319154,0.775128,0.7751307,2.7e-06
40,-0.7462664,-0.6074861,"('stingy', 'generous')",0.1626587,0.3874972,-1.534071,-1.4447479,-0.7058929,-0.5549123,0.1509806
41,-0.10617538,-0.04281747,"('unforgiving', 'forgiving')",0.7610199,0.8993598,0.44416562,0.35370103,0.3663367,0.4034144,0.0370777
42,0.25904924,0.22283518,"('unreliable', 'reliable')",-0.18804394,-0.088096835,-3.4001923,-3.2257538,-1.109729,-1.0303384,0.0793906
