,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.95715,-2.0185034,"('unsociable', 'sociable')",-1.95715,-2.0185034,-0.0613534
1,-0.5686339,-0.6924798,"('unfriendly', 'friendly')",-0.5686339,-0.6924798,-0.1238459
2,0.6033504,0.6093696,"('unlikable', 'likable')",0.6033504,0.6093696,0.0060192
3,-1.1877173,-1.0613908,"('repellent', 'pleasant')",-1.1877173,-1.0613908,0.1263265
4,-0.69156724,-0.6831486,"('disliked', 'liked')",-0.6915672,-0.6831486,0.0084186
5,0.9387834,0.9780567,"('distant', 'outgoing')",0.9387834,0.9780567,0.0392733
6,0.8529173,0.8608852,"('distant', 'open')",0.8529173,0.8608852,0.0079679
7,-1.2713134,-1.294369,"('insensitive', 'sensitive')",-1.2713134,-1.294369,-0.0230556
8,0.042046968,-0.06881846,"('unaffectionate', 'affectionate')",0.042047,-0.0688185,-0.1108655
9,-0.008078843,-0.0866685,"('unaffectionate', 'caring')",-0.0080788,-0.0866685,-0.0785897
10,-2.7046394,-2.6779895,"('unsympathetic', 'sympathetic')",-2.7046394,-2.6779895,0.0266499
11,-0.7091272,-0.7570038,"('unhelpful', 'helpful')",-0.7091272,-0.7570038,-0.0478766
12,-1.2994493,-1.2778149,"('unsupportive', 'supportive')",-1.2994493,-1.2778149,0.0216344
13,-1.7666342,-1.7907497,"('impolite', 'polite')",-1.7666342,-1.7907497,-0.0241155
14,-1.896184,-1.9222329,"('antisocial', 'social')",-1.896184,-1.9222329,-0.0260489
15,1.1827809,1.0103878,"('boring', 'funny')",1.1827809,1.0103878,-0.1723931
16,0.036015995,0.038180277,"('unpopular', 'popular')",0.036016,0.0381803,0.0021643
17,0.062074658,0.059612535,"('nasty', 'nice')",0.0620747,0.0596125,-0.0024622
18,-0.33354175,-0.3372279,"('disagreeable', 'welcoming')",-0.3335418,-0.3372279,-0.0036861
19,0.15541656,0.18364702,"('inhospitable', 'hospitable')",0.1554166,0.183647,0.0282304
20,0.07097867,0.06522472,"('rough', 'thoughtful')",0.0709787,0.0652247,-0.005754
21,-1.2715675,-1.1816664,"('immoral', 'moral')",-1.2715675,-1.1816664,0.0899011
22,-0.79045606,-0.8256942,"('untrustworthy', 'trustworthy')",-0.7904561,-0.8256942,-0.0352381
23,0.045656547,-0.07302974,"('insincere', 'sincere')",0.0456565,-0.0730297,-0.1186862
24,-0.977771,-1.0071503,"('dishonest', 'honest')",-0.977771,-1.0071503,-0.0293793
25,0.70102525,0.6606109,"('egoistic', 'altruistic')",0.7010252,0.6606109,-0.0404143
26,0.5318923,0.32736653,"('hardhearted', 'benevolent')",0.5318923,0.3273665,-0.2045258
27,0.16695216,0.023892589,"('hardhearted', 'softhearted')",0.1669522,0.0238926,-0.1430596
28,-1.1279912,-1.1844113,"('disloyal', 'loyal')",-1.1279912,-1.1844113,-0.0564201
29,-0.20836325,-0.21083282,"('unfair', 'fair')",-0.2083632,-0.2108328,-0.0024696
30,-1.021754,-1.0063914,"('intolerant', 'tolerant')",-1.021754,-1.0063914,0.0153626
31,0.18853278,0.26698324,"('evil', 'good')",0.1885328,0.2669832,0.0784504
32,-0.3246343,-0.41428745,"('unkind', 'kind')",-0.3246343,-0.4142874,-0.0896531
33,0.99413544,0.8856269,"('wrong', 'right')",0.9941354,0.8856269,-0.1085085
34,1.1850941,1.3045943,"('mean', 'honorable')",1.1850941,1.3045943,0.1195002
35,2.053633,1.9356709,"('corrupt', 'incorrupt')",2.053633,1.9356709,-0.1179621
36,1.2429522,1.2210467,"('hostile', 'amicable')",1.2429522,1.2210467,-0.0219055
37,0.20489998,0.2272443,"('fake', 'genuine')",0.2049,0.2272443,0.0223443
38,-0.3258549,-0.3286012,"('untruthful', 'truthful')",-0.3258549,-0.3286012,-0.0027463
39,-0.07976318,-0.09841031,"('exploitative', 'cooperative')",-0.0797632,-0.0984103,-0.0186471
40,-1.1366321,-1.1470361,"('stingy', 'generous')",-1.1366321,-1.1470361,-0.010404
41,-0.81031394,-0.833544,"('unforgiving', 'forgiving')",-0.8103139,-0.833544,-0.0232301
42,-0.64952904,-0.560874,"('unreliable', 'reliable')",-0.649529,-0.560874,0.088655
43,-1.4602646,-1.4202855,"('irresponsible', 'responsible')",-1.4602646,-1.4202855,0.0399791
44,1.11219,1.128678,"('prejudiced', 'unprejudiced')",1.11219,1.128678,0.016488
45,-1.0675801,-1.0423675,"('incompetent', 'competent')",-1.0675801,-1.0423675,0.0252126
46,-2.1479893,-2.1096222,"('uncompetitive', 'competitive')",-2.1479893,-2.1096222,0.0383671
47,0.9872501,1.0152969,"('stupid', 'smart')",0.9872501,1.0152969,0.0280468
48,-1.2694061,-1.2577561,"('unintelligent', 'intelligent')",-1.2694061,-1.2577561,0.01165
49,0.34182435,0.47297195,"('unable', 'able')",0.3418244,0.4729719,0.1311475
50,0.70004356,0.6397572,"('clumsy', 'skillful')",0.7000436,0.6397572,-0.0602864
51,-1.1495322,-1.1853653,"('uneducated', 'educated')",-1.1495322,-1.1853653,-0.0358331
52,0.9318131,0.786531,"('irrational', 'rational')",0.9318131,0.786531,-0.1452821
53,-1.0658188,-1.1574205,"('uncreative', 'creative')",-1.0658188,-1.1574205,-0.0916017
54,0.48423362,0.3569423,"('incapable', 'capable')",0.4842336,0.3569423,-0.1272913
55,-1.373643,-1.3172504,"('incompetent', 'clever')",-1.373643,-1.3172504,0.0563926
56,-0.8340149,-0.7903965,"('impractical', 'practical')",-0.8340149,-0.7903965,0.0436184
57,-2.2174194,-2.30394,"('unimaginative', 'imaginative')",-2.2174194,-2.3039401,-0.0865207
58,-0.6080165,-0.6969686,"('undiscriminating', 'discriminating')",-0.6080165,-0.6969686,-0.0889521
59,1.0190494,1.0042235,"('foolish', 'wise')",1.0190494,1.0042235,-0.0148259
60,-1.3260815,-1.2527888,"('inefficient', 'efficient')",-1.3260815,-1.2527888,0.0732927
61,-0.66004056,-0.71483016,"('illogical', 'logical')",-0.6600406,-0.7148302,-0.0547896
62,-1.0484931,-0.9815276,"('incompetent', 'brilliant')",-1.0484931,-0.9815276,0.0669655
63,-0.9181995,-0.86752695,"('unperceptive', 'insightful')",-0.9181995,-0.8675269,0.0506726
