,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6286638,-0.5973657,"('unsociable', 'sociable')",-0.540674,-0.6347747,-0.5846689,-0.6160702,-0.0314013
1,-0.33900818,-0.39890778,"('unfriendly', 'friendly')",2.0494604,1.9468464,0.8552261,0.7739693,-0.0812568
2,1.6972154,1.7179407,"('unlikable', 'likable')",0.7363609,0.8398107,1.2167882,1.2788757,0.0620875
3,-0.8866867,-0.760505,"('repellent', 'pleasant')",-0.05847177,-0.013339132,-0.4725792,-0.3869221,0.0856571
4,0.37006047,0.25538677,"('disliked', 'liked')",-6.1451616,-6.3320584,-2.8875506,-3.0383358,-0.1507852
5,0.6018974,0.55707294,"('distant', 'outgoing')",-0.021864567,-0.054435488,0.2900164,0.2513187,-0.0386977
6,0.18481643,0.14822963,"('distant', 'open')",0.6392361,0.56187433,0.4120263,0.355052,-0.0569743
7,-0.939247,-0.8038548,"('insensitive', 'sensitive')",0.37192178,0.4184328,-0.2836626,-0.192711,0.0909516
8,-0.47343317,-0.55036014,"('unaffectionate', 'affectionate')",0.9316502,0.83512473,0.2291085,0.1423823,-0.0867262
9,-0.15280825,-0.18830192,"('unaffectionate', 'caring')",1.1706634,1.147482,0.5089276,0.4795901,-0.0293375
10,-1.8624746,-1.7200569,"('unsympathetic', 'sympathetic')",-0.73059726,-0.6942145,-1.296536,-1.2071357,0.0894003
11,-0.81565285,-0.72160715,"('unhelpful', 'helpful')",1.2645541,1.3689877,0.2244506,0.3236903,0.0992397
12,-0.0011470001,0.17567366,"('unsupportive', 'supportive')",-1.7494856,-1.6972051,-0.8753163,-0.7607657,0.1145506
13,-1.3383108,-1.1954374,"('impolite', 'polite')",-0.9970273,-0.9639821,-1.1676691,-1.0797098,0.0879593
14,0.22261405,0.3108012,"('antisocial', 'social')",-0.73323125,-0.77293754,-0.2553086,-0.2310682,0.0242404
15,0.599056,0.47362006,"('boring', 'funny')",0.6520109,0.59305376,0.6255335,0.5333369,-0.0921966
16,0.08520382,0.102175325,"('unpopular', 'popular')",0.37400293,0.34424534,0.2296034,0.2232103,-0.0063931
17,0.50015557,0.5635473,"('nasty', 'nice')",-0.47351566,-0.4246971,0.01332,0.0694251,0.0561051
18,-0.18886359,-0.14863113,"('disagreeable', 'welcoming')",-0.3536236,-0.41952288,-0.2712436,-0.284077,-0.0128334
19,-0.58240515,-0.62968993,"('inhospitable', 'hospitable')",0.027740229,0.084710926,-0.2773325,-0.2724895,0.004843
20,0.4546793,0.5416124,"('rough', 'thoughtful')",1.3103272,1.2551877,0.8825033,0.8984001,0.0158968
21,-0.6212774,-0.5453394,"('immoral', 'moral')",-0.9268937,-0.8542597,-0.7740855,-0.6997995,0.074286
22,-0.67238885,-0.6671968,"('untrustworthy', 'trustworthy')",-1.106878,-1.1796765,-0.8896334,-0.9234366,-0.0338032
23,-1.316923,-1.232153,"('insincere', 'sincere')",5.372515,5.341462,2.027796,2.0546546,0.0268586
24,-0.6874461,-0.6868164,"('dishonest', 'honest')",0.6644565,0.6185603,-0.0114948,-0.034128,-0.0226332
25,0.71646243,0.70199764,"('egoistic', 'altruistic')",1.8591658,1.7723143,1.2878141,1.2371559,-0.0506582
26,1.2671002,1.2281489,"('hardhearted', 'benevolent')",2.0726068,1.9974227,1.6698534,1.6127858,-0.0570676
27,0.47370848,0.59517515,"('hardhearted', 'softhearted')",1.5045354,1.4138224,0.989122,1.0044987,0.0153767
28,-0.5640351,-0.6984432,"('disloyal', 'loyal')",0.8433726,0.7342716,0.1396687,0.0179142,-0.1217545
29,-0.08631938,-0.16781417,"('unfair', 'fair')",-0.3463897,-0.5117516,-0.2163545,-0.3397829,-0.1234284
30,-0.14721666,-0.115733474,"('intolerant', 'tolerant')",1.1411339,1.1084075,0.4969586,0.496337,-0.0006216
31,0.42087936,0.4079687,"('evil', 'good')",-0.5071728,-0.62576956,-0.0431467,-0.1089004,-0.0657537
32,-0.51540923,-0.48635978,"('unkind', 'kind')",0.493726,0.39804474,-0.0108416,-0.0441575,-0.0333159
33,0.94827884,0.8406266,"('wrong', 'right')",-0.2329185,-0.28280336,0.3576802,0.2789116,-0.0787686
34,-0.31818366,-0.14991692,"('mean', 'honorable')",5.951624,6.0822654,2.81672,2.9661741,0.1494541
35,0.9317439,0.7346471,"('corrupt', 'incorrupt')",0.47538242,0.27674404,0.7035632,0.5056956,-0.1978676
36,0.70169806,0.486279,"('hostile', 'amicable')",0.8738158,0.61321604,0.7877569,0.5497475,-0.2380094
37,-0.19947714,-0.17141104,"('fake', 'genuine')",0.25661844,0.28671035,0.0285707,0.0576497,0.029079
38,-0.7516125,-0.7384732,"('untruthful', 'truthful')",-0.1651048,-0.115101635,-0.4583586,-0.4267874,0.0315712
39,1.5830991,1.6522363,"('exploitative', 'cooperative')",0.12963513,0.1521429,0.8563671,0.9021896,0.0458225
40,0.525677,0.5516651,"('stingy', 'generous')",-1.1572449,-1.3178458,-0.3157839,-0.3830903,-0.0673064
41,-0.032126468,0.012712315,"('unforgiving', 'forgiving')",0.24399044,0.09332687,0.105932,0.0530196,-0.0529124
42,0.8603398,0.9632231,"('unreliable', 'reliable')",-3.0516589,-2.9977696,-1.0956595,-1.0172732,0.0783863
43,-0.8314743,-0.6802118,"('irresponsible', 'responsible')",0.14572015,0.20217937,-0.3428771,-0.2390162,0.1038609
44,0.7452599,0.73399544,"('prejudiced', 'unprejudiced')",-1.5136822,-1.5006225,-0.3842112,-0.3833135,0.0008977
45,-1.4787948,-1.3896378,"('incompetent', 'competent')",-0.5652878,-0.62342376,-1.0220413,-1.0065308,0.0155105
46,-1.4132409,-1.2870668,"('uncompetitive', 'competitive')",-1.1343378,-1.1308529,-1.2737894,-1.2089598,0.0648296
47,-0.21692961,-0.053035002,"('stupid', 'smart')",5.3898106,5.5252056,2.5864406,2.7360854,0.1496448
48,-0.8657343,-0.8473406,"('unintelligent', 'intelligent')",0.4381012,0.49614498,-0.2138165,-0.1755978,0.0382187
49,-0.8575269,-0.7874515,"('unable', 'able')",-0.45867896,-0.33635625,-0.6581029,-0.5619039,0.096199
50,0.36377788,0.34574184,"('clumsy', 'skillful')",-0.024407476,-0.03561394,0.1696852,0.155064,-0.0146212
51,-1.3236861,-1.3273227,"('uneducated', 'educated')",0.65171623,0.6261184,-0.3359849,-0.3506021,-0.0146172
52,0.8758901,0.5825318,"('irrational', 'rational')",0.6216287,0.45073283,0.7487594,0.5166323,-0.2321271
53,-0.9888461,-0.99210465,"('uncreative', 'creative')",1.0587906,0.9915244,0.0349722,-0.0002901,-0.0352623
54,0.19490513,0.16785488,"('incapable', 'capable')",1.085614,1.1546249,0.6402596,0.6612399,0.0209803
55,-1.3558003,-1.2196717,"('incompetent', 'clever')",-0.18185225,-0.17245919,-0.7688262,-0.6960654,0.0727608
56,-0.6851178,-0.59899884,"('impractical', 'practical')",-0.19408791,-0.17024094,-0.4396029,-0.3846199,0.054983
57,-1.2142318,-1.1949211,"('unimaginative', 'imaginative')",-2.468531,-2.4982362,-1.8413813,-1.8465786,-0.0051973
58,0.3751814,0.35025713,"('undiscriminating', 'discriminating')",0.33417326,0.2772525,0.3546773,0.3137548,-0.0409225
59,0.82689416,0.6821707,"('foolish', 'wise')",0.567171,0.5510921,0.6970326,0.6166314,-0.0804012
60,-0.61776453,-0.44439894,"('inefficient', 'efficient')",-0.661901,-0.46949506,-0.6398327,-0.456947,0.1828857
61,-0.15221693,-0.23208933,"('illogical', 'logical')",0.30441865,0.18407963,0.0761009,-0.0240048,-0.1001057
62,-0.031179756,0.12051601,"('incompetent', 'brilliant')",-0.15341924,0.03529132,-0.0922995,0.0779037,0.1702032
63,-0.40651205,-0.24170606,"('unperceptive', 'insightful')",0.6713773,0.79028904,0.1324326,0.2742915,0.1418589
64,0.28724837,0.26863056,"('shy', 'confident')",-6.9205265,-6.8950577,-3.3166389,-3.3132136,0.0034253
65,-0.6775003,-0.71722484,"('insecure', 'secure')",-0.6800072,-0.6463948,-0.6787537,-0.6818098,-0.0030561
66,1.1664243,1.1348584,"('inactive', 'active')",1.2453426,1.225684,1.2058835,1.1802711,-0.0256124
67,0.8648873,0.86781496,"('doubtful', 'determined')",-0.5406921,-0.43774277,0.1620976,0.2150361,0.0529385
68,-0.89981186,-0.9807437,"('dependent', 'independent')",-0.6922834,-0.7028429,-0.7960476,-0.8417933,-0.0457457
69,2.0039427,1.9325706,"('lazy', 'industrious')",-0.5489267,-0.54837376,0.727508,0.6920984,-0.0354096
70,-0.5106202,-0.35608092,"('lethargic', 'energetic')",0.3026216,0.39840916,-0.1039993,0.0211641,0.1251634
71,0.47443637,0.49766576,"('diffident', 'self-confident')",0.5898721,0.60278946,0.5321543,0.5502276,0.0180733
72,-0.513529,-0.49565938,"('unambitious', 'ambitious')",-0.74560505,-0.67959774,-0.629567,-0.5876285,0.0419385
73,1.4568665,1.3731062,"('helpless', 'self-reliant')",-2.8962376,-2.9003456,-0.7196856,-0.7636197,-0.0439341
74,-0.09868218,-0.064436644,"('undedicated', 'dedicated')",0.4541717,0.39945427,0.1777447,0.1675088,-0.0102359
75,0.37364712,0.35843593,"('meek', 'impulsive')",-0.18718956,-0.15303786,0.0932288,0.102699,0.0094702
76,0.1621001,0.31607997,"('anxious', 'daring')",-0.029740766,0.06492986,0.0661797,0.1905049,0.1243252
77,-0.4209763,-0.36904985,"('unmotivated', 'motivated')",-1.4737315,-1.2891551,-0.9473539,-0.8291025,0.1182514
78,-0.5870686,-0.44996044,"('nonresilient', 'resilient')",-0.09915641,0.011592297,-0.3431125,-0.2191841,0.1239284
79,-0.15469423,-0.26469147,"('wavering', 'unwavering')",0.18410885,0.19193602,0.0147073,-0.0363777,-0.051085
80,0.0067184716,0.057345174,"('dominated', 'dominating')",-1.3359457,-1.2483232,-0.6646136,-0.595489,0.0691246
81,-0.419822,-0.3549955,"('submissive', 'aggressive')",-0.947852,-0.84369284,-0.683837,-0.5993441,0.0844929
82,-1.880186,-1.8222275,"('poor', 'rich')",5.7285914,5.765371,1.9242027,1.9715717,0.047369
83,0.9155277,0.8856172,"('powerless', 'powerful')",-0.73083794,-0.72141945,0.0923449,0.0820989,-0.010246
84,0.5233009,0.38682592,"('inferior', 'superior')",0.89475185,0.8225876,0.7090263,0.6047068,-0.1043195
85,1.816555,1.7082182,"('insignificant', 'prestigious')",1.3816576,1.3220445,1.5991063,1.5151314,-0.0839749
86,-1.7955239,-1.8441975,"('uninfluential', 'influential')",-0.055039205,-0.17408478,-0.9252815,-1.0091412,-0.0838597
87,0.9044784,0.86883736,"('unsuccessful', 'successful')",0.7835222,0.8700056,0.8440003,0.8694215,0.0254212
88,-0.35171494,-0.46930522,"('low', 'eminent')",0.2172115,0.24611937,-0.0672517,-0.1115929,-0.0443412
