,broom_male,broom_female,tuple,average_male,average_female,female-male
51,0.97276896,0.9799741,"('uneducated', 'educated')",0.972769,0.9799741,0.0072051
52,-0.4813675,-0.28925866,"('irrational', 'rational')",-0.4813675,-0.2892587,0.1921088
53,0.66748685,0.80883,"('uncreative', 'creative')",0.6674868,0.80883,0.1413432
54,1.2061614,1.4822625,"('incapable', 'capable')",1.2061614,1.4822625,0.2761011
55,1.476143,1.3865712,"('incompetent', 'clever')",1.476143,1.3865712,-0.0895718
56,1.1169152,1.032079,"('impractical', 'practical')",1.1169152,1.032079,-0.0848362
57,-2.4483826,-2.3657885,"('unimaginative', 'imaginative')",-2.4483826,-2.3657885,0.0825941
58,0.22901987,0.2478964,"('undiscriminating', 'discriminating')",0.2290199,0.2478964,0.0188765
59,-0.0394908,0.28745097,"('foolish', 'wise')",-0.0394908,0.287451,0.3269418
60,0.8487925,0.73783696,"('inefficient', 'efficient')",0.8487925,0.737837,-0.1109555
61,0.71274936,0.611945,"('illogical', 'logical')",0.7127494,0.611945,-0.1008044
62,1.5419511,1.589433,"('incompetent', 'brilliant')",1.5419511,1.589433,0.0474819
63,1.3162658,1.4201944,"('unperceptive', 'insightful')",1.3162658,1.4201944,0.1039286
64,-5.50522,-5.493289,"('shy', 'confident')",-5.5052199,-5.493289,0.0119309
65,1.3676671,1.3073105,"('insecure', 'secure')",1.3676671,1.3073105,-0.0603566
66,0.21281755,0.3338642,"('inactive', 'active')",0.2128175,0.3338642,0.1210467
67,-0.76494735,-0.79766303,"('doubtful', 'determined')",-0.7649474,-0.797663,-0.0327156
68,-0.17090656,-0.016700245,"('dependent', 'independent')",-0.1709066,-0.0167002,0.1542064
69,-1.8476069,-1.7144214,"('lazy', 'industrious')",-1.8476069,-1.7144214,0.1331855
70,1.7133904,1.6943327,"('lethargic', 'energetic')",1.7133904,1.6943327,-0.0190577
71,0.5822526,0.8577465,"('diffident', 'self-confident')",0.5822526,0.8577465,0.2754939
72,1.0748432,1.1177931,"('unambitious', 'ambitious')",1.0748432,1.1177931,0.0429499
73,-3.1916149,-3.031028,"('helpless', 'self-reliant')",-3.1916149,-3.031028,0.1605869
74,0.3212297,0.2963481,"('undedicated', 'dedicated')",0.3212297,0.2963481,-0.0248816
75,-1.1203657,-0.99117976,"('meek', 'impulsive')",-1.1203657,-0.9911798,0.1291859
76,1.0848651,0.9629718,"('anxious', 'daring')",1.0848651,0.9629718,-0.1218933
77,-0.73633444,-0.7983356,"('unmotivated', 'motivated')",-0.7363344,-0.7983356,-0.0620012
78,-0.10573756,-0.0870587,"('nonresilient', 'resilient')",-0.1057376,-0.0870587,0.0186789
79,-0.19359508,0.063042805,"('wavering', 'unwavering')",-0.1935951,0.0630428,0.2566379
80,0.34976745,0.17978714,"('dominated', 'dominating')",0.3497674,0.1797871,-0.1699803
81,0.70251006,0.5749338,"('submissive', 'aggressive')",0.7025101,0.5749338,-0.1275763
82,6.268996,6.5974326,"('poor', 'rich')",6.2689958,6.5974326,0.3284368
83,-0.28152174,-0.27629474,"('powerless', 'powerful')",-0.2815217,-0.2762947,0.005227
84,0.36026102,0.33358645,"('inferior', 'superior')",0.360261,0.3335865,-0.0266745
85,-1.7235595,-1.4865581,"('insignificant', 'prestigious')",-1.7235595,-1.4865581,0.2370014
86,0.7122474,0.71526074,"('uninfluential', 'influential')",0.7122474,0.7152607,0.0030133
87,0.3241496,0.5389574,"('unsuccessful', 'successful')",0.3241496,0.5389574,0.2148078
88,-0.058586515,0.18337779,"('low', 'eminent')",-0.0585865,0.1833778,0.2419643
