,broom_male,broom_female,tuple,average_male,average_female,female-male
0,0.35883746,0.1369344,"('unsociable', 'sociable')",0.3588375,0.1369344,-0.2219031
1,1.5241543,1.6644258,"('unfriendly', 'friendly')",1.5241543,1.6644258,0.1402715
2,0.54067963,0.7364392,"('unlikable', 'likable')",0.5406796,0.7364392,0.1957596
3,0.64323115,0.89891,"('repellent', 'pleasant')",0.6432312,0.89891,0.2556788
4,-7.518585,-7.343736,"('disliked', 'liked')",-7.5185852,-7.3437362,0.174849
5,-0.36031032,-0.112130985,"('distant', 'outgoing')",-0.3603103,-0.112131,0.2481793
6,-0.044296212,0.17428955,"('distant', 'open')",-0.0442962,0.1742896,0.2185858
7,1.4796413,1.5656021,"('insensitive', 'sensitive')",1.4796413,1.5656021,0.0859608
8,1.1752278,1.2146088,"('unaffectionate', 'affectionate')",1.1752278,1.2146088,0.039381
9,1.6341249,1.697565,"('unaffectionate', 'caring')",1.6341249,1.697565,0.0634401
10,1.6265157,1.6031969,"('unsympathetic', 'sympathetic')",1.6265157,1.6031969,-0.0233188
11,2.300853,2.2511866,"('unhelpful', 'helpful')",2.300853,2.2511866,-0.0496664
12,-1.0326099,-0.9729267,"('unsupportive', 'supportive')",-1.0326099,-0.9729267,0.0596832
13,0.4542483,0.26852566,"('impolite', 'polite')",0.4542483,0.2685257,-0.1857226
14,0.54665077,0.38499212,"('antisocial', 'social')",0.5466508,0.3849921,-0.1616587
15,0.7826286,0.7365924,"('boring', 'funny')",0.7826286,0.7365924,-0.0460362
16,-0.89089084,-0.68253213,"('unpopular', 'popular')",-0.8908908,-0.6825321,0.2083587
17,-0.35979202,-0.30978382,"('nasty', 'nice')",-0.359792,-0.3097838,0.0500082
18,-0.29982,-0.1988639,"('disagreeable', 'welcoming')",-0.29982,-0.1988639,0.1009561
19,-0.14599954,0.08128376,"('inhospitable', 'hospitable')",-0.1459995,0.0812838,0.2272833
20,1.0120418,0.877805,"('rough', 'thoughtful')",1.0120418,0.877805,-0.1342368
21,0.40170887,0.49582958,"('immoral', 'moral')",0.4017089,0.4958296,0.0941207
22,0.07636956,-0.029521327,"('untrustworthy', 'trustworthy')",0.0763696,-0.0295213,-0.1058909
23,6.8633046,6.965403,"('insincere', 'sincere')",6.8633046,6.9654031,0.1020985
24,2.254613,2.3207686,"('dishonest', 'honest')",2.2546129,2.3207686,0.0661557
25,0.51838344,0.47997403,"('egoistic', 'altruistic')",0.5183834,0.479974,-0.0384094
26,0.29550895,0.24761383,"('hardhearted', 'benevolent')",0.295509,0.2476138,-0.0478952
27,1.347353,1.3198007,"('hardhearted', 'softhearted')",1.347353,1.3198007,-0.0275523
28,1.1854311,1.3052192,"('disloyal', 'loyal')",1.1854311,1.3052192,0.1197881
29,-0.348194,-0.35248676,"('unfair', 'fair')",-0.348194,-0.3524868,-0.0042928
30,1.2386173,1.1305852,"('intolerant', 'tolerant')",1.2386173,1.1305852,-0.1080321
31,-1.6310339,-1.4681163,"('evil', 'good')",-1.6310339,-1.4681163,0.1629176
32,1.4276608,1.3468845,"('unkind', 'kind')",1.4276608,1.3468845,-0.0807763
33,-0.6355718,-0.5588793,"('wrong', 'right')",-0.6355718,-0.5588793,0.0766925
34,4.378349,4.6977925,"('mean', 'honorable')",4.3783488,4.6977925,0.3194437
35,-1.0030665,-1.0300145,"('corrupt', 'incorrupt')",-1.0030665,-1.0300145,-0.026948
36,-0.82373655,-0.76557416,"('hostile', 'amicable')",-0.8237365,-0.7655742,0.0581623
37,1.2968639,1.3071132,"('fake', 'genuine')",1.2968639,1.3071132,0.0102493
38,0.051407598,0.06621578,"('untruthful', 'truthful')",0.0514076,0.0662158,0.0148082
39,0.2179898,0.21158679,"('exploitative', 'cooperative')",0.2179898,0.2115868,-0.006403
40,-1.3849349,-1.3723878,"('stingy', 'generous')",-1.3849349,-1.3723878,0.0125471
41,0.20878261,0.084147006,"('unforgiving', 'forgiving')",0.2087826,0.084147,-0.1246356
42,-1.7241528,-1.6133972,"('unreliable', 'reliable')",-1.7241528,-1.6133972,0.1107556
43,1.774002,1.7068024,"('irresponsible', 'responsible')",1.774002,1.7068024,-0.0671996
44,-1.376927,-1.5842822,"('prejudiced', 'unprejudiced')",-1.376927,-1.5842822,-0.2073552
45,0.55398345,0.6040092,"('incompetent', 'competent')",0.5539834,0.6040092,0.0500258
46,-0.17818874,-0.14959283,"('uncompetitive', 'competitive')",-0.1781887,-0.1495928,0.0285959
47,5.6847987,5.814229,"('stupid', 'smart')",5.6847987,5.814229,0.1294303
48,1.2099155,1.172324,"('unintelligent', 'intelligent')",1.2099155,1.1723239,-0.0375916
49,0.28588206,0.5552554,"('unable', 'able')",0.2858821,0.5552554,0.2693733
50,0.15914907,0.4973833,"('clumsy', 'skillful')",0.1591491,0.4973833,0.3382342
