,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.1862458,-0.20270337,"('unsociable', 'sociable')",-1.1620606,-1.3845346,-0.50422794,-0.6581814,-0.6175114,-0.7484732,-0.1309618
1,-1.5201926,-1.6774476,"('unfriendly', 'friendly')",-1.0201738,-1.0940269,2.0788083,1.9081628,-0.1538527,-0.2877705,-0.1339178
2,0.5365987,0.6565531,"('unlikable', 'likable')",0.09017272,0.13223717,0.6669826,0.809169,0.4312513,0.5326531,0.1014018
3,0.17054549,0.32364446,"('repellent', 'pleasant')",-0.39286885,-0.2249392,0.07289464,0.16673411,-0.0498096,0.0884798,0.1382894
4,-0.36646703,-0.46562222,"('disliked', 'liked')",0.36783683,0.32023606,-6.1173797,-6.1419005,-2.0386699,-2.0957623,-0.0570924
5,-1.2669084,-1.2730776,"('distant', 'outgoing')",0.55170673,0.5639608,-0.0829598,0.023926325,-0.2660538,-0.2283968,0.037657
6,-1.2863704,-1.2402755,"('distant', 'open')",0.32307515,0.40873253,0.63788086,0.70952594,-0.1084715,-0.0406723,0.0677992
7,0.98842394,1.106404,"('insensitive', 'sensitive')",-0.19810611,-0.1659115,0.91989875,0.95062166,0.5700722,0.6303714,0.0602992
8,-1.430214,-1.5227938,"('unaffectionate', 'affectionate')",-0.66099226,-0.6649183,1.0916072,1.0067489,-0.3331997,-0.3936544,-0.0604547
9,-0.9820635,-1.0291932,"('unaffectionate', 'caring')",-0.69539136,-0.6691362,1.408714,1.3364055,-0.0895803,-0.1206413,-0.031061
10,-0.13980675,-0.04316185,"('unsympathetic', 'sympathetic')",-1.4192175,-1.4361153,-0.023850508,-0.13465929,-0.5276249,-0.5379788,-0.0103539
11,0.06233421,0.19819677,"('unhelpful', 'helpful')",-0.9967859,-0.9110858,1.5589777,1.6014231,0.2081753,0.296178,0.0880027
12,-0.3793774,-0.22595218,"('unsupportive', 'supportive')",-0.4101109,-0.28892946,-1.5403008,-1.4835945,-0.7765964,-0.6661587,0.1104377
13,0.4299128,0.47615588,"('impolite', 'polite')",-0.6093826,-0.69171387,-0.52360064,-0.5220511,-0.2343568,-0.2458697,-0.0115129
14,1.0969083,1.189502,"('antisocial', 'social')",-1.1827399,-1.1915371,-0.75270545,-0.78184116,-0.2795123,-0.2612921,0.0182202
15,-0.07494719,-0.17554334,"('boring', 'funny')",-0.10640825,-0.21754985,0.2611584,0.31610912,0.026601,-0.0256613,-0.0522623
16,-1.3433433,-1.3568088,"('unpopular', 'popular')",-0.33863908,-0.34612852,0.48405123,0.4387143,-0.3993104,-0.4214077,-0.0220973
17,-0.5135617,-0.3907168,"('nasty', 'nice')",-0.6384577,-0.5212503,-0.7540286,-0.6622939,-0.6353494,-0.5247537,0.1105957
18,-0.53727317,-0.44266173,"('disagreeable', 'welcoming')",-0.09852442,0.049388632,-0.406285,-0.29539263,-0.3473608,-0.2295552,0.1178056
19,-1.8007067,-1.6862394,"('inhospitable', 'hospitable')",0.2758869,0.34547055,-0.08518459,0.092435166,-0.5366681,-0.4161112,0.1205569
20,-0.015916359,0.103961565,"('rough', 'thoughtful')",-0.19521333,-0.066667154,1.305364,1.2516828,0.3647448,0.429659,0.0649142
21,0.85071003,0.90841067,"('immoral', 'moral')",-0.6916673,-0.80975723,-0.9084938,-0.8940115,-0.249817,-0.2651194,-0.0153024
22,0.24532634,0.2933184,"('untrustworthy', 'trustworthy')",0.37640315,0.41119504,-0.7407191,-0.72659844,-0.0396632,-0.0073617,0.0323015
23,0.1759822,0.21734497,"('insincere', 'sincere')",-0.68163,-0.68398607,5.275793,5.1535773,1.5900485,1.5623121,-0.0277364
24,0.47526652,0.4641645,"('dishonest', 'honest')",-0.66471386,-0.65869653,0.81115377,0.7862556,0.2072355,0.1972412,-0.0099943
25,-0.8421441,-0.92397726,"('egoistic', 'altruistic')",-0.23298758,-0.28116944,1.6475707,1.5925918,0.190813,0.1291484,-0.0616646
26,0.1700519,0.048981592,"('hardhearted', 'benevolent')",-0.16463223,-0.22548579,2.0133681,1.8693593,0.6729293,0.564285,-0.1086443
27,-0.9342614,-0.86438537,"('hardhearted', 'softhearted')",-0.29874277,-0.15623544,1.6906303,1.6533319,0.1525421,0.2109037,0.0583616
28,-0.32183442,-0.5014047,"('disloyal', 'loyal')",0.08051493,-0.078693904,1.0149785,0.7857805,0.2578864,0.0685606,-0.1893258
29,0.52225345,0.5031171,"('unfair', 'fair')",0.3946387,0.4146545,-0.2640413,-0.33044702,0.217617,0.1957749,-0.0218421
