,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.36731035,0.31613255,"('unsociable', 'sociable')",-0.25465122,-0.38861087,0.0563296,-0.0362392,-0.0925688
1,-1.3020761,-1.406908,"('unfriendly', 'friendly')",1.7059934,1.5555542,0.2019587,0.0743231,-0.1276356
2,0.6025222,0.65805227,"('unlikable', 'likable')",0.57567745,0.6942762,0.5890998,0.6761643,0.0870645
3,-0.24865265,-0.14301632,"('repellent', 'pleasant')",0.20624477,0.26679078,-0.0212039,0.0618872,0.0830911
4,-0.6306031,-0.67940134,"('disliked', 'liked')",-6.1135206,-6.2238193,-3.3720617,-3.4516103,-0.0795486
5,-1.5271703,-1.5383629,"('distant', 'outgoing')",-0.20878747,-0.26217687,-0.8679789,-0.9002699,-0.032291
6,-1.7905844,-1.7951308,"('distant', 'open')",0.36381814,0.29212764,-0.7133831,-0.7515016,-0.0381185
7,0.29567763,0.39337194,"('insensitive', 'sensitive')",0.32139516,0.41597602,0.3085364,0.404674,0.0961376
8,-1.33684,-1.3598008,"('unaffectionate', 'affectionate')",0.8706311,0.73900044,-0.2331045,-0.3104002,-0.0772957
9,-1.2404295,-1.239114,"('unaffectionate', 'caring')",0.9761169,0.9286209,-0.1321563,-0.1552466,-0.0230903
10,0.01137976,0.077183664,"('unsympathetic', 'sympathetic')",-0.4683194,-0.46624017,-0.2284698,-0.1945283,0.0339415
11,0.23060976,0.2835934,"('unhelpful', 'helpful')",1.1907883,1.2924712,0.710699,0.7880323,0.0773333
12,-0.14036958,0.023539435,"('unsupportive', 'supportive')",-2.0496116,-2.0080447,-1.0949906,-0.9922526,0.102738
13,0.7130774,0.717739,"('impolite', 'polite')",-0.5237429,-0.47481772,0.0946673,0.1214606,0.0267933
14,1.2828361,1.308915,"('antisocial', 'social')",-0.41210338,-0.43614367,0.4353663,0.4363857,0.0010194
15,-0.036897697,-0.14694522,"('boring', 'funny')",0.43438104,0.40127954,0.1987417,0.1271672,-0.0715745
16,-0.6838956,-0.64079446,"('unpopular', 'popular')",0.6621932,0.6897453,-0.0108512,0.0244754,0.0353266
17,-0.4212523,-0.33035207,"('nasty', 'nice')",-0.6597874,-0.6266188,-0.5405198,-0.4784854,0.0620344
18,-0.36032605,-0.25336236,"('disagreeable', 'welcoming')",-0.4537074,-0.43195668,-0.4070167,-0.3426595,0.0643572
19,-1.9256144,-1.886374,"('inhospitable', 'hospitable')",-0.46485907,-0.38339698,-1.1952367,-1.1348855,0.0603512
20,0.14525914,0.18799852,"('rough', 'thoughtful')",1.3753384,1.3486507,0.7602988,0.7683246,0.0080258
21,1.2587078,1.2788528,"('immoral', 'moral')",-0.6044203,-0.5286872,0.3271437,0.3750828,0.0479391
22,0.8991605,0.9128188,"('untrustworthy', 'trustworthy')",-0.87853587,-0.9615136,0.0103123,-0.0243474,-0.0346597
23,0.018509619,0.047910288,"('insincere', 'sincere')",5.055537,5.036559,2.5370233,2.5422347,0.0052114
24,0.3428354,0.30914134,"('dishonest', 'honest')",0.6715991,0.6402888,0.5072172,0.4747151,-0.0325021
