,few_male,few_female,tuple,average_male,average_female,female-male
0,0.20853016,0.14238065,"('unsociable', 'sociable')",0.2085302,0.1423807,-0.0661495
1,0.9985157,0.86349577,"('unfriendly', 'friendly')",0.9985157,0.8634958,-0.1350199
2,-0.039243076,0.067624986,"('unlikable', 'likable')",-0.0392431,0.067625,0.1068681
3,0.7754066,0.8347951,"('repellent', 'pleasant')",0.7754066,0.8347951,0.0593885
4,-7.352063,-7.472312,"('disliked', 'liked')",-7.3520632,-7.472312,-0.1202488
5,-1.067545,-1.0714417,"('distant', 'outgoing')",-1.0675451,-1.0714417,-0.0038966
6,-0.53544307,-0.6338071,"('distant', 'open')",-0.5354431,-0.6338071,-0.098364
7,1.2386286,1.3024896,"('insensitive', 'sensitive')",1.2386286,1.3024896,0.063861
8,0.97537065,0.8389024,"('unaffectionate', 'affectionate')",0.9753706,0.8389024,-0.1364682
9,1.4684262,1.4149319,"('unaffectionate', 'caring')",1.4684262,1.4149319,-0.0534943
10,1.5770943,1.5766476,"('unsympathetic', 'sympathetic')",1.5770943,1.5766476,-0.0004467
11,1.8021238,1.8386132,"('unhelpful', 'helpful')",1.8021238,1.8386132,0.0364894
12,-1.4113847,-1.4348799,"('unsupportive', 'supportive')",-1.4113847,-1.4348799,-0.0234952
13,0.16477117,0.19210267,"('impolite', 'polite')",0.1647712,0.1921027,0.0273315
14,0.5776668,0.58791333,"('antisocial', 'social')",0.5776668,0.5879133,0.0102465
15,0.056442343,-0.0029069334,"('boring', 'funny')",0.0564423,-0.0029069,-0.0593492
16,-0.61814725,-0.5620393,"('unpopular', 'popular')",-0.6181473,-0.5620393,0.056108
17,-0.4889117,-0.4650656,"('nasty', 'nice')",-0.4889117,-0.4650656,0.0238461
18,-0.069457315,-0.2083526,"('disagreeable', 'welcoming')",-0.0694573,-0.2083526,-0.1388953
19,-0.8800041,-0.9296325,"('inhospitable', 'hospitable')",-0.8800041,-0.9296325,-0.0496284
20,1.0255952,0.9607569,"('rough', 'thoughtful')",1.0255952,0.9607569,-0.0648383
21,-0.002891995,0.116435826,"('immoral', 'moral')",-0.002892,0.1164358,0.1193278
