,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,female-male
0,1.0454093,0.89734423,"('unsociable', 'sociable')",0.09861156,0.12671718,1.2070003,1.0548655,-0.21069412,-0.29922876,0.5350818,0.4449246,-0.0901572
1,1.7806629,1.6925136,"('unfriendly', 'friendly')",0.51857275,0.35497266,1.541955,1.3256769,1.9755211,1.9289,1.4541779,1.3255157,-0.1286622
2,1.1680406,1.2222333,"('unlikable', 'likable')",1.2683005,1.4400105,1.104527,1.1822197,0.6482821,0.83230233,1.0472876,1.1691915,0.1219039
3,-0.56156313,-0.4839426,"('repellent', 'pleasant')",-0.37070975,-0.23522441,-0.9881303,-0.9155895,0.2807332,0.37348774,-0.4099175,-0.3153172,0.0946003
4,0.5838358,0.58251107,"('disliked', 'liked')",0.77644587,0.6142281,1.7733229,1.8527976,-6.6814013,-6.6668715,-0.8869492,-0.9043337,-0.0173845
5,0.98962367,1.0786654,"('distant', 'outgoing')",0.86278224,0.9506035,1.5996736,1.6566824,0.10070806,0.21409275,0.8881969,0.975011,0.0868141
6,0.44524562,0.56947196,"('distant', 'open')",0.7939316,0.8812828,0.7267637,0.7677117,0.33986765,0.41987562,0.5764521,0.6595855,0.0831334
7,0.24903232,0.28542006,"('insensitive', 'sensitive')",0.9048398,0.8655162,0.2429462,0.18508096,0.079185635,0.14136577,0.369001,0.3693458,0.0003448
8,0.71152127,0.6503448,"('unaffectionate', 'affectionate')",-0.5746721,-0.7271061,1.544634,1.3715974,1.2659051,1.1287689,0.736847,0.6059012,-0.1309458
9,1.209874,1.1598501,"('unaffectionate', 'caring')",-0.19337842,-0.38555026,1.5208125,1.3884798,1.2789525,1.26026,0.9540652,0.85576,-0.0983052
10,-0.50590014,-0.45648307,"('unsympathetic', 'sympathetic')",-0.9499992,-0.9640185,-1.2231631,-1.312274,-0.5139501,-0.44321483,-0.7982531,-0.7939976,0.0042555
11,0.4638865,0.39663288,"('unhelpful', 'helpful')",0.034665823,0.2416557,0.95036525,0.9073904,1.6346421,1.8521265,0.7708899,0.8494514,0.0785615
12,1.2022715,1.3310528,"('unsupportive', 'supportive')",0.6537919,0.8167377,1.4753468,1.5298764,-2.0632372,-1.9121554,0.3170432,0.4413778,0.1243346
13,0.08769291,0.15163681,"('impolite', 'polite')",-0.60177064,-0.48748162,0.028919369,0.046405848,-0.4203958,-0.3619674,-0.2263885,-0.1628516,0.0635369
