,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.7508308,-0.8205755,"('unsociable', 'sociable')",-0.7508308,-0.8205755,-0.0697447
1,-0.2527991,-0.47427103,"('unfriendly', 'friendly')",-0.2527991,-0.474271,-0.2214719
2,0.32026765,0.3558004,"('unlikable', 'likable')",0.3202676,0.3558004,0.0355328
3,-1.1538647,-1.0501486,"('repellent', 'pleasant')",-1.1538647,-1.0501486,0.1037161
4,-2.3566236,-2.3517036,"('disliked', 'liked')",-2.3566236,-2.3517036,0.00492
5,-0.35318622,-0.39256033,"('distant', 'outgoing')",-0.3531862,-0.3925603,-0.0393741
6,-0.30436188,-0.36221507,"('distant', 'open')",-0.3043619,-0.3622151,-0.0578532
7,-0.9128002,-0.8813237,"('insensitive', 'sensitive')",-0.9128002,-0.8813237,0.0314765
8,-0.07330517,-0.25750178,"('unaffectionate', 'affectionate')",-0.0733052,-0.2575018,-0.1841966
9,-0.31204587,-0.42255282,"('unaffectionate', 'caring')",-0.3120459,-0.4225528,-0.1105069
10,-1.5937529,-1.5595783,"('unsympathetic', 'sympathetic')",-1.5937529,-1.5595783,0.0341746
11,-0.6554542,-0.5832783,"('unhelpful', 'helpful')",-0.6554542,-0.5832783,0.0721759
12,-1.5622131,-1.500878,"('unsupportive', 'supportive')",-1.5622131,-1.500878,0.0613351
13,-1.2471694,-1.1855813,"('impolite', 'polite')",-1.2471694,-1.1855813,0.0615881
14,-0.24129024,-0.239307,"('antisocial', 'social')",-0.2412902,-0.239307,0.0019832
15,0.46109357,0.34483686,"('boring', 'funny')",0.4610936,0.3448369,-0.1162567
16,0.022163786,-0.0008500358,"('unpopular', 'popular')",0.0221638,-0.00085,-0.0230138
17,-0.5377192,-0.4612057,"('nasty', 'nice')",-0.5377192,-0.4612057,0.0765135
18,-0.2560548,-0.30333158,"('disagreeable', 'welcoming')",-0.2560548,-0.3033316,-0.0472768
19,-1.2221206,-1.1942163,"('inhospitable', 'hospitable')",-1.2221206,-1.1942163,0.0279043
20,0.21011506,0.17041121,"('rough', 'thoughtful')",0.2101151,0.1704112,-0.0397039
21,-1.0878408,-0.9976471,"('immoral', 'moral')",-1.0878408,-0.9976471,0.0901937
22,-0.36384377,-0.31398,"('untrustworthy', 'trustworthy')",-0.3638438,-0.31398,0.0498638
23,0.99863297,0.9566873,"('insincere', 'sincere')",0.998633,0.9566873,-0.0419457
24,-0.24489336,-0.32166412,"('dishonest', 'honest')",-0.2448934,-0.3216641,-0.0767707
25,0.6263815,0.49223125,"('egoistic', 'altruistic')",0.6263815,0.4922312,-0.1341503
26,1.1230386,0.947632,"('hardhearted', 'benevolent')",1.1230386,0.947632,-0.1754066
27,0.8655135,0.77274895,"('hardhearted', 'softhearted')",0.8655135,0.7727489,-0.0927646
28,-0.31759387,-0.4887595,"('disloyal', 'loyal')",-0.3175939,-0.4887595,-0.1711656
29,-0.27354196,-0.34172454,"('unfair', 'fair')",-0.273542,-0.3417245,-0.0681825
30,-0.007771693,-0.044685382,"('intolerant', 'tolerant')",-0.0077717,-0.0446854,-0.0369137
31,-0.43722618,-0.4230783,"('evil', 'good')",-0.4372262,-0.4230783,0.0141479
32,0.06617762,-0.027838409,"('unkind', 'kind')",0.0661776,-0.0278384,-0.094016
33,0.25363988,0.18874359,"('wrong', 'right')",0.2536399,0.1887436,-0.0648963
34,1.5496056,1.6665823,"('mean', 'honorable')",1.5496056,1.6665823,0.1169767
35,0.98903173,0.8950137,"('corrupt', 'incorrupt')",0.9890317,0.8950137,-0.094018
36,-0.1061421,-0.23354256,"('hostile', 'amicable')",-0.1061421,-0.2335426,-0.1274005
37,-0.05627556,-0.093533546,"('fake', 'genuine')",-0.0562756,-0.0935335,-0.0372579
38,-0.7490407,-0.70807594,"('untruthful', 'truthful')",-0.7490407,-0.7080759,0.0409648
39,0.36312056,0.37999722,"('exploitative', 'cooperative')",0.3631206,0.3799972,0.0168766
40,-0.36245546,-0.55014414,"('stingy', 'generous')",-0.3624555,-0.5501441,-0.1876886
41,0.40306112,0.33640033,"('unforgiving', 'forgiving')",0.4030611,0.3364003,-0.0666608
42,-1.1929779,-1.0936085,"('unreliable', 'reliable')",-1.1929779,-1.0936085,0.0993694
43,-0.71232575,-0.7061481,"('irresponsible', 'responsible')",-0.7123258,-0.7061481,0.0061777
44,0.061660565,0.100828715,"('prejudiced', 'unprejudiced')",0.0616606,0.1008287,0.0391681
45,-0.97811085,-0.9231766,"('incompetent', 'competent')",-0.9781108,-0.9231766,0.0549342
46,-1.5687128,-1.4663614,"('uncompetitive', 'competitive')",-1.5687128,-1.4663614,0.1023514
47,1.8157587,1.8494812,"('stupid', 'smart')",1.8157587,1.8494812,0.0337225
48,-0.039598987,-0.075959176,"('unintelligent', 'intelligent')",-0.039599,-0.0759592,-0.0363602
49,-0.17306004,-0.0644312,"('unable', 'able')",-0.17306,-0.0644312,0.1086288
50,-0.110879436,-0.1468765,"('clumsy', 'skillful')",-0.1108794,-0.1468765,-0.0359971
51,-1.2792059,-1.3503397,"('uneducated', 'educated')",-1.2792059,-1.3503397,-0.0711338
52,0.1947792,-0.04121379,"('irrational', 'rational')",0.1947792,-0.0412138,-0.235993
53,-1.1663604,-1.2634495,"('uncreative', 'creative')",-1.1663604,-1.2634495,-0.0970891
54,-0.60550386,-0.6498729,"('incapable', 'capable')",-0.6055039,-0.6498729,-0.044369
55,-0.558794,-0.51599246,"('incompetent', 'clever')",-0.558794,-0.5159925,0.0428015
56,-0.80187696,-0.72820294,"('impractical', 'practical')",-0.801877,-0.7282029,0.0736741
57,-1.9453082,-1.9356208,"('unimaginative', 'imaginative')",-1.9453082,-1.9356208,0.0096874
58,0.054218575,-0.030535048,"('undiscriminating', 'discriminating')",0.0542186,-0.030535,-0.0847536
59,0.5140858,0.43858433,"('foolish', 'wise')",0.5140858,0.4385843,-0.0755015
60,-0.29710922,-0.17353012,"('inefficient', 'efficient')",-0.2971092,-0.1735301,0.1235791
61,-0.45940456,-0.5747777,"('illogical', 'logical')",-0.4594046,-0.5747777,-0.1153731
62,-0.5872565,-0.476668,"('incompetent', 'brilliant')",-0.5872565,-0.476668,0.1105885
63,-0.70399445,-0.6392904,"('unperceptive', 'insightful')",-0.7039945,-0.6392904,0.0647041
64,-2.6171603,-2.5488179,"('shy', 'confident')",-2.6171603,-2.5488179,0.0683424
