,general_male,general_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,female-male
0,-1.3171605,-1.3206488,"('unsociable', 'sociable')",-1.467398,-1.5284532,-0.38496453,-0.5009707,-1.0565077,-1.116691,-0.0601833
1,0.18178837,-0.028568575,"('unfriendly', 'friendly')",1.1604941,0.8492601,2.0852277,1.9238217,1.1425034,0.9148378,-0.2276656
2,0.24145147,0.29647535,"('unlikable', 'likable')",0.6084343,0.6217332,0.6745621,0.7993247,0.5081493,0.5725111,0.0643618
3,-0.9660598,-0.8649433,"('repellent', 'pleasant')",-1.3935256,-1.3660369,0.6018831,0.7188346,-0.5859007,-0.5040485,0.0818522
4,-0.3997086,-0.5413726,"('disliked', 'liked')",1.1470674,0.9305707,-6.9980745,-7.0492873,-2.0835719,-2.2200297,-0.1364578
5,-0.40929854,-0.47718865,"('distant', 'outgoing')",0.97913814,0.85257125,-0.07401578,-0.009719551,0.1652746,0.1218877,-0.0433869
6,-0.5499835,-0.5909371,"('distant', 'open')",1.0659158,0.9454937,0.25435442,0.3283541,0.2567622,0.2276369,-0.0291253
7,-0.1179557,-0.120409146,"('insensitive', 'sensitive')",-0.8186716,-0.7556547,0.37690282,0.3977896,-0.1865748,-0.1594247,0.0271501
8,-0.25698048,-0.21104832,"('unaffectionate', 'affectionate')",0.6469862,0.5318987,1.0030892,0.899437,0.464365,0.4067624,-0.0576026
9,0.25970307,0.16378413,"('unaffectionate', 'caring')",0.29930323,0.1557186,1.222073,1.1028593,0.5936931,0.4741207,-0.1195724
10,-1.1534151,-1.0721524,"('unsympathetic', 'sympathetic')",-2.44263,-2.4501185,-0.39710045,-0.3703195,-1.3310485,-1.2975302,0.0335183
11,-0.10291864,-0.096567914,"('unhelpful', 'helpful')",-1.0265605,-1.0791779,1.6691791,1.7425689,0.1799,0.188941,0.009041
12,0.47326076,0.59643435,"('unsupportive', 'supportive')",-0.032681312,-0.0568177,-2.0282474,-1.9876925,-0.5292226,-0.4826919,0.0465307
13,-0.44744122,-0.37324578,"('impolite', 'polite')",-1.3803613,-1.2554626,-0.73394144,-0.608991,-0.8539147,-0.7458998,0.1080149
14,-0.012019049,0.041041225,"('antisocial', 'social')",-0.16291612,-0.20704134,-0.03194313,-0.10717951,-0.0689594,-0.0910599,-0.0221005
15,0.11518961,-0.068341956,"('boring', 'funny')",0.96501106,0.8020587,0.6587757,0.59912676,0.5796588,0.4442812,-0.1353776
16,-0.28941837,-0.36080423,"('unpopular', 'popular')",0.079319246,0.017387927,0.39053497,0.36235648,0.0601453,0.0063134,-0.0538319
17,-0.5155824,-0.4664893,"('nasty', 'nice')",-0.70616347,-0.61119145,0.0008382816,0.016477898,-0.4069692,-0.3537343,0.0532349
18,-0.58274865,-0.33946767,"('disagreeable', 'welcoming')",-0.34727275,-0.3201627,-1.0795457,-1.0127478,-0.6698558,-0.5574594,0.1123964
19,0.39320835,0.36495173,"('inhospitable', 'hospitable')",0.26287463,0.26688653,0.07281619,0.22475705,0.2429664,0.2855318,0.0425654
20,-0.41095302,-0.3676141,"('rough', 'thoughtful')",-0.06535085,-0.09281221,0.5174795,0.4802275,0.0137252,0.0066004,-0.0071248
21,-0.42170137,-0.48104998,"('immoral', 'moral')",-1.3398305,-1.3389351,-1.1254668,-1.0294679,-0.9623329,-0.9498177,0.0125152
22,-0.390091,-0.41969132,"('untrustworthy', 'trustworthy')",-1.1361314,-1.2975913,-0.7813084,-0.82570255,-0.769177,-0.8476617,-0.0784847
23,-0.5602514,-0.5191293,"('insincere', 'sincere')",-1.4491419,-1.5110757,5.697342,5.5996547,1.2293162,1.1898166,-0.0394996
24,0.31296673,0.29223055,"('dishonest', 'honest')",-0.44762236,-0.4220264,0.52553034,0.46332335,0.1302916,0.1111758,-0.0191158
25,-0.0269524,-0.010425303,"('egoistic', 'altruistic')",1.3659015,1.3458732,1.8295062,1.7129495,1.0561517,1.0161325,-0.0400192
26,1.7029188,1.4992323,"('hardhearted', 'benevolent')",3.0130284,2.8444567,2.3441246,2.2515173,2.3533573,2.1984021,-0.1549552
27,-0.51392835,-0.3632628,"('hardhearted', 'softhearted')",-0.22089174,-0.2962594,1.076194,0.996321,0.1137913,0.1122663,-0.001525
28,-0.6761614,-0.79154503,"('disloyal', 'loyal')",-0.55167294,-0.7069641,1.1804842,0.92051923,-0.0157834,-0.1926633,-0.1768799
29,0.036822665,-0.10473467,"('unfair', 'fair')",-0.21278384,-0.28076348,-0.5103817,-0.7529658,-0.228781,-0.379488,-0.150707
