,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.30755544,-0.44494876,"('unsociable', 'sociable')",-0.0842835,-0.27659667,-0.1959195,-0.3607727,-0.1648532
1,0.9954902,0.6894303,"('unfriendly', 'friendly')",1.2287077,1.135143,1.1120989,0.9122866,-0.1998123
2,1.0113865,0.9395915,"('unlikable', 'likable')",0.7012276,0.7200993,0.856307,0.8298454,-0.0264616
3,-0.22837281,0.012634828,"('repellent', 'pleasant')",0.93470955,0.8771268,0.3531684,0.4448808,0.0917124
4,-0.39374608,-0.4992962,"('disliked', 'liked')",-6.849855,-6.9999447,-3.6218004,-3.7496204,-0.12782
5,0.55770296,0.32613817,"('distant', 'outgoing')",-0.43058884,-0.3613859,0.0635571,-0.0176239,-0.081181
6,0.2936133,-0.019904085,"('distant', 'open')",-0.60433036,-0.54839575,-0.1553585,-0.2841499,-0.1287914
7,0.13324407,0.32816643,"('insensitive', 'sensitive')",0.052577365,0.0751448,0.0929107,0.2016556,0.1087449
8,0.6019285,0.38370597,"('unaffectionate', 'affectionate')",0.3313356,0.41211107,0.466632,0.3979085,-0.0687235
9,1.8308637,1.7022632,"('unaffectionate', 'caring')",1.1143627,1.1953197,1.4726132,1.4487915,-0.0238217
10,0.27148592,0.3625868,"('unsympathetic', 'sympathetic')",-0.52074194,-0.5350734,-0.124628,-0.0862433,0.0383847
11,-0.20523185,0.012457989,"('unhelpful', 'helpful')",1.7873088,1.9291791,0.7910385,0.9708185,0.17978
12,0.86026335,0.9054345,"('unsupportive', 'supportive')",-1.9699596,-1.9987227,-0.5548481,-0.5466441,0.008204
13,-0.35839897,-0.3218377,"('impolite', 'polite')",-0.7509199,-0.7254209,-0.5546594,-0.5236293,0.0310301
14,0.2915912,0.37308758,"('antisocial', 'social')",-0.17165418,-0.33309117,0.0599685,0.0199982,-0.0399703
15,-0.2697323,-0.41145697,"('boring', 'funny')",-0.409307,-0.40268263,-0.3395196,-0.4070698,-0.0675502
16,-0.9105756,-1.010006,"('unpopular', 'popular')",0.5938739,0.4632982,-0.1583509,-0.2733539,-0.115003
17,-0.80576724,-0.7089323,"('nasty', 'nice')",-0.6533867,-0.61047626,-0.7295769,-0.6597043,0.0698726
18,0.11761731,-0.06773565,"('disagreeable', 'welcoming')",-0.5371131,-0.63808715,-0.2097479,-0.3529114,-0.1431635
19,-0.35032994,-0.57899415,"('inhospitable', 'hospitable')",-0.6737091,-0.58190924,-0.5120195,-0.5804517,-0.0684322
20,0.42148295,0.48130536,"('rough', 'thoughtful')",1.0143175,0.99650544,0.7179002,0.7389054,0.0210052
21,0.4482746,0.47215155,"('immoral', 'moral')",-0.39258784,-0.4177249,0.0278434,0.0272133,-0.0006301
22,0.052718133,0.072162256,"('untrustworthy', 'trustworthy')",-1.1706876,-1.1604099,-0.5589847,-0.5441238,0.0148609
23,0.42211887,0.5514615,"('insincere', 'sincere')",5.859142,5.911616,3.1406302,3.2315388,0.0909086
24,1.1250236,1.1412256,"('dishonest', 'honest')",0.53002244,0.62103474,0.827523,0.8811302,0.0536072
25,1.0561279,0.79719895,"('egoistic', 'altruistic')",1.3393492,1.2264237,1.1977385,1.0118114,-0.1859271
26,1.1419213,0.7693602,"('hardhearted', 'benevolent')",1.4057788,1.2603755,1.27385,1.0148678,-0.2589822
27,0.48479006,0.5019008,"('hardhearted', 'softhearted')",0.9762216,0.9767439,0.7305058,0.7393223,0.0088165
28,0.14259435,0.12904721,"('disloyal', 'loyal')",1.0856308,1.1017164,0.6141126,0.6153818,0.0012692
29,-0.026034383,-0.053816758,"('unfair', 'fair')",-0.3523182,-0.47483605,-0.1891763,-0.2643264,-0.0751501
30,0.56021184,0.7367308,"('intolerant', 'tolerant')",0.6361361,0.6415995,0.598174,0.6891651,0.0909911
31,-0.26981968,-0.41024047,"('evil', 'good')",-1.0394601,-1.1156335,-0.6546398,-0.7629369,-0.1082971
32,0.90713257,0.80165553,"('unkind', 'kind')",0.82188797,0.66981786,0.8645103,0.7357367,-0.1287736
33,1.5658172,1.3205298,"('wrong', 'right')",-0.3751584,-0.40319657,0.5953294,0.4586666,-0.1366628
34,0.04541613,0.18031879,"('mean', 'honorable')",5.4731736,5.750752,2.759295,2.9655354,0.2062404
35,-0.56441754,-0.75050175,"('corrupt', 'incorrupt')",-0.39826453,-0.36410806,-0.481341,-0.5573049,-0.0759639
36,-0.012938116,-0.28825486,"('hostile', 'amicable')",-0.3013771,-0.38109204,-0.1571576,-0.3346735,-0.1775159
37,0.85398585,0.91290057,"('fake', 'genuine')",-0.02484557,0.055276003,0.4145702,0.4840883,0.0695181
38,0.20696273,0.30282062,"('untruthful', 'truthful')",0.14010832,0.29427212,0.1735355,0.2985464,0.1250109
39,1.524768,1.5594957,"('exploitative', 'cooperative')",-0.029634057,0.0011809096,0.747567,0.7803383,0.0327713
40,-0.06982058,-0.11226532,"('stingy', 'generous')",-2.0195107,-2.1904514,-1.0446657,-1.1513584,-0.1066927
41,0.52531695,0.6361993,"('unforgiving', 'forgiving')",-0.077282,-0.17656589,0.2240175,0.2298167,0.0057992
42,-0.14560261,-0.06409629,"('unreliable', 'reliable')",-3.409688,-3.4021914,-1.7776453,-1.7331438,0.0445015
