,match_male,match_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0319026,0.9774626,"('unsociable', 'sociable')",1.3330909,1.0787758,-0.42780793,-0.6889664,0.6457285,0.4557573,-0.1899712
1,0.8867323,0.9920478,"('unfriendly', 'friendly')",0.07455921,0.16030483,2.022838,1.9506094,0.9947099,1.0343207,0.0396108
2,0.31429708,0.32409933,"('unlikable', 'likable')",1.1272916,1.1221687,0.7160281,0.7938591,0.7192055,0.746709,0.0275035
3,-0.5239802,-0.30134714,"('repellent', 'pleasant')",0.43086553,0.45373058,0.17434436,0.1972415,0.0270766,0.1165416,0.089465
4,-0.8996202,-0.9431952,"('disliked', 'liked')",-0.012230672,-0.062578164,-6.4146233,-6.447861,-2.4421581,-2.4845449,-0.0423868
5,-0.8126237,-0.8094787,"('distant', 'outgoing')",-0.87172586,-0.558786,0.06496169,0.2170355,-0.539796,-0.383743,0.156053
6,-0.7307342,-0.6281654,"('distant', 'open')",-1.5989811,-1.2672598,0.3668851,0.49346414,-0.6542767,-0.4673204,0.1869563
7,0.50673974,0.6296694,"('insensitive', 'sensitive')",0.34157085,0.3598952,0.24813056,0.19220856,0.3654804,0.3939244,0.028444
8,0.3222323,0.35213062,"('unaffectionate', 'affectionate')",0.2423513,0.4178184,1.0083332,1.0916568,0.5243056,0.6205353,0.0962297
9,0.6385711,0.6938184,"('unaffectionate', 'caring')",0.21561956,0.35602552,1.4676639,1.5749233,0.7739515,0.8749224,0.1009709
10,0.46571782,0.6043912,"('unsympathetic', 'sympathetic')",0.11515431,0.08401993,-0.7103372,-0.7916972,-0.043155,-0.0344287,0.0087263
11,0.5516668,0.61145353,"('unhelpful', 'helpful')",0.97222847,0.9367838,2.1798694,2.2164643,1.2345882,1.2549005,0.0203123
12,0.40966082,0.5741295,"('unsupportive', 'supportive')",1.034241,1.2745992,-1.9800522,-1.9074932,-0.1787168,-0.0195882,0.1591286
13,1.355628,1.3326424,"('impolite', 'polite')",0.13627401,-0.02982014,-0.74014026,-0.8568067,0.2505872,0.1486719,-0.1019153
14,2.1636772,2.1178236,"('antisocial', 'social')",1.7961996,1.517449,-0.667604,-0.8883805,1.0974243,0.9156307,-0.1817936
15,1.0585221,0.95921546,"('boring', 'funny')",-0.26106468,-0.23362412,0.71515745,0.65263724,0.504205,0.4594096,-0.0447954
16,-1.632106,-1.5201058,"('unpopular', 'popular')",-0.30591866,-0.27514085,0.4882198,0.4757761,-0.4832683,-0.4398235,0.0434448
17,-0.2578757,-0.1979028,"('nasty', 'nice')",-0.5795895,-0.5275435,-0.4078258,-0.38823032,-0.415097,-0.3712255,0.0438715
18,-0.66659856,-0.506218,"('disagreeable', 'welcoming')",-0.20388408,-0.086277604,-0.58297074,-0.66967183,-0.4844844,-0.4207225,0.0637619
19,-1.3185894,-1.2139548,"('inhospitable', 'hospitable')",-1.3477824,-1.1316675,-0.14423563,0.042377807,-0.9368691,-0.7677482,0.1691209
20,-0.70893383,-0.5715934,"('rough', 'thoughtful')",0.54376686,0.5393928,0.7995481,0.812643,0.2114604,0.2601475,0.0486871
21,1.1516638,1.231638,"('immoral', 'moral')",0.89357704,0.8289652,-0.94984907,-1.0174304,0.3651306,0.3477242,-0.0174064
22,0.1680851,0.19950333,"('untrustworthy', 'trustworthy')",1.0635413,0.9362299,-1.0571426,-1.158819,0.0581613,-0.0076952,-0.0658565
23,0.55283046,0.6544286,"('insincere', 'sincere')",0.9594579,0.9648622,6.2048535,6.085188,2.5723807,2.5681596,-0.0042211
24,0.91958517,0.98731965,"('dishonest', 'honest')",0.199463,0.23711018,0.7578987,0.683201,0.6256489,0.635877,0.0102281
25,0.22367495,0.18151824,"('egoistic', 'altruistic')",-0.25813335,-0.2595734,1.553559,1.43471,0.5063668,0.4522183,-0.0541485
26,1.0132838,0.97994983,"('hardhearted', 'benevolent')",1.198118,1.1522361,1.711832,1.5946139,1.3077447,1.2422667,-0.065478
27,0.17076671,0.2337985,"('hardhearted', 'softhearted')",-0.60986704,-0.46448657,1.1730465,1.0875622,0.2446487,0.2856247,0.040976
