,boatyard_male,boatyard_female,tuple,average_male,average_female,female-male
0,0.5656446,0.6110765,"('unsociable', 'sociable')",0.5656446,0.6110765,0.0454319
1,0.7640429,0.5456832,"('unfriendly', 'friendly')",0.7640429,0.5456832,-0.2183597
2,0.30789405,0.31254327,"('unlikable', 'likable')",0.3078941,0.3125433,0.0046492
3,0.20867516,0.40340883,"('repellent', 'pleasant')",0.2086752,0.4034088,0.1947336
4,-3.27137,-3.4412575,"('disliked', 'liked')",-3.2713699,-3.4412575,-0.1698876
5,-0.41114524,-0.68218285,"('distant', 'outgoing')",-0.4111452,-0.6821828,-0.2710376
6,-0.108662084,-0.45008639,"('distant', 'open')",-0.1086621,-0.4500864,-0.3414243
7,0.6697107,0.70826155,"('insensitive', 'sensitive')",0.6697107,0.7082615,0.0385508
8,0.4372033,0.1303721,"('unaffectionate', 'affectionate')",0.4372033,0.1303721,-0.3068312
9,0.7534207,0.57446915,"('unaffectionate', 'caring')",0.7534207,0.5744691,-0.1789516
10,-0.005172327,0.18289144,"('unsympathetic', 'sympathetic')",-0.0051723,0.1828914,0.1880637
11,0.6329342,0.7795017,"('unhelpful', 'helpful')",0.6329342,0.7795017,0.1465675
12,-0.72212154,-0.720297,"('unsupportive', 'supportive')",-0.7221215,-0.720297,0.0018245
13,-0.40241247,-0.28445268,"('impolite', 'polite')",-0.4024125,-0.2844527,0.1179598
14,0.81791574,0.9239417,"('antisocial', 'social')",0.8179157,0.9239417,0.106026
15,1.0542239,0.8854624,"('boring', 'funny')",1.0542239,0.8854624,-0.1687615
16,-0.15316346,-0.15339163,"('unpopular', 'popular')",-0.1531635,-0.1533916,-0.0002281
17,-0.48802027,-0.24678533,"('nasty', 'nice')",-0.4880203,-0.2467853,0.241235
18,-1.0193481,-1.121306,"('disagreeable', 'welcoming')",-1.0193481,-1.1213059,-0.1019578
19,-0.99046904,-0.83256006,"('inhospitable', 'hospitable')",-0.990469,-0.8325601,0.1579089
20,-0.24303535,-0.09643635,"('rough', 'thoughtful')",-0.2430353,-0.0964364,0.1465989
21,-0.4323101,-0.23948722,"('immoral', 'moral')",-0.4323101,-0.2394872,0.1928229
22,-0.5039849,-0.4697185,"('untrustworthy', 'trustworthy')",-0.5039849,-0.4697185,0.0342664
23,3.4466972,3.620685,"('insincere', 'sincere')",3.4466972,3.6206851,0.1739879
24,0.24244288,0.18764526,"('dishonest', 'honest')",0.2424429,0.1876453,-0.0547976
25,0.60725194,0.44551852,"('egoistic', 'altruistic')",0.6072519,0.4455185,-0.1617334
26,0.8872427,0.64954555,"('hardhearted', 'benevolent')",0.8872427,0.6495456,-0.2376971
27,0.66776794,0.33918732,"('hardhearted', 'softhearted')",0.6677679,0.3391873,-0.3285806
28,0.18442601,0.22391587,"('disloyal', 'loyal')",0.184426,0.2239159,0.0394899
29,-0.06132313,-0.12711275,"('unfair', 'fair')",-0.0613231,-0.1271127,-0.0657896
30,0.2895685,0.39631534,"('intolerant', 'tolerant')",0.2895685,0.3963153,0.1067468
31,-0.983192,-1.1619914,"('evil', 'good')",-0.983192,-1.1619914,-0.1787994
32,0.30619213,0.22934347,"('unkind', 'kind')",0.3061921,0.2293435,-0.0768486
33,0.11430058,-0.04170487,"('wrong', 'right')",0.1143006,-0.0417049,-0.1560055
34,1.9067084,1.8905848,"('mean', 'honorable')",1.9067084,1.8905848,-0.0161236
35,-0.71291,-0.93714505,"('corrupt', 'incorrupt')",-0.71291,-0.9371451,-0.2242351
36,-0.5360077,-0.7370423,"('hostile', 'amicable')",-0.5360077,-0.7370423,-0.2010346
