,albemarle_male,albemarle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.6877434,-1.8154612,"('unsociable', 'sociable')",-0.1408285,-0.26235965,-0.914286,-1.0389104,-0.1246244
1,-0.9975813,-0.96699566,"('unfriendly', 'friendly')",1.7195609,1.5901264,0.3609898,0.3115654,-0.0494244
2,1.1725974,1.1502838,"('unlikable', 'likable')",0.8776636,0.9015762,1.0251305,1.02593,0.0007995
3,-0.93570054,-0.8849447,"('repellent', 'pleasant')",0.5158406,0.55425483,-0.20993,-0.1653449,0.0445851
4,0.15292819,0.18603967,"('disliked', 'liked')",-6.4042864,-6.4554276,-3.125679,-3.1346941,-0.0090151
5,0.3217723,0.3944488,"('distant', 'outgoing')",-0.18857487,-0.19301382,0.0665987,0.1007175,0.0341188
6,0.39499816,0.5222393,"('distant', 'open')",-0.25265217,-0.3069817,0.071173,0.1076288,0.0364558
7,-1.3681521,-1.2411124,"('insensitive', 'sensitive')",-0.04081001,-0.009277659,-0.7044811,-0.625195,0.0792861
8,-0.02345687,0.049738064,"('unaffectionate', 'affectionate')",0.9131227,0.8681417,0.4448329,0.4589399,0.014107
9,-0.63132626,-0.5633387,"('unaffectionate', 'caring')",1.0810971,1.0677139,0.2248854,0.2521876,0.0273022
10,-2.300567,-2.2869875,"('unsympathetic', 'sympathetic')",-0.76781195,-0.79237646,-1.5341895,-1.539682,-0.0054925
11,-2.046853,-2.035736,"('unhelpful', 'helpful')",0.99957925,1.0626407,-0.5236369,-0.4865477,0.0370892
12,-1.2010576,-1.0825093,"('unsupportive', 'supportive')",-2.058182,-2.0032759,-1.6296198,-1.5428926,0.0867272
13,-1.6361451,-1.7120843,"('impolite', 'polite')",-1.194942,-1.1783991,-1.4155436,-1.4452417,-0.0296981
14,-0.55153066,-0.6270655,"('antisocial', 'social')",0.12328792,0.055967093,-0.2141214,-0.2855492,-0.0714278
15,0.65063536,0.5891432,"('boring', 'funny')",0.21948919,0.22574358,0.4350623,0.4074434,-0.0276189
16,-0.31166753,-0.31985283,"('unpopular', 'popular')",0.4971577,0.4600981,0.0927451,0.0701226,-0.0226225
17,-0.13342789,-0.079250686,"('nasty', 'nice')",-0.18035974,-0.13130653,-0.1568938,-0.1052786,0.0516152
18,0.06989895,0.09891039,"('disagreeable', 'welcoming')",-0.42681113,-0.5127756,-0.1784561,-0.2069326,-0.0284765
19,-0.76472914,-0.70485413,"('inhospitable', 'hospitable')",-0.5310569,-0.50389165,-0.647893,-0.6043729,0.0435201
20,-0.60070837,-0.6655881,"('rough', 'thoughtful')",0.9662069,0.93614644,0.1827493,0.1352792,-0.0474701
21,-1.0764647,-1.1646221,"('immoral', 'moral')",-0.59312534,-0.5787374,-0.834795,-0.8716797,-0.0368847
22,-0.75270885,-0.7622885,"('untrustworthy', 'trustworthy')",-1.0257524,-1.0671039,-0.8892306,-0.9146962,-0.0254656
23,-1.8985373,-1.9282588,"('insincere', 'sincere')",4.930031,4.845845,1.5157468,1.4587932,-0.0569536
24,-0.9542498,-0.9918937,"('dishonest', 'honest')",0.3752089,0.3291977,-0.2895204,-0.331348,-0.0418276
25,1.3469015,1.3472073,"('egoistic', 'altruistic')",1.9077418,1.8948733,1.6273217,1.6210403,-0.0062814
26,0.25811645,0.22217986,"('hardhearted', 'benevolent')",2.1547456,2.0527709,1.206431,1.1374754,-0.0689556
27,0.29800597,0.4009054,"('hardhearted', 'softhearted')",1.2527906,1.2131627,0.7753983,0.807034,0.0316357
28,-1.2974769,-1.4054044,"('disloyal', 'loyal')",0.79173625,0.6641451,-0.2528703,-0.3706297,-0.1177594
29,-0.20750459,-0.23526347,"('unfair', 'fair')",-0.17488864,-0.27641365,-0.1911966,-0.2558386,-0.064642
30,-0.50918734,-0.5652547,"('intolerant', 'tolerant')",0.7978093,0.7051151,0.144311,0.0699302,-0.0743808
31,0.073555835,0.183801,"('evil', 'good')",-0.13598518,-0.19195719,-0.0312147,-0.0040781,0.0271366
32,-0.6603969,-0.7108456,"('unkind', 'kind')",0.5086719,0.3877898,-0.0758625,-0.1615279,-0.0856654
33,0.84384656,0.818151,"('wrong', 'right')",-0.39340213,-0.3820318,0.2252222,0.2180596,-0.0071626
34,-0.2577801,-0.19247678,"('mean', 'honorable')",5.1881456,5.2780776,2.4651828,2.5428004,0.0776176
35,2.2894282,2.2664175,"('corrupt', 'incorrupt')",-0.06253845,-0.14572361,1.1134449,1.060347,-0.0530979
36,1.2241066,1.2492405,"('hostile', 'amicable')",0.23611568,0.057477776,0.7301111,0.6533592,-0.0767519
37,-0.08193698,0.011791915,"('fake', 'genuine')",-0.20541216,-0.15594853,-0.1436746,-0.0720783,0.0715963
38,-0.7840547,-0.72927624,"('untruthful', 'truthful')",-0.380314,-0.3389305,-0.5821843,-0.5341034,0.0480809
39,-0.26549533,-0.2805021,"('exploitative', 'cooperative')",0.16258852,0.18511243,-0.0514534,-0.0476948,0.0037586
40,0.31984317,0.3079544,"('stingy', 'generous')",-1.3614726,-1.4835163,-0.5208147,-0.587781,-0.0669663
41,-1.0914786,-1.0701283,"('unforgiving', 'forgiving')",-0.08669178,-0.20742685,-0.5890852,-0.6387776,-0.0496924
