,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1757704,-1.2081455,"('unsociable', 'sociable')",0.60331,0.48156565,-0.63274986,-0.6833691,-0.4017367,-0.469983,-0.0682463
1,-2.5369883,-2.5290534,"('unfriendly', 'friendly')",1.2105304,1.0252074,2.554876,2.4323957,0.4094727,0.3095165,-0.0999562
2,0.80577147,0.84797156,"('unlikable', 'likable')",2.2067432,2.3012192,0.5382249,0.6498507,1.1835798,1.2663472,0.0827674
3,-0.6850748,-0.61387265,"('repellent', 'pleasant')",-0.08075237,-0.06849186,-0.20540127,-0.11357251,-0.3237428,-0.2653124,0.0584304
4,-0.16023195,-0.1788878,"('disliked', 'liked')",-0.15089855,-0.20792079,-5.996046,-6.136224,-2.1023922,-2.1743441,-0.0719519
5,-0.6522696,-0.64958847,"('distant', 'outgoing')",0.54395485,0.47862837,0.36962393,0.26042828,0.0871031,0.0298227,-0.0572804
6,-0.65623015,-0.6382876,"('distant', 'open')",-0.35986415,-0.42969495,0.9968999,0.8576039,-0.0063981,-0.0701262,-0.0637281
7,-0.40507874,-0.39273685,"('insensitive', 'sensitive')",0.61657166,0.6571042,0.6864906,0.7279909,0.2993279,0.3307861,0.0314582
8,-2.1982338,-2.1462083,"('unaffectionate', 'affectionate')",-0.21187347,-0.24022482,1.0958157,0.9792075,-0.4380972,-0.4690752,-0.030978
9,-2.0733376,-2.0438027,"('unaffectionate', 'caring')",1.0911586,1.036895,1.400566,1.371473,0.1394624,0.1215218,-0.0179406
10,-1.174508,-1.1338527,"('unsympathetic', 'sympathetic')",-0.694238,-0.6426938,-0.6087027,-0.55002797,-0.8258162,-0.7755248,0.0502914
11,-0.921883,-0.85981095,"('unhelpful', 'helpful')",0.53123486,0.56236476,1.5729821,1.6915915,0.3941113,0.4647151,0.0706038
12,-1.7358426,-1.643511,"('unsupportive', 'supportive')",0.9982956,1.0771166,-1.9015584,-1.8749068,-0.8797018,-0.8137671,0.0659347
13,-0.14863017,-0.15847954,"('impolite', 'polite')",0.5088577,0.59128344,-0.566957,-0.5061365,-0.0689098,-0.0244442,0.0444656
14,0.34529066,0.35491174,"('antisocial', 'social')",1.9150448,1.9647875,-0.80927104,-0.76969266,0.4836881,0.5166689,0.0329808
15,0.6380065,0.5678337,"('boring', 'funny')",0.39522177,0.39450312,0.8671863,0.7789793,0.6334715,0.5804387,-0.0530328
16,-1.0089127,-0.95561033,"('unpopular', 'popular')",-0.55842197,-0.59541476,0.44545814,0.39650965,-0.3739588,-0.3848385,-0.0108797
17,0.23504949,0.2827225,"('nasty', 'nice')",-0.12143806,-0.07007922,-0.22340482,-0.16369817,-0.0365978,0.016315,0.0529128
18,-0.5249895,-0.43108797,"('disagreeable', 'welcoming')",-0.47768,-0.47634536,-0.27183563,-0.32284963,-0.424835,-0.4100943,0.0147407
19,-1.2244531,-1.1498952,"('inhospitable', 'hospitable')",-0.64068186,-0.69313043,0.22981298,0.21209662,-0.5451073,-0.543643,0.0014643
20,0.1977042,0.1933594,"('rough', 'thoughtful')",0.15213367,0.14024168,0.8189994,0.7896889,0.3896124,0.37443,-0.0151824
21,-0.12421383,-0.17604887,"('immoral', 'moral')",0.77622074,0.8136616,-1.1747075,-1.0401344,-0.1742335,-0.1341739,0.0400596
22,-0.020543322,0.014117736,"('untrustworthy', 'trustworthy')",-0.049360704,-0.07635158,-1.0317776,-1.0127361,-0.3672272,-0.3583233,0.0089039
23,-0.7840399,-0.7740054,"('insincere', 'sincere')",0.9861104,0.96198595,5.7407517,5.768744,1.9809408,1.9855749,0.0046341
24,-0.6444042,-0.66359615,"('dishonest', 'honest')",0.14670375,0.161398,0.8323605,0.7965039,0.1115534,0.0981019,-0.0134515
25,-1.0418751,-1.0710149,"('egoistic', 'altruistic')",-0.15716653,-0.23667094,1.9181005,1.7847756,0.2396863,0.1590299,-0.0806564
26,-0.080252066,-0.07351681,"('hardhearted', 'benevolent')",1.2721617,1.2915728,1.8529617,1.8466496,1.0149571,1.0215685,0.0066114
27,-0.61924714,-0.5692974,"('hardhearted', 'softhearted')",-0.5160223,-0.5655926,1.591324,1.4348627,0.1520182,0.0999909,-0.0520273
28,-1.024125,-1.0922201,"('disloyal', 'loyal')",0.3478639,0.21672243,0.9881597,0.91631097,0.1039662,0.0136044,-0.0903618
29,-0.18515259,-0.2667431,"('unfair', 'fair')",-0.43098542,-0.48386598,-0.51280206,-0.68840444,-0.3763134,-0.4796712,-0.1033578
30,0.785953,0.813371,"('intolerant', 'tolerant')",0.7602331,0.78430897,1.2213262,1.2679201,0.9225041,0.9552,0.0326959
31,-1.4003572,-1.3122572,"('evil', 'good')",-0.8609347,-0.88314694,-0.36075327,-0.47135645,-0.8740151,-0.8889201,-0.014905
32,-0.48401734,-0.48211336,"('unkind', 'kind')",0.089285344,0.09529733,0.76268166,0.7407439,0.1226499,0.117976,-0.0046739
