,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.1983096,-0.36379126,"('unsociable', 'sociable')",-0.4941689,-0.5596393,-0.5596439,-0.6231619,-0.29974127,-0.43812376,-0.3879659,-0.496179,-0.1082131
1,0.2892184,0.3088869,"('unfriendly', 'friendly')",-0.71174026,-0.69873005,0.42273587,0.34677148,2.173648,1.9506745,0.5434656,0.4769007,-0.0665649
2,0.53197324,0.61439556,"('unlikable', 'likable')",0.61570066,0.76754093,1.4714445,1.5084478,0.83940035,0.91823334,0.8646296,0.9521544,0.0875248
3,-0.61233044,-0.52065843,"('repellent', 'pleasant')",-0.076869704,0.03101633,-0.6671049,-0.6042597,-0.017500915,0.11938397,-0.3434515,-0.2436295,0.099822
4,0.021599215,0.04428321,"('disliked', 'liked')",0.10924383,0.095469214,0.55816746,0.5524604,-6.332621,-6.347247,-1.4109026,-1.4137585,-0.0028559
5,0.89079285,0.94905716,"('distant', 'outgoing')",0.61094975,0.6306674,1.41174,1.4423058,0.06391436,0.033706345,0.7443492,0.7639342,0.019585
6,0.7002991,0.7622142,"('distant', 'open')",0.14524132,0.18809362,1.15792,1.17241,0.6715011,0.5892295,0.6687404,0.6779869,0.0092465
7,-0.06015325,-0.12605098,"('insensitive', 'sensitive')",-0.16904679,-0.08095367,-0.5895235,-0.53232646,0.80932,0.8043829,-0.0023509,0.0162629,0.0186138
8,0.80415326,0.86719877,"('unaffectionate', 'affectionate')",-0.322559,-0.27486268,-0.367594,-0.44946244,0.8071042,0.6562567,0.2302761,0.1997826,-0.0304935
9,1.1391034,1.1414938,"('unaffectionate', 'caring')",0.117934,0.16556266,0.57017946,0.52746874,1.4729906,1.3942626,0.8250519,0.8071969,-0.017855
10,-0.35654652,-0.43826133,"('unsympathetic', 'sympathetic')",-0.4649254,-0.43201914,-2.4267685,-2.4559157,0.15729798,0.07436459,-0.7727356,-0.8129579,-0.0402223
11,-0.42240298,-0.4484169,"('unhelpful', 'helpful')",0.87097865,0.95970947,-1.2336155,-1.2095121,2.2213352,2.242895,0.3590738,0.3861688,0.027095
12,1.2363938,1.1718472,"('unsupportive', 'supportive')",1.1220181,1.2303472,-0.58287054,-0.548111,-1.5359856,-1.5382453,0.0598889,0.0789596,0.0190707
13,0.40525657,0.31425723,"('impolite', 'polite')",0.75511956,0.7491621,-0.19284916,-0.20621371,0.16039705,0.1506906,0.281981,0.251974,-0.030007
14,-0.49719718,-0.5920882,"('antisocial', 'social')",0.20515804,0.27080464,-0.866392,-0.8046766,-0.8019671,-0.76014614,-0.4900995,-0.4715266,0.0185729
15,0.37309018,0.4018451,"('boring', 'funny')",-0.010755956,-0.04220283,1.3040826,1.3098143,0.35225424,0.3931124,0.5046678,0.5156422,0.0109744
16,-1.1897634,-1.2210582,"('unpopular', 'popular')",-0.81376994,-0.8230086,0.13394347,0.17475072,0.5429287,0.60519993,-0.3316653,-0.3160291,0.0156362
17,0.121822685,0.19985941,"('nasty', 'nice')",0.01119967,0.1245375,0.93487525,0.9685001,-0.7245673,-0.675268,0.0858326,0.1544072,0.0685746
18,-0.09724495,-0.05918499,"('disagreeable', 'welcoming')",-0.05137459,0.13466185,-0.17137223,-0.18481363,-0.46272883,-0.51626694,-0.1956801,-0.1564009,0.0392792
19,-0.070261665,0.0012806002,"('inhospitable', 'hospitable')",0.2674065,0.28165817,-0.37240016,-0.39231005,-0.07714351,-0.12616803,-0.0630997,-0.0588848,0.0042149
20,-0.37839398,-0.37460753,"('rough', 'thoughtful')",-1.1062744,-0.9995945,0.0146099925,0.026139611,1.0967962,1.0797888,-0.0933156,-0.0670684,0.0262472
21,-0.5104156,-0.6200328,"('immoral', 'moral')",0.0738033,0.08780543,-0.9716393,-0.95427114,-0.6120685,-0.5649584,-0.50508,-0.5128642,-0.0077842
22,0.2269101,0.17773262,"('untrustworthy', 'trustworthy')",0.22473848,0.27337122,-1.4121772,-1.4205315,-1.0096204,-0.9724441,-0.4925373,-0.485468,0.0070693
23,-0.41189083,-0.4295885,"('insincere', 'sincere')",-0.26168606,-0.19040087,-0.23886637,-0.30444875,6.004275,5.906926,1.2729579,1.245622,-0.0273359
