,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1240512,-1.2322503,"('unsociable', 'sociable')",0.07586129,-0.054140065,-0.5391985,-0.6968261,-0.4406261,-0.5650429,-0.5070036,-0.6370649,-0.1300613
1,-2.1988602,-2.1572695,"('unfriendly', 'friendly')",1.0622823,1.1162947,-0.30481434,-0.36320782,1.833215,1.7541358,0.0979557,0.0874883,-0.0104674
2,1.1393723,1.2216063,"('unlikable', 'likable')",1.457311,1.473869,1.9127713,2.0116906,0.92957425,1.0605173,1.3597572,1.4419208,0.0821636
3,-0.092066064,-0.016264204,"('repellent', 'pleasant')",-1.0438514,-0.850901,0.23520626,0.27462128,0.15780489,0.15992787,-0.1857266,-0.108154,0.0775726
4,-0.6765942,-0.69420475,"('disliked', 'liked')",0.72468454,0.71354216,0.41841802,0.37678748,-5.6764884,-5.7712317,-1.302495,-1.3437767,-0.0412817
5,-1.0199884,-0.94546306,"('distant', 'outgoing')",0.43532905,0.62672585,-0.76710373,-0.70666116,-0.26940045,-0.24769615,-0.4052909,-0.3182736,0.0870173
6,-1.0163065,-0.891908,"('distant', 'open')",0.5447725,0.7941495,-0.9293367,-0.8760583,0.47465205,0.43985912,-0.2315547,-0.1334894,0.0980653
7,0.01785345,0.002386324,"('insensitive', 'sensitive')",-0.21803948,-0.20086634,0.27592513,0.21857679,0.62460464,0.59185296,0.1750859,0.1529874,-0.0220985
8,-1.5731245,-1.4722466,"('unaffectionate', 'affectionate')",0.27887905,0.32563302,-0.53067917,-0.5110576,0.5839524,0.54907805,-0.3102431,-0.2771483,0.0330948
9,-1.0145341,-0.9621305,"('unaffectionate', 'caring')",1.0465949,1.0983243,-0.0108977705,-0.08273844,1.1861471,1.1886058,0.3018275,0.3105153,0.0086878
10,-0.7561608,-0.7551693,"('unsympathetic', 'sympathetic')",-0.4401427,-0.43270046,-0.7194153,-0.7762965,-0.17441694,-0.22779761,-0.522534,-0.547991,-0.025457
11,0.07284708,0.06554338,"('unhelpful', 'helpful')",-0.26256487,-0.32692683,-0.7795311,-0.79117274,1.7885216,1.856926,0.2048182,0.2010925,-0.0037257
12,0.43835354,0.56074506,"('unsupportive', 'supportive')",2.068639,2.2550156,-0.10179015,0.029981472,-1.5535558,-1.5169379,0.2129116,0.332201,0.1192894
13,0.2204215,0.13493246,"('impolite', 'polite')",0.27913165,0.15119557,-0.13089879,-0.20246282,-0.20578024,-0.26573,0.0407185,-0.0455162,-0.0862347
