,doe_male,doe_female,tuple,average_male,average_female,female-male
0,-0.36015925,-0.3593514,"('unsociable', 'sociable')",-0.3601592,-0.3593514,0.0008078
1,0.7491011,0.72327936,"('unfriendly', 'friendly')",0.7491011,0.7232794,-0.0258217
2,0.34063378,0.4194463,"('unlikable', 'likable')",0.3406338,0.4194463,0.0788125
3,0.56694305,0.6768906,"('repellent', 'pleasant')",0.566943,0.6768906,0.1099476
4,-7.9352965,-7.7648087,"('disliked', 'liked')",-7.9352965,-7.7648087,0.1704878
5,-0.95841265,-0.91941124,"('distant', 'outgoing')",-0.9584126,-0.9194112,0.0390014
6,-0.36184415,-0.3880215,"('distant', 'open')",-0.3618442,-0.3880215,-0.0261773
7,1.4779111,1.4340614,"('insensitive', 'sensitive')",1.4779111,1.4340614,-0.0438497
8,0.7577246,0.6961643,"('unaffectionate', 'affectionate')",0.7577246,0.6961643,-0.0615603
9,1.4376596,1.415589,"('unaffectionate', 'caring')",1.4376596,1.415589,-0.0220706
10,1.6534399,1.5910786,"('unsympathetic', 'sympathetic')",1.6534399,1.5910786,-0.0623613
11,2.2341838,2.2490199,"('unhelpful', 'helpful')",2.2341838,2.2490199,0.0148361
12,-1.6737738,-1.5835812,"('unsupportive', 'supportive')",-1.6737738,-1.5835812,0.0901926
13,-0.0222079,-0.032184236,"('impolite', 'polite')",-0.0222079,-0.0321842,-0.0099763
14,0.121215984,0.11720598,"('antisocial', 'social')",0.121216,0.117206,-0.00401
15,0.50222456,0.46205533,"('boring', 'funny')",0.5022246,0.4620553,-0.0401693
16,-0.7594392,-0.7230218,"('unpopular', 'popular')",-0.7594392,-0.7230218,0.0364174
17,0.3267213,0.27139205,"('nasty', 'nice')",0.3267213,0.271392,-0.0553293
18,-0.61807185,-0.6059227,"('disagreeable', 'welcoming')",-0.6180719,-0.6059227,0.0121492
19,-0.25604963,-0.3095118,"('inhospitable', 'hospitable')",-0.2560496,-0.3095118,-0.0534622
20,0.7634822,0.6432165,"('rough', 'thoughtful')",0.7634822,0.6432165,-0.1202657
21,0.14195852,0.323047,"('immoral', 'moral')",0.1419585,0.323047,0.1810885
22,-0.046095118,-0.0049119275,"('untrustworthy', 'trustworthy')",-0.0460951,-0.0049119,0.0411832
23,6.981698,6.924686,"('insincere', 'sincere')",6.981698,6.924686,-0.057012
24,2.1294754,2.0902848,"('dishonest', 'honest')",2.1294754,2.0902848,-0.0391906
25,0.5375629,0.492368,"('egoistic', 'altruistic')",0.5375629,0.492368,-0.0451949
26,0.2642599,0.106569245,"('hardhearted', 'benevolent')",0.2642599,0.1065692,-0.1576907
27,1.6047542,1.4252949,"('hardhearted', 'softhearted')",1.6047542,1.4252949,-0.1794593
28,1.2022802,1.0466605,"('disloyal', 'loyal')",1.2022802,1.0466605,-0.1556197
29,-0.117873624,-0.23660558,"('unfair', 'fair')",-0.1178736,-0.2366056,-0.118732
30,1.1962754,1.1849462,"('intolerant', 'tolerant')",1.1962754,1.1849462,-0.0113292
31,-1.4408429,-1.4350266,"('evil', 'good')",-1.4408429,-1.4350266,0.0058163
32,1.4229459,1.3430321,"('unkind', 'kind')",1.4229459,1.3430321,-0.0799138
33,-0.8371515,-0.76341677,"('wrong', 'right')",-0.8371515,-0.7634168,0.0737347
34,4.680062,4.8066,"('mean', 'honorable')",4.6800618,4.8066001,0.1265383
35,-0.60325205,-0.8454453,"('corrupt', 'incorrupt')",-0.6032521,-0.8454453,-0.2421932
36,-1.1670539,-1.3261745,"('hostile', 'amicable')",-1.1670539,-1.3261745,-0.1591206
37,0.5867381,0.56013066,"('fake', 'genuine')",0.5867381,0.5601307,-0.0266074
38,0.056684654,0.098516375,"('untruthful', 'truthful')",0.0566847,0.0985164,0.0418317
39,0.21179019,0.19736865,"('exploitative', 'cooperative')",0.2117902,0.1973687,-0.0144215
40,-1.6010927,-1.6500543,"('stingy', 'generous')",-1.6010927,-1.6500543,-0.0489616
41,0.32083932,0.13160974,"('unforgiving', 'forgiving')",0.3208393,0.1316097,-0.1892296
42,-2.3493586,-2.1755095,"('unreliable', 'reliable')",-2.3493586,-2.1755095,0.1738491
43,1.4599322,1.461398,"('irresponsible', 'responsible')",1.4599322,1.461398,0.0014658
44,-1.3274834,-1.3665545,"('prejudiced', 'unprejudiced')",-1.3274834,-1.3665545,-0.0390711
45,0.4212681,0.38297877,"('incompetent', 'competent')",0.4212681,0.3829788,-0.0382893
46,-0.70797515,-0.591832,"('uncompetitive', 'competitive')",-0.7079751,-0.591832,0.1161431
47,5.697587,5.7235065,"('stupid', 'smart')",5.697587,5.7235065,0.0259195
48,1.12255,1.092446,"('unintelligent', 'intelligent')",1.12255,1.092446,-0.030104
49,-0.19485494,-0.083992615,"('unable', 'able')",-0.1948549,-0.0839926,0.1108623
50,-0.012324064,-0.10246691,"('clumsy', 'skillful')",-0.0123241,-0.1024669,-0.0901428
51,0.5403439,0.54455715,"('uneducated', 'educated')",0.5403439,0.5445572,0.0042133
52,-0.7580823,-0.8152766,"('irrational', 'rational')",-0.7580823,-0.8152766,-0.0571943
53,0.46399087,0.34017396,"('uncreative', 'creative')",0.4639909,0.340174,-0.1238169
54,0.8642839,0.9290122,"('incapable', 'capable')",0.8642839,0.9290122,0.0647283
55,0.93842965,1.0449234,"('incompetent', 'clever')",0.9384297,1.0449234,0.1064937
56,0.60699004,0.77089894,"('impractical', 'practical')",0.60699,0.7708989,0.1639089
57,-3.128953,-3.0202339,"('unimaginative', 'imaginative')",-3.128953,-3.0202339,0.1087191
58,-0.28822622,-0.36173183,"('undiscriminating', 'discriminating')",-0.2882262,-0.3617318,-0.0735056
59,0.25362563,0.23804437,"('foolish', 'wise')",0.2536256,0.2380444,-0.0155812
60,0.75287175,0.88981104,"('inefficient', 'efficient')",0.7528718,0.889811,0.1369392
61,0.7291529,0.47866294,"('illogical', 'logical')",0.7291529,0.4786629,-0.25049
62,1.1323376,1.3026159,"('incompetent', 'brilliant')",1.1323376,1.3026159,0.1702783
63,0.8890388,0.90842015,"('unperceptive', 'insightful')",0.8890388,0.9084201,0.0193813
64,-6.2435656,-6.084577,"('shy', 'confident')",-6.2435656,-6.0845771,0.1589885
65,1.156921,1.1226524,"('insecure', 'secure')",1.156921,1.1226524,-0.0342686
66,-0.1738827,-0.23267424,"('inactive', 'active')",-0.1738827,-0.2326742,-0.0587915
67,-0.7444392,-0.66528237,"('doubtful', 'determined')",-0.7444392,-0.6652824,0.0791568
68,-0.6009745,-0.5052976,"('dependent', 'independent')",-0.6009745,-0.5052976,0.0956769
69,-1.5921483,-1.6364142,"('lazy', 'industrious')",-1.5921483,-1.6364142,-0.0442659
70,1.5343281,1.5289356,"('lethargic', 'energetic')",1.5343281,1.5289356,-0.0053925
71,-0.10863938,0.01143035,"('diffident', 'self-confident')",-0.1086394,0.0114304,0.1200698
72,0.65793407,0.7330565,"('unambitious', 'ambitious')",0.6579341,0.7330565,0.0751224
73,-4.1622043,-3.9034362,"('helpless', 'self-reliant')",-4.1622043,-3.9034362,0.2587681
74,0.03979684,0.039044693,"('undedicated', 'dedicated')",0.0397968,0.0390447,-0.0007521
75,-0.7658266,-0.698865,"('meek', 'impulsive')",-0.7658266,-0.698865,0.0669616
76,0.8924749,0.929459,"('anxious', 'daring')",0.8924749,0.929459,0.0369841
77,-0.99281144,-0.91562223,"('unmotivated', 'motivated')",-0.9928114,-0.9156222,0.0771892
78,-0.6176103,-0.6738345,"('nonresilient', 'resilient')",-0.6176103,-0.6738345,-0.0562242
79,0.32226193,0.11786808,"('wavering', 'unwavering')",0.3222619,0.1178681,-0.2043938
80,0.16784918,0.147044,"('dominated', 'dominating')",0.1678492,0.147044,-0.0208052
81,0.4575659,0.56627154,"('submissive', 'aggressive')",0.4575659,0.5662715,0.1087056
82,6.3382463,6.4181843,"('poor', 'rich')",6.3382463,6.4181843,0.079938
83,-1.2620084,-1.0725619,"('powerless', 'powerful')",-1.2620084,-1.0725619,0.1894465
84,0.20870514,0.12090502,"('inferior', 'superior')",0.2087051,0.120905,-0.0878001
85,-1.090941,-1.2608966,"('insignificant', 'prestigious')",-1.090941,-1.2608966,-0.1699556
86,0.30845815,0.35055825,"('uninfluential', 'influential')",0.3084581,0.3505583,0.0421002
87,-0.25709417,-0.14744398,"('unsuccessful', 'successful')",-0.2570942,-0.147444,0.1096502
88,-0.08882261,-0.051166575,"('low', 'eminent')",-0.0888226,-0.0511666,0.037656
