,deed_male,deed_female,tuple,average_male,average_female,female-male
0,-0.6448807,-0.68961513,"('unsociable', 'sociable')",-0.6448807,-0.6896151,-0.0447344
1,1.0550714,1.0139012,"('unfriendly', 'friendly')",1.0550714,1.0139012,-0.0411702
2,0.20242907,0.2554573,"('unlikable', 'likable')",0.2024291,0.2554573,0.0530282
3,-0.1514967,-0.068514965,"('repellent', 'pleasant')",-0.1514967,-0.068515,0.0829817
4,-6.683115,-6.767607,"('disliked', 'liked')",-6.683115,-6.7676072,-0.0844922
5,-0.91429216,-0.93451613,"('distant', 'outgoing')",-0.9142922,-0.9345161,-0.0202239
6,-0.15801322,-0.20849743,"('distant', 'open')",-0.1580132,-0.2084974,-0.0504842
7,0.4932863,0.5792928,"('insensitive', 'sensitive')",0.4932863,0.5792928,0.0860065
8,1.5844737,1.4922769,"('unaffectionate', 'affectionate')",1.5844737,1.4922769,-0.0921968
9,1.7714989,1.8233564,"('unaffectionate', 'caring')",1.7714989,1.8233564,0.0518575
10,0.1317519,0.25353193,"('unsympathetic', 'sympathetic')",0.1317519,0.2535319,0.12178
11,1.0276492,1.1244334,"('unhelpful', 'helpful')",1.0276492,1.1244334,0.0967842
12,-2.1628401,-2.0476363,"('unsupportive', 'supportive')",-2.1628401,-2.0476363,0.1152038
13,-0.85942245,-0.77240473,"('impolite', 'polite')",-0.8594224,-0.7724047,0.0870177
14,-0.23476301,-0.24693382,"('antisocial', 'social')",-0.234763,-0.2469338,-0.0121708
15,0.7967867,0.6991691,"('boring', 'funny')",0.7967867,0.6991691,-0.0976176
16,-0.6326047,-0.6939538,"('unpopular', 'popular')",-0.6326047,-0.6939538,-0.0613491
17,0.096584156,0.037285868,"('nasty', 'nice')",0.0965842,0.0372859,-0.0592983
18,-0.746141,-0.7473414,"('disagreeable', 'welcoming')",-0.746141,-0.7473414,-0.0012004
19,0.008758155,0.007500137,"('inhospitable', 'hospitable')",0.0087582,0.0075001,-0.0012581
20,0.5297514,0.44411677,"('rough', 'thoughtful')",0.5297514,0.4441168,-0.0856346
21,-0.76665956,-0.63199574,"('immoral', 'moral')",-0.7666596,-0.6319957,0.1346639
22,-0.8556498,-0.8304944,"('untrustworthy', 'trustworthy')",-0.8556498,-0.8304944,0.0251554
23,6.2634864,6.304467,"('insincere', 'sincere')",6.2634864,6.3044672,0.0409808
24,1.04858,1.0295838,"('dishonest', 'honest')",1.0485801,1.0295838,-0.0189963
25,1.1588641,1.0144196,"('egoistic', 'altruistic')",1.1588641,1.0144196,-0.1444445
26,1.3160679,1.1525143,"('hardhearted', 'benevolent')",1.3160679,1.1525143,-0.1635536
27,1.5153595,1.2708955,"('hardhearted', 'softhearted')",1.5153595,1.2708955,-0.244464
28,1.0896,1.0366806,"('disloyal', 'loyal')",1.0896,1.0366806,-0.0529194
29,-0.4698082,-0.617635,"('unfair', 'fair')",-0.4698082,-0.617635,-0.1478268
30,0.6778397,0.74458784,"('intolerant', 'tolerant')",0.6778397,0.7445878,0.0667481
31,-0.86192495,-0.9500977,"('evil', 'good')",-0.8619249,-0.9500977,-0.0881728
32,1.1340536,1.0647981,"('unkind', 'kind')",1.1340536,1.0647981,-0.0692555
33,-0.04861281,-0.08631535,"('wrong', 'right')",-0.0486128,-0.0863153,-0.0377025
34,4.865969,5.0091343,"('mean', 'honorable')",4.8659692,5.0091343,0.1431651
35,-0.18014385,-0.46400288,"('corrupt', 'incorrupt')",-0.1801438,-0.4640029,-0.2838591
36,0.0071737915,-0.18414533,"('hostile', 'amicable')",0.0071738,-0.1841453,-0.1913191
37,0.54267573,0.5202755,"('fake', 'genuine')",0.5426757,0.5202755,-0.0224002
38,-0.018122785,0.03416235,"('untruthful', 'truthful')",-0.0181228,0.0341623,0.0522851
39,0.30778295,0.34685388,"('exploitative', 'cooperative')",0.3077829,0.3468539,0.039071
40,-1.7383268,-1.8858056,"('stingy', 'generous')",-1.7383268,-1.8858056,-0.1474788
41,-0.16098347,-0.17259613,"('unforgiving', 'forgiving')",-0.1609835,-0.1725961,-0.0116126
42,-2.5061855,-2.4399242,"('unreliable', 'reliable')",-2.5061855,-2.4399242,0.0662613
43,0.27405116,0.41081154,"('irresponsible', 'responsible')",0.2740512,0.4108115,0.1367603
44,-1.1355283,-1.1402682,"('prejudiced', 'unprejudiced')",-1.1355283,-1.1402682,-0.0047399
45,-0.1019823,-0.15926382,"('incompetent', 'competent')",-0.1019823,-0.1592638,-0.0572815
46,-1.6130998,-1.5150232,"('uncompetitive', 'competitive')",-1.6130998,-1.5150232,0.0980766
47,5.1812763,5.3326783,"('stupid', 'smart')",5.1812763,5.3326783,0.151402
48,0.13240919,0.19476411,"('unintelligent', 'intelligent')",0.1324092,0.1947641,0.0623549
49,-0.07370793,0.034558088,"('unable', 'able')",-0.0737079,0.0345581,0.108266
50,-0.17839962,-0.23410273,"('clumsy', 'skillful')",-0.1783996,-0.2341027,-0.0557031
51,-0.3298769,-0.30914685,"('uneducated', 'educated')",-0.3298769,-0.3091469,0.02073
52,-0.1548016,-0.33136514,"('irrational', 'rational')",-0.1548016,-0.3313651,-0.1765635
53,0.02988505,-0.0026053376,"('uncreative', 'creative')",0.029885,-0.0026053,-0.0324903
54,0.76321435,0.8082881,"('incapable', 'capable')",0.7632143,0.8082881,0.0450738
55,0.14716452,0.27072328,"('incompetent', 'clever')",0.1471645,0.2707233,0.1235588
56,0.3896213,0.5158414,"('impractical', 'practical')",0.3896213,0.5158414,0.1262201
57,-3.2134004,-3.1513166,"('unimaginative', 'imaginative')",-3.2134004,-3.1513166,0.0620838
58,0.11333163,0.024976641,"('undiscriminating', 'discriminating')",0.1133316,0.0249766,-0.088355
59,-0.050763667,-0.071912125,"('foolish', 'wise')",-0.0507637,-0.0719121,-0.0211484
60,-0.3381854,-0.06815303,"('inefficient', 'efficient')",-0.3381854,-0.068153,0.2700324
61,0.3245102,0.13680471,"('illogical', 'logical')",0.3245102,0.1368047,-0.1877055
62,-0.094182305,0.11497923,"('incompetent', 'brilliant')",-0.0941823,0.1149792,0.2091615
63,-0.3019036,-0.19607067,"('unperceptive', 'insightful')",-0.3019036,-0.1960707,0.1058329
64,-7.062674,-6.977472,"('shy', 'confident')",-7.062674,-6.9774718,0.0852022
65,-0.31722102,-0.20003413,"('insecure', 'secure')",-0.317221,-0.2000341,0.1171869
66,0.0211583,-0.1233775,"('inactive', 'active')",0.0211583,-0.1233775,-0.1445358
67,-0.15420364,-0.098473445,"('doubtful', 'determined')",-0.1542036,-0.0984734,0.0557302
68,-1.2228673,-1.2090943,"('dependent', 'independent')",-1.2228673,-1.2090943,0.013773
69,-1.2101889,-1.3073597,"('lazy', 'industrious')",-1.2101889,-1.3073597,-0.0971708
70,0.54963577,0.5702111,"('lethargic', 'energetic')",0.5496358,0.5702111,0.0205753
71,0.9148946,0.93399036,"('diffident', 'self-confident')",0.9148946,0.9339904,0.0190958
72,-0.013041779,0.15301946,"('unambitious', 'ambitious')",-0.0130418,0.1530195,0.1660613
73,-2.980383,-2.9345756,"('helpless', 'self-reliant')",-2.9803829,-2.9345756,0.0458073
