,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.49207827,0.36414725,"('unsociable', 'sociable')",0.4920783,0.3641472,-0.1279311
1,1.198832,1.1738759,"('unfriendly', 'friendly')",1.198832,1.1738759,-0.0249561
2,0.11461122,0.23886359,"('unlikable', 'likable')",0.1146112,0.2388636,0.1242524
3,0.86961496,0.9660678,"('repellent', 'pleasant')",0.869615,0.9660678,0.0964528
4,-7.6622286,-7.805038,"('disliked', 'liked')",-7.6622286,-7.805038,-0.1428094
5,-0.30936834,-0.28882265,"('distant', 'outgoing')",-0.3093683,-0.2888227,0.0205456
6,0.04347096,0.068517044,"('distant', 'open')",0.043471,0.068517,0.025046
7,1.3002285,1.3292999,"('insensitive', 'sensitive')",1.3002285,1.3292999,0.0290714
8,1.1485423,1.1425068,"('unaffectionate', 'affectionate')",1.1485423,1.1425068,-0.0060355
9,1.7957294,1.7846569,"('unaffectionate', 'caring')",1.7957294,1.7846569,-0.0110725
10,0.9946623,1.066862,"('unsympathetic', 'sympathetic')",0.9946623,1.066862,0.0721997
11,1.938491,1.9914788,"('unhelpful', 'helpful')",1.938491,1.9914788,0.0529878
12,-1.3244572,-1.3525847,"('unsupportive', 'supportive')",-1.3244572,-1.3525847,-0.0281275
13,0.36169434,0.40218493,"('impolite', 'polite')",0.3616943,0.4021849,0.0404906
14,0.52498204,0.4356658,"('antisocial', 'social')",0.524982,0.4356658,-0.0893162
15,0.58528364,0.5455924,"('boring', 'funny')",0.5852836,0.5455924,-0.0396912
16,-0.7192413,-0.7004319,"('unpopular', 'popular')",-0.7192413,-0.7004319,0.0188094
17,-0.25220022,-0.19556606,"('nasty', 'nice')",-0.2522002,-0.1955661,0.0566341
18,-0.51403177,-0.43561178,"('disagreeable', 'welcoming')",-0.5140318,-0.4356118,0.07842
19,-0.6594046,-0.5953124,"('inhospitable', 'hospitable')",-0.6594046,-0.5953124,0.0640922
20,0.5261102,0.43510267,"('rough', 'thoughtful')",0.5261102,0.4351027,-0.0910075
21,0.08160846,0.24825563,"('immoral', 'moral')",0.0816085,0.2482556,0.1666471
22,-0.25962904,-0.27724284,"('untrustworthy', 'trustworthy')",-0.259629,-0.2772428,-0.0176138
23,6.500695,6.657883,"('insincere', 'sincere')",6.5006952,6.6578832,0.157188
24,1.6707921,1.6143452,"('dishonest', 'honest')",1.6707921,1.6143452,-0.0564469
25,0.59361607,0.6485498,"('egoistic', 'altruistic')",0.5936161,0.6485498,0.0549337
26,1.2763772,1.0945306,"('hardhearted', 'benevolent')",1.2763772,1.0945306,-0.1818466
27,1.632985,1.5366318,"('hardhearted', 'softhearted')",1.632985,1.5366318,-0.0963532
28,1.4675629,1.3061349,"('disloyal', 'loyal')",1.4675629,1.3061349,-0.161428
29,-0.46535558,-0.607612,"('unfair', 'fair')",-0.4653556,-0.607612,-0.1422564
30,0.87993485,0.9698019,"('intolerant', 'tolerant')",0.8799348,0.9698019,0.0898671
31,-1.5415621,-1.5663831,"('evil', 'good')",-1.5415621,-1.5663831,-0.024821
32,1.1791091,1.1193391,"('unkind', 'kind')",1.1791091,1.1193391,-0.05977
33,-0.026929844,-0.17315574,"('wrong', 'right')",-0.0269298,-0.1731557,-0.1462259
34,4.39897,4.656846,"('mean', 'honorable')",4.3989701,4.656846,0.2578759
35,-0.99483734,-1.2636236,"('corrupt', 'incorrupt')",-0.9948373,-1.2636236,-0.2687863
