,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.29641625,0.1498135,"('unsociable', 'sociable')",-0.15909226,-0.32770738,0.068662,-0.0889469,-0.1576089
1,-1.5285202,-1.6657727,"('unfriendly', 'friendly')",1.2753831,1.0220057,-0.1265686,-0.3218835,-0.1953149
2,0.72714275,0.731186,"('unlikable', 'likable')",0.6629587,0.7384507,0.6950507,0.7348183,0.0397676
3,-0.2544467,-0.16603124,"('repellent', 'pleasant')",0.03889785,0.09296314,-0.1077744,-0.0365341,0.0712403
4,-0.5829179,-0.612385,"('disliked', 'liked')",-5.3086634,-5.2358065,-2.9457908,-2.9240956,0.0216952
5,-1.626766,-1.6376988,"('distant', 'outgoing')",-0.4073109,-0.4860723,-1.0170385,-1.0618856,-0.0448471
6,-1.9793502,-1.99916,"('distant', 'open')",-0.034383092,-0.16144726,-1.0068667,-1.0803037,-0.073437
7,0.23351178,0.32296962,"('insensitive', 'sensitive')",0.4714319,0.4872067,0.3524718,0.4050882,0.0526164
8,-1.4454969,-1.4898294,"('unaffectionate', 'affectionate')",0.40948167,0.19383723,-0.5180076,-0.6479961,-0.1299885
9,-1.2870814,-1.303639,"('unaffectionate', 'caring')",0.7378957,0.61721677,-0.2745928,-0.3432111,-0.0686183
10,-0.06842033,-0.07572906,"('unsympathetic', 'sympathetic')",-0.08462983,-0.15420869,-0.0765251,-0.1149689,-0.0384438
11,0.28393236,0.26629758,"('unhelpful', 'helpful')",1.6233572,1.5794845,0.9536448,0.922891,-0.0307538
12,-0.20985757,-0.095933855,"('unsupportive', 'supportive')",-1.7535455,-1.7003596,-0.9817016,-0.8981467,0.0835549
13,0.791002,0.7246378,"('impolite', 'polite')",-0.080101095,-0.03406263,0.3554505,0.3452876,-0.0101629
14,1.444581,1.463344,"('antisocial', 'social')",0.13113561,0.13416706,0.7878583,0.7987555,0.0108972
15,0.02397371,-0.104181685,"('boring', 'funny')",0.7108569,0.6487224,0.3674153,0.2722704,-0.0951449
16,-0.5991301,-0.56741303,"('unpopular', 'popular')",0.57137996,0.60837567,-0.0138751,0.0204813,0.0343564
17,-0.32842138,-0.27661178,"('nasty', 'nice')",-0.49117762,-0.51891065,-0.4097995,-0.3977612,0.0120383
18,-0.34680012,-0.28551114,"('disagreeable', 'welcoming')",-0.57609224,-0.5892528,-0.4614462,-0.437382,0.0240642
19,-2.039794,-2.0528371,"('inhospitable', 'hospitable')",-0.6926711,-0.77735496,-1.3662325,-1.415096,-0.0488635
20,0.04098805,0.094131365,"('rough', 'thoughtful')",1.1390126,1.110337,0.5900003,0.6022342,0.0122339
21,1.1031275,1.0754075,"('immoral', 'moral')",-0.4667171,-0.42016032,0.3182052,0.3276236,0.0094184
22,0.7713659,0.7700538,"('untrustworthy', 'trustworthy')",-0.9027511,-0.91731536,-0.0656926,-0.0736308,-0.0079382
23,0.0071745533,-0.008309301,"('insincere', 'sincere')",4.8601074,4.7440486,2.433641,2.3678696,-0.0657714
24,0.1692816,0.09614163,"('dishonest', 'honest')",0.6710165,0.64000595,0.4201491,0.3680738,-0.0520753
25,-0.4512235,-0.47151762,"('egoistic', 'altruistic')",1.1946297,1.0975741,0.3717031,0.3130282,-0.0586749
26,-0.076223195,-0.14238144,"('hardhearted', 'benevolent')",1.5138582,1.347313,0.7188175,0.6024658,-0.1163517
27,-0.4707752,-0.36362332,"('hardhearted', 'softhearted')",0.9786473,0.8841724,0.2539361,0.2602745,0.0063384
28,-0.6136593,-0.7109057,"('disloyal', 'loyal')",0.69090784,0.5323449,0.0386243,-0.0892804,-0.1279047
29,-0.4850646,-0.5134925,"('unfair', 'fair')",-0.6896733,-0.825923,-0.587369,-0.6697078,-0.0823388
30,1.5039216,1.467086,"('intolerant', 'tolerant')",1.7086881,1.6570449,1.6063049,1.5620654,-0.0442395
31,-1.8595786,-1.8601388,"('evil', 'good')",-0.95988053,-1.1140136,-1.4097296,-1.4870762,-0.0773466
32,0.7653637,0.74185264,"('unkind', 'kind')",0.6743093,0.5869381,0.7198365,0.6643953,-0.0554412
33,-0.15053496,-0.22027677,"('wrong', 'right')",-0.47834653,-0.549877,-0.3144407,-0.3850769,-0.0706362
34,-0.11544095,-0.054573935,"('mean', 'honorable')",5.441088,5.491076,2.6628237,2.718251,0.0554273
35,-0.8115955,-0.8715727,"('corrupt', 'incorrupt')",-0.21976502,-0.35198817,-0.5156803,-0.6117804,-0.0961001
36,-2.0463831,-2.1214297,"('hostile', 'amicable')",-0.062690966,-0.2932422,-1.0545371,-1.2073359,-0.1527988
37,0.025418237,0.03347627,"('fake', 'genuine')",0.22898802,0.22433758,0.1272031,0.1289069,0.0017038
38,-0.3507268,-0.38490182,"('untruthful', 'truthful')",-0.1296622,-0.107657425,-0.2401945,-0.2462796,-0.0060851
39,0.7399189,0.7337955,"('exploitative', 'cooperative')",0.15474978,0.12485219,0.4473343,0.4293239,-0.0180104
40,0.08121879,0.15721524,"('stingy', 'generous')",-0.8403991,-0.8139933,-0.3795902,-0.328389,0.0512012
41,0.7306033,0.7157323,"('unforgiving', 'forgiving')",0.2925455,0.20747896,0.5115744,0.4616056,-0.0499688
42,0.5610694,0.6345488,"('unreliable', 'reliable')",-2.5927498,-2.4549327,-1.0158402,-0.910192,0.1056482
43,0.12151888,0.11844116,"('irresponsible', 'responsible')",0.34504178,0.25987232,0.2332803,0.1891567,-0.0441236
44,0.2158488,0.23303877,"('prejudiced', 'unprejudiced')",-1.4249866,-1.3916632,-0.6045689,-0.5793122,0.0252567
45,0.21213204,0.23931476,"('incompetent', 'competent')",0.41069326,0.30744594,0.3114126,0.2733803,-0.0380323
46,0.2938116,0.30688965,"('uncompetitive', 'competitive')",-0.41605142,-0.3968311,-0.0611199,-0.0449707,0.0161492
47,0.8074929,0.85563874,"('stupid', 'smart')",5.0663257,5.0392118,2.9369092,2.9474254,0.0105162
48,0.4313319,0.42586863,"('unintelligent', 'intelligent')",0.9650874,0.92681926,0.6982096,0.6763439,-0.0218657
49,-0.2033946,-0.04968945,"('unable', 'able')",-0.2788157,-0.14750531,-0.2411051,-0.0985974,0.1425077
50,-0.19293174,-0.11625472,"('clumsy', 'skillful')",-0.06015362,-0.0521615,-0.1265427,-0.0842081,0.0423346
51,0.04924536,-0.027062036,"('uneducated', 'educated')",0.5422973,0.51450014,0.2957713,0.2437191,-0.0520522
52,-0.94651747,-1.1239717,"('irrational', 'rational')",-0.0683709,-0.2435422,-0.5074442,-0.6837569,-0.1763127
53,-1.796484,-1.8085024,"('uncreative', 'creative')",0.6535758,0.58598155,-0.5714541,-0.6112604,-0.0398063
54,-0.7946196,-0.8469907,"('incapable', 'capable')",0.84924054,0.8166169,0.0273105,-0.0151869,-0.0424974
55,0.78828084,0.8448528,"('incompetent', 'clever')",0.5153805,0.49672714,0.6518307,0.67079,0.0189593
56,1.0836202,1.0024632,"('impractical', 'practical')",0.5587123,0.55090344,0.8211663,0.7766833,-0.044483
57,-0.7673731,-0.8745463,"('unimaginative', 'imaginative')",-1.8488045,-1.9777155,-1.3080888,-1.4261309,-0.1180421
58,-0.16637978,-0.23229876,"('undiscriminating', 'discriminating')",0.11155768,-0.0024780855,-0.0274111,-0.1173884,-0.0899773
