,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
35,0.6619146,0.5370514,"('corrupt', 'incorrupt')",0.6619146,0.5370514,-0.1248632
36,-0.019144172,-0.054467775,"('hostile', 'amicable')",-0.0191442,-0.0544678,-0.0353236
37,0.5477776,0.47138137,"('fake', 'genuine')",0.5477776,0.4713814,-0.0763962
38,-0.3930123,-0.42212576,"('untruthful', 'truthful')",-0.3930123,-0.4221258,-0.0291135
39,0.48957828,0.49473184,"('exploitative', 'cooperative')",0.4895783,0.4947318,0.0051535
40,-0.6391621,-0.72789407,"('stingy', 'generous')",-0.6391621,-0.7278941,-0.088732
41,-0.08899282,-0.0901105,"('unforgiving', 'forgiving')",-0.0889928,-0.0901105,-0.0011177
42,-0.3792428,-0.32016516,"('unreliable', 'reliable')",-0.3792428,-0.3201652,0.0590776
43,-0.04569123,-0.07167298,"('irresponsible', 'responsible')",-0.0456912,-0.071673,-0.0259818
44,0.065947704,0.20020394,"('prejudiced', 'unprejudiced')",0.0659477,0.2002039,0.1342562
45,-0.58234537,-0.48421583,"('incompetent', 'competent')",-0.5823454,-0.4842158,0.0981296
46,-1.038014,-0.99073637,"('uncompetitive', 'competitive')",-1.0380141,-0.9907364,0.0472777
47,1.2269018,1.2838565,"('stupid', 'smart')",1.2269018,1.2838565,0.0569547
48,-0.43753693,-0.42336798,"('unintelligent', 'intelligent')",-0.4375369,-0.423368,0.0141689
49,-0.4475531,-0.27999398,"('unable', 'able')",-0.4475531,-0.279994,0.1675591
50,0.022473574,-0.08598761,"('clumsy', 'skillful')",0.0224736,-0.0859876,-0.1084612
51,-1.1100762,-1.1626616,"('uneducated', 'educated')",-1.1100762,-1.1626616,-0.0525854
52,-0.91416943,-1.0210267,"('irrational', 'rational')",-0.9141694,-1.0210267,-0.1068573
53,-1.6931186,-1.8161378,"('uncreative', 'creative')",-1.6931186,-1.8161378,-0.1230192
54,-0.77287084,-0.85283226,"('incapable', 'capable')",-0.7728708,-0.8528323,-0.0799615
55,-0.6530294,-0.58112985,"('incompetent', 'clever')",-0.6530294,-0.5811298,0.0718996
56,0.24955644,0.2844002,"('impractical', 'practical')",0.2495564,0.2844002,0.0348438
57,-1.8278219,-1.8676897,"('unimaginative', 'imaginative')",-1.8278219,-1.8676897,-0.0398678
58,-0.18914758,-0.24284986,"('undiscriminating', 'discriminating')",-0.1891476,-0.2428499,-0.0537023
59,-0.34930077,-0.40507984,"('foolish', 'wise')",-0.3493008,-0.4050798,-0.055779
60,0.09824725,0.14439483,"('inefficient', 'efficient')",0.0982473,0.1443948,0.0461475
61,-0.43783185,-0.5743864,"('illogical', 'logical')",-0.4378318,-0.5743864,-0.1365546
62,-0.31686997,-0.22312589,"('incompetent', 'brilliant')",-0.31687,-0.2231259,0.0937441
63,-0.5306756,-0.49587375,"('unperceptive', 'insightful')",-0.5306756,-0.4958737,0.0348019
64,-2.2714229,-2.2695832,"('shy', 'confident')",-2.2714229,-2.2695832,0.0018397
65,-0.36932006,-0.40913403,"('insecure', 'secure')",-0.3693201,-0.409134,-0.0398139
66,-0.8217903,-0.920374,"('inactive', 'active')",-0.8217903,-0.920374,-0.0985837
67,0.07222616,0.12253535,"('doubtful', 'determined')",0.0722262,0.1225353,0.0503091
68,-0.5565891,-0.45092523,"('dependent', 'independent')",-0.5565891,-0.4509252,0.1056639
69,0.6679497,0.6346878,"('lazy', 'industrious')",0.6679497,0.6346878,-0.0332619
70,-0.31949183,-0.34263685,"('lethargic', 'energetic')",-0.3194918,-0.3426369,-0.0231451
71,0.47176012,0.41401905,"('diffident', 'self-confident')",0.4717601,0.414019,-0.0577411
72,-0.44556177,-0.49148124,"('unambitious', 'ambitious')",-0.4455618,-0.4914812,-0.0459194
73,-0.46901837,-0.5039739,"('helpless', 'self-reliant')",-0.4690184,-0.5039739,-0.0349555
74,0.1189177,0.024976656,"('undedicated', 'dedicated')",0.1189177,0.0249767,-0.093941
75,0.10945606,0.21303165,"('meek', 'impulsive')",0.1094561,0.2130316,0.1035755
76,-0.18649149,-0.10695623,"('anxious', 'daring')",-0.1864915,-0.1069562,0.0795353
77,-1.5835996,-1.4562596,"('unmotivated', 'motivated')",-1.5835996,-1.4562596,0.12734
78,-0.028158993,-0.07571167,"('nonresilient', 'resilient')",-0.028159,-0.0757117,-0.0475527
79,-0.3062804,-0.27653402,"('wavering', 'unwavering')",-0.3062804,-0.276534,0.0297464
80,-0.45772725,-0.5258324,"('dominated', 'dominating')",-0.4577273,-0.5258324,-0.0681051
81,-1.2873492,-1.2087755,"('submissive', 'aggressive')",-1.2873492,-1.2087755,0.0785737
82,0.95484537,0.9863864,"('poor', 'rich')",0.9548454,0.9863864,0.031541
83,-0.61889887,-0.60633326,"('powerless', 'powerful')",-0.6188989,-0.6063333,0.0125656
84,0.34804592,0.28946486,"('inferior', 'superior')",0.3480459,0.2894649,-0.058581
85,-0.078107946,-0.115984246,"('insignificant', 'prestigious')",-0.0781079,-0.1159842,-0.0378763
86,-1.714268,-1.8294113,"('uninfluential', 'influential')",-1.714268,-1.8294113,-0.1151433
87,-0.3256909,-0.38900876,"('unsuccessful', 'successful')",-0.3256909,-0.3890088,-0.0633179
88,-0.30705416,-0.40544713,"('low', 'eminent')",-0.3070542,-0.4054471,-0.0983929
