,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
0,-0.36174756,-0.38536778,"('unsociable', 'sociable')",-0.3617476,-0.3853678,-0.0236202
1,-0.6035944,-0.8280375,"('unfriendly', 'friendly')",-0.6035944,-0.8280375,-0.2244431
2,0.25136897,0.20729071,"('unlikable', 'likable')",0.251369,0.2072907,-0.0440783
3,-0.90811974,-0.7482886,"('repellent', 'pleasant')",-0.9081197,-0.7482886,0.1598311
4,-1.9368584,-1.946062,"('disliked', 'liked')",-1.9368584,-1.946062,-0.0092036
5,-0.56325746,-0.5287325,"('distant', 'outgoing')",-0.5632575,-0.5287325,0.034525
6,-0.59960145,-0.590466,"('distant', 'open')",-0.5996014,-0.590466,0.0091354
7,-0.51733816,-0.5426284,"('insensitive', 'sensitive')",-0.5173382,-0.5426284,-0.0252902
8,-0.2980631,-0.486913,"('unaffectionate', 'affectionate')",-0.2980631,-0.486913,-0.1888499
9,-0.47195578,-0.6175796,"('unaffectionate', 'caring')",-0.4719558,-0.6175796,-0.1456238
10,-1.1879227,-1.2159119,"('unsympathetic', 'sympathetic')",-1.1879227,-1.2159119,-0.0279892
11,-0.22339663,-0.22766422,"('unhelpful', 'helpful')",-0.2233966,-0.2276642,-0.0042676
12,-1.090999,-1.0454775,"('unsupportive', 'supportive')",-1.090999,-1.0454775,0.0455215
13,-0.65362525,-0.728504,"('impolite', 'polite')",-0.6536252,-0.728504,-0.0748788
14,-0.036683775,-0.05988722,"('antisocial', 'social')",-0.0366838,-0.0598872,-0.0232034
15,0.24264126,0.09161441,"('boring', 'funny')",0.2426413,0.0916144,-0.1510269
16,-0.16956156,-0.12285632,"('unpopular', 'popular')",-0.1695616,-0.1228563,0.0467053
17,-0.7249203,-0.57236356,"('nasty', 'nice')",-0.7249203,-0.5723636,0.1525567
18,-0.6530638,-0.64950913,"('disagreeable', 'welcoming')",-0.6530638,-0.6495091,0.0035547
19,-1.1161724,-1.0507592,"('inhospitable', 'hospitable')",-1.1161724,-1.0507592,0.0654132
20,0.45731527,0.42900518,"('rough', 'thoughtful')",0.4573153,0.4290052,-0.0283101
21,-0.8142568,-0.7232491,"('immoral', 'moral')",-0.8142568,-0.7232491,0.0910077
22,-0.07856945,-0.12790713,"('untrustworthy', 'trustworthy')",-0.0785694,-0.1279071,-0.0493377
23,0.84091395,0.80470186,"('insincere', 'sincere')",0.840914,0.8047019,-0.0362121
24,-0.3575559,-0.5133142,"('dishonest', 'honest')",-0.3575559,-0.5133142,-0.1557583
25,-0.124107696,-0.2803026,"('egoistic', 'altruistic')",-0.1241077,-0.2803026,-0.1561949
26,1.1594625,0.87867033,"('hardhearted', 'benevolent')",1.1594625,0.8786703,-0.2807922
27,0.76399416,0.6227827,"('hardhearted', 'softhearted')",0.7639942,0.6227827,-0.1412115
28,-0.4730048,-0.73665124,"('disloyal', 'loyal')",-0.4730048,-0.7366512,-0.2636464
29,0.0831597,0.05559534,"('unfair', 'fair')",0.0831597,0.0555953,-0.0275644
30,0.12226208,0.08689515,"('intolerant', 'tolerant')",0.1222621,0.0868952,-0.0353669
31,-0.8328368,-0.7049821,"('evil', 'good')",-0.8328368,-0.7049821,0.1278547
32,-0.017237604,-0.20867115,"('unkind', 'kind')",-0.0172376,-0.2086712,-0.1914336
33,-0.0684519,-0.13404006,"('wrong', 'right')",-0.0684519,-0.1340401,-0.0655882
34,1.5530497,1.714839,"('mean', 'honorable')",1.5530497,1.714839,0.1617893
