,addition_male,addition_female,tuple,average_male,average_female,female-male
0,-0.21646768,-0.2712881,"('unsociable', 'sociable')",-0.2164677,-0.2712881,-0.0548204
1,0.8413761,0.63192993,"('unfriendly', 'friendly')",0.8413761,0.6319299,-0.2094462
2,-0.13383326,-0.07708593,"('unlikable', 'likable')",-0.1338333,-0.0770859,0.0567474
3,0.5278074,0.48401597,"('repellent', 'pleasant')",0.5278074,0.484016,-0.0437914
4,-7.0034146,-7.197865,"('disliked', 'liked')",-7.0034146,-7.197865,-0.1944504
5,-0.9823328,-1.083688,"('distant', 'outgoing')",-0.9823328,-1.083688,-0.1013552
6,-0.55596936,-0.7057819,"('distant', 'open')",-0.5559694,-0.7057819,-0.1498125
7,0.884702,0.97110623,"('insensitive', 'sensitive')",0.884702,0.9711062,0.0864042
8,0.85019624,0.7046481,"('unaffectionate', 'affectionate')",0.8501962,0.7046481,-0.1455481
9,1.2230585,1.2652054,"('unaffectionate', 'caring')",1.2230585,1.2652054,0.0421469
10,1.0015893,1.0493108,"('unsympathetic', 'sympathetic')",1.0015893,1.0493108,0.0477215
11,1.8536103,1.9991838,"('unhelpful', 'helpful')",1.8536103,1.9991838,0.1455735
12,-1.731433,-1.6986238,"('unsupportive', 'supportive')",-1.731433,-1.6986238,0.0328092
13,-0.28736243,-0.30906177,"('impolite', 'polite')",-0.2873624,-0.3090618,-0.0216994
14,0.09460853,0.06750327,"('antisocial', 'social')",0.0946085,0.0675033,-0.0271052
15,0.035524357,-0.027819116,"('boring', 'funny')",0.0355244,-0.0278191,-0.0633435
16,-0.711306,-0.74725527,"('unpopular', 'popular')",-0.711306,-0.7472553,-0.0359493
17,-0.4011233,-0.32938316,"('nasty', 'nice')",-0.4011233,-0.3293832,0.0717401
18,-0.33089712,-0.52248895,"('disagreeable', 'welcoming')",-0.3308971,-0.522489,-0.1915919
19,-0.80532646,-0.90380204,"('inhospitable', 'hospitable')",-0.8053265,-0.903802,-0.0984755
20,1.2450544,1.1512685,"('rough', 'thoughtful')",1.2450544,1.1512685,-0.0937859
21,-0.35990492,-0.31258965,"('immoral', 'moral')",-0.3599049,-0.3125896,0.0473153
22,-0.39247575,-0.4851319,"('untrustworthy', 'trustworthy')",-0.3924758,-0.4851319,-0.0926561
23,5.9680285,5.9995265,"('insincere', 'sincere')",5.9680285,5.9995265,0.031498
24,1.5325283,1.4189221,"('dishonest', 'honest')",1.5325283,1.4189221,-0.1136062
25,0.90992546,0.79497963,"('egoistic', 'altruistic')",0.9099255,0.7949796,-0.1149459
26,0.7066515,0.6710186,"('hardhearted', 'benevolent')",0.7066515,0.6710186,-0.0356329
27,1.7983065,1.6619362,"('hardhearted', 'softhearted')",1.7983065,1.6619362,-0.1363703
28,0.99924546,0.97314095,"('disloyal', 'loyal')",0.9992455,0.973141,-0.0261045
29,-1.0569705,-1.2406493,"('unfair', 'fair')",-1.0569705,-1.2406493,-0.1836788
30,0.84903383,0.8082727,"('intolerant', 'tolerant')",0.8490338,0.8082727,-0.0407611
31,-1.425384,-1.547146,"('evil', 'good')",-1.425384,-1.547146,-0.121762
32,1.0703232,1.00198,"('unkind', 'kind')",1.0703232,1.0019799,-0.0683433
33,-0.69260955,-0.7525054,"('wrong', 'right')",-0.6926095,-0.7525054,-0.0598959
34,4.6633897,4.889437,"('mean', 'honorable')",4.6633897,4.8894372,0.2260475
35,-0.42320958,-0.6041537,"('corrupt', 'incorrupt')",-0.4232096,-0.6041537,-0.1809441
36,-0.6330429,-0.74761754,"('hostile', 'amicable')",-0.6330429,-0.7476175,-0.1145746
37,1.0472978,0.9576138,"('fake', 'genuine')",1.0472978,0.9576138,-0.089684
38,-0.24530868,-0.23674808,"('untruthful', 'truthful')",-0.2453087,-0.2367481,0.0085606
