,church_male,church_female,tuple,&_male,&_female,dwight_male,dwight_female,inc_male,inc_female,average_male,average_female,female-male
0,0.7099714,0.5239716,"('unsociable', 'sociable')",0.49718514,0.31770635,0.36622944,0.40723163,-0.098377936,-0.3907591,0.368752,0.2145376,-0.1542144
1,0.042111836,0.15138781,"('unfriendly', 'friendly')",-1.0013249,-0.8326387,0.59261394,0.6124109,1.8852428,1.7600967,0.3796609,0.4228142,0.0431533
2,-0.32960832,-0.2016111,"('unlikable', 'likable')",0.7619245,0.8972627,0.08783462,0.20967871,0.33621243,0.4196181,0.2140908,0.3312371,0.1171463
3,0.2987122,0.38792163,"('repellent', 'pleasant')",0.23254123,0.39007708,-0.9532493,-0.8447517,0.39630628,0.4844575,-0.0064224,0.1044261,0.1108485
4,-0.3426216,-0.35697284,"('disliked', 'liked')",-0.058339506,-0.06757942,-0.54179674,-0.5838509,-6.1513567,-6.056792,-1.7735286,-1.7662988,0.0072298
5,-0.807829,-0.65834314,"('distant', 'outgoing')",-0.75421184,-0.50850016,0.4226017,0.48536083,-0.27752724,-0.11206543,-0.3542416,-0.198387,0.1558546
6,-0.25478068,-0.04220134,"('distant', 'open')",-0.5625796,-0.24665627,0.46115232,0.5355884,0.26794878,0.41931412,-0.0220648,0.1665112,0.188576
7,1.4969896,1.4728616,"('insensitive', 'sensitive')",0.8173538,0.9898001,-0.026279055,-0.0007688459,1.037777,0.9235889,0.8314604,0.8463705,0.0149101
8,-0.5797386,-0.51587915,"('unaffectionate', 'affectionate')",-1.2945347,-1.1055452,0.56380427,0.51783115,0.6879148,0.66462386,-0.1556386,-0.1097423,0.0458963
9,0.44499838,0.55811423,"('unaffectionate', 'caring')",-0.72101897,-0.5444682,0.8071934,0.7785849,1.2090652,1.2134855,0.4350595,0.5014291,0.0663696
10,0.5961093,0.503195,"('unsympathetic', 'sympathetic')",0.3750398,0.3940664,-0.3873902,-0.374815,0.43974707,0.26469514,0.2558765,0.1967854,-0.0590911
11,0.83645105,0.8130797,"('unhelpful', 'helpful')",0.32161236,0.55325216,0.36162803,0.44435877,2.4646084,2.4660957,0.996075,1.0691966,0.0731216
12,1.6687808,1.8109729,"('unsupportive', 'supportive')",0.5812338,0.946211,1.639484,1.7696677,-1.2550994,-1.1803075,0.6585999,0.8366361,0.1780362
13,0.25275144,0.1952508,"('impolite', 'polite')",-0.20782307,-0.23548733,0.5861444,0.6642057,-0.22831129,-0.43481004,0.1006904,0.0472898,-0.0534006
14,0.18132836,-0.0065645985,"('antisocial', 'social')",1.0033169,0.7976216,-0.35122955,-0.24306844,-0.8360237,-0.9074161,-0.000652,-0.0898569,-0.0892049
15,-0.8124231,-0.8070691,"('boring', 'funny')",0.29473525,0.14808744,-0.40293962,-0.35507348,0.044713475,0.034807444,-0.2189785,-0.2448119,-0.0258334
16,-1.3660043,-1.26368,"('unpopular', 'popular')",-0.48082858,-0.4549953,-1.6889845,-1.707061,0.045788378,0.06567939,-0.8725073,-0.8400143,0.032493
17,0.94379395,0.8937519,"('nasty', 'nice')",0.45669204,0.52935356,-0.11566555,-0.05523988,-0.46217775,-0.33417273,0.2056607,0.2584232,0.0527625
18,-0.27244484,-0.10578474,"('disagreeable', 'welcoming')",0.2731883,0.5742661,0.8135756,0.7793025,-0.28114858,-0.25312084,0.1332926,0.2486657,0.1153731
19,0.4258516,0.5322981,"('inhospitable', 'hospitable')",-0.8932052,-0.6084162,0.74904966,0.78857774,0.10351296,0.21813865,0.0963023,0.2326496,0.1363473
20,-0.27709252,-0.29109383,"('rough', 'thoughtful')",0.74665666,0.77526116,-1.0322169,-1.0360861,0.9089607,0.89689296,0.086577,0.0862436,-0.0003334
21,1.9040873,1.8754293,"('immoral', 'moral')",1.2026882,1.2455769,-0.8907447,-0.79870313,-0.64444345,-0.58995575,0.3928968,0.4330868,0.04019
22,0.9352742,0.795007,"('untrustworthy', 'trustworthy')",0.7064224,0.79104775,-0.024746204,-0.023852102,-1.0181388,-1.0387228,0.1497029,0.13087,-0.0188329
23,2.557141,2.595798,"('insincere', 'sincere')",-0.31732813,-0.060041636,1.2956818,1.3831052,6.0892644,5.8913555,2.4061899,2.4525542,0.0463643
24,1.3447788,1.280654,"('dishonest', 'honest')",-0.0014946088,0.16134219,0.7063163,0.67180604,0.9935923,0.90709215,0.7607982,0.7552236,-0.0055746
25,-0.5904173,-0.5449059,"('egoistic', 'altruistic')",-0.92577296,-0.9678401,0.91843706,0.89837945,1.062747,1.0558317,0.1162484,0.1103663,-0.0058821
26,1.0432718,0.9364551,"('hardhearted', 'benevolent')",1.8856355,1.6168864,2.508586,2.403321,1.7675605,1.6890006,1.8012635,1.6614157,-0.1398478
27,1.0640974,1.1535264,"('hardhearted', 'softhearted')",-0.21250951,0.11458276,0.80042833,0.799908,1.4021391,1.3608161,0.7635388,0.8572084,0.0936696
28,0.7541725,0.7110905,"('disloyal', 'loyal')",0.24140966,0.12893656,-0.2533254,-0.29458997,1.0962851,0.8865243,0.4596355,0.3579904,-0.1016451
29,0.37864673,0.4513866,"('unfair', 'fair')",0.06570578,0.030235313,-0.7590319,-0.72803843,-0.42002052,-0.5416559,-0.183675,-0.1970181,-0.0133431
30,-0.54958874,-0.6578998,"('intolerant', 'tolerant')",0.23266184,0.4301508,0.47808588,0.5791561,1.5068891,1.4408652,0.417012,0.4480681,0.0310561
31,-2.2827907,-2.1630604,"('evil', 'good')",-0.99906445,-0.9013517,-0.7053763,-0.7291962,-1.2000252,-1.1069076,-1.2968142,-1.2251289,0.0716853
