,realty_male,realty_female,tuple,income_male,income_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8572227,-1.0463632,"('unsociable', 'sociable')",1.0045731,0.92470026,0.10522066,0.041642867,0.0841904,-0.0266734,-0.1108638
1,-0.9586273,-0.86981434,"('unfriendly', 'friendly')",-0.1270966,-0.044261757,1.6123415,1.6657735,0.1755392,0.2505658,0.0750266
2,0.68692464,0.7316739,"('unlikable', 'likable')",1.1431016,1.148875,0.8582211,0.83118474,0.8960824,0.9039113,0.0078289
3,-0.56732523,-0.48324856,"('repellent', 'pleasant')",0.38312337,0.5124849,1.0618397,1.1108158,0.292546,0.3800174,0.0874714
4,0.30264744,0.40222597,"('disliked', 'liked')",-0.16021192,-0.048045322,-7.1551743,-7.120348,-2.3375796,-2.2553891,0.0821905
5,-0.19651411,0.028829519,"('distant', 'outgoing')",-0.6314184,-0.49297234,-0.78846085,-0.5730706,-0.5387978,-0.3457378,0.19306
6,-0.43606484,-0.15544279,"('distant', 'open')",-1.3191574,-1.1541077,-0.78402185,-0.5425863,-0.8464147,-0.617379,0.2290357
7,-0.33397558,-0.30071118,"('insensitive', 'sensitive')",1.4008096,1.507706,0.9406355,1.0166081,0.6691566,0.741201,0.0720444
8,-0.374493,-0.32612237,"('unaffectionate', 'affectionate')",-0.24962224,-0.16841274,1.0548083,1.1088917,0.1435643,0.2047855,0.0612212
9,-0.3606766,-0.2819956,"('unaffectionate', 'caring')",0.8556247,1.0195135,1.6379168,1.800405,0.710955,0.8459743,0.1350193
10,-1.4238299,-1.5932772,"('unsympathetic', 'sympathetic')",1.1351423,1.1086372,0.12637648,0.122061424,-0.0541037,-0.1208595,-0.0667558
11,0.0026115486,-0.12176746,"('unhelpful', 'helpful')",1.5480369,1.5756198,2.55147,2.604648,1.3673728,1.3528334,-0.0145394
12,0.28778622,0.41853848,"('unsupportive', 'supportive')",1.8690939,2.0721636,-1.6324577,-1.5028899,0.1748075,0.3292708,0.1544633
13,-0.09930587,-0.33642215,"('impolite', 'polite')",1.0088747,0.85999805,-0.07592919,-0.16008133,0.2778799,0.1211649,-0.156715
14,0.23727463,0.1410424,"('antisocial', 'social')",1.8333397,1.8157983,0.25871944,0.15282393,0.7764446,0.7032215,-0.0732231
15,0.92439836,0.82810235,"('boring', 'funny')",0.39017844,0.3127941,-0.0024693012,-0.037805192,0.4373692,0.3676971,-0.0696721
16,-0.049580485,0.005378101,"('unpopular', 'popular')",-1.519066,-1.4372911,-0.086115286,-0.017718881,-0.5515872,-0.4832106,0.0683766
17,0.72042656,0.8065041,"('nasty', 'nice')",1.192592,1.1566083,-0.33683643,-0.29947922,0.525394,0.5545444,0.0291504
18,-0.112072915,0.050845448,"('disagreeable', 'welcoming')",-0.683851,-0.5658636,-0.6941793,-0.5895982,-0.4967011,-0.3682055,0.1284956
19,-0.7493494,-0.6711181,"('inhospitable', 'hospitable')",-0.434884,-0.45041138,-0.34249818,-0.22683749,-0.5089105,-0.4494557,0.0594548
20,-0.47321615,-0.37917563,"('rough', 'thoughtful')",0.004846785,0.046523552,0.168916,0.23403779,-0.0998178,-0.0328714,0.0669464
21,0.18768491,0.0004609793,"('immoral', 'moral')",2.392067,2.2904418,0.06626768,0.09289325,0.8820066,0.7945987,-0.0874079
22,-0.93920726,-0.8938631,"('untrustworthy', 'trustworthy')",0.04657258,0.08217083,-0.43505606,-0.31843153,-0.4425636,-0.3767079,0.0658557
23,0.13350652,9.67551e-06,"('insincere', 'sincere')",1.9212358,1.8873166,7.0578628,7.055036,3.037535,2.9807873,-0.0567477
24,-0.3118046,-0.2396781,"('dishonest', 'honest')",1.5835335,1.6344244,1.3586062,1.4480075,0.8767784,0.9475846,0.0708062
25,0.22315241,0.2996475,"('egoistic', 'altruistic')",-0.31915373,-0.23996979,1.2229322,1.238282,0.3756437,0.4326532,0.0570095
26,1.1104517,0.9881281,"('hardhearted', 'benevolent')",2.055694,2.082688,1.8404089,1.6759524,1.6688515,1.5822563,-0.0865952
27,-0.50069517,-0.3522798,"('hardhearted', 'softhearted')",1.2093897,1.3443118,1.1386031,1.1758007,0.6157659,0.722611,0.1068451
28,-0.38887653,-0.56784576,"('disloyal', 'loyal')",0.71644557,0.66961956,1.2872771,1.2840383,0.538282,0.4619373,-0.0763447
29,-0.9596899,-0.84984446,"('unfair', 'fair')",-1.676771,-1.585529,-0.649724,-0.70675915,-1.095395,-1.0473775,0.0480175
30,0.115291454,0.019274097,"('intolerant', 'tolerant')",1.8097569,1.7643557,0.9115908,0.8927558,0.9455464,0.8921285,-0.0534179
31,-0.5426653,-0.2612976,"('evil', 'good')",-2.6660404,-2.500223,-1.394275,-1.3210965,-1.5343269,-1.3608724,0.1734545
