,nursery_male,nursery_female,tuple,average_male,average_female,female-male
0,-0.15406041,-0.16530003,"('unsociable', 'sociable')",-0.1540604,-0.1653,-0.0112396
1,1.8812525,1.852659,"('unfriendly', 'friendly')",1.8812525,1.852659,-0.0285935
2,0.39442945,0.5026757,"('unlikable', 'likable')",0.3944294,0.5026757,0.1082463
3,-0.7218576,-0.62382835,"('repellent', 'pleasant')",-0.7218576,-0.6238284,0.0980292
4,-6.8780794,-6.941988,"('disliked', 'liked')",-6.8780794,-6.941988,-0.0639086
5,-0.1441785,-0.18162689,"('distant', 'outgoing')",-0.1441785,-0.1816269,-0.0374484
6,0.35445955,0.33398372,"('distant', 'open')",0.3544596,0.3339837,-0.0204759
7,0.68970406,0.7928606,"('insensitive', 'sensitive')",0.6897041,0.7928606,0.1031565
8,1.9332035,1.879991,"('unaffectionate', 'affectionate')",1.9332035,1.8799911,-0.0532124
9,2.329941,2.3000512,"('unaffectionate', 'caring')",2.329941,2.3000512,-0.0298898
10,0.312727,0.39379674,"('unsympathetic', 'sympathetic')",0.312727,0.3937967,0.0810697
11,1.6203066,1.6616812,"('unhelpful', 'helpful')",1.6203066,1.6616812,0.0413746
12,-1.3117957,-1.2650777,"('unsupportive', 'supportive')",-1.3117957,-1.2650777,0.046718
13,-0.23189893,-0.2282593,"('impolite', 'polite')",-0.2318989,-0.2282593,0.0036396
14,-0.19683455,-0.16197598,"('antisocial', 'social')",-0.1968345,-0.161976,0.0348585
15,1.0363231,0.98649997,"('boring', 'funny')",1.0363231,0.9865,-0.0498231
16,-0.25939178,-0.27039,"('unpopular', 'popular')",-0.2593918,-0.27039,-0.0109982
17,-0.1069324,-0.17546318,"('nasty', 'nice')",-0.1069324,-0.1754632,-0.0685308
18,-0.33767432,-0.3757147,"('disagreeable', 'welcoming')",-0.3376743,-0.3757147,-0.0380404
19,-0.18104547,-0.1587794,"('inhospitable', 'hospitable')",-0.1810455,-0.1587794,0.0222661
20,0.45884645,0.46677935,"('rough', 'thoughtful')",0.4588464,0.4667794,0.007933
21,-0.5743214,-0.41898605,"('immoral', 'moral')",-0.5743214,-0.4189861,0.1553353
22,-1.2514911,-1.1430693,"('untrustworthy', 'trustworthy')",-1.2514911,-1.1430693,0.1084218
