,discretion_male,discretion_female,tuple,average_male,average_female,female-male
66,0.19002709,0.073431,"('inactive', 'active')",0.1900271,0.073431,-0.1165961
67,-0.8253886,-0.940734,"('doubtful', 'determined')",-0.8253886,-0.940734,-0.1153454
68,-0.3682903,-0.32294327,"('dependent', 'independent')",-0.3682903,-0.3229433,0.045347
69,-1.3131676,-1.4175295,"('lazy', 'industrious')",-1.3131676,-1.4175295,-0.1043619
70,1.6058626,1.3952428,"('lethargic', 'energetic')",1.6058626,1.3952428,-0.2106198
71,-0.19597733,0.14111495,"('diffident', 'self-confident')",-0.1959773,0.141115,0.3370923
72,0.40062565,0.5149728,"('unambitious', 'ambitious')",0.4006256,0.5149728,0.1143472
73,-3.0889552,-2.9346209,"('helpless', 'self-reliant')",-3.0889552,-2.9346209,0.1543343
74,0.5726703,0.38014197,"('undedicated', 'dedicated')",0.5726703,0.380142,-0.1925283
75,-0.3879954,-0.3681576,"('meek', 'impulsive')",-0.3879954,-0.3681576,0.0198378
76,0.36142102,0.29287273,"('anxious', 'daring')",0.361421,0.2928727,-0.0685483
77,-1.1746516,-1.21265,"('unmotivated', 'motivated')",-1.1746516,-1.2126499,-0.0379983
78,-0.7096922,-0.5475771,"('nonresilient', 'resilient')",-0.7096922,-0.5475771,0.1621151
79,0.5094177,0.55430996,"('wavering', 'unwavering')",0.5094177,0.55431,0.0448923
80,-0.3873578,-0.50786,"('dominated', 'dominating')",-0.3873578,-0.50786,-0.1205022
81,0.08680439,-0.048156828,"('submissive', 'aggressive')",0.0868044,-0.0481568,-0.1349612
82,6.7555575,7.162764,"('poor', 'rich')",6.7555575,7.1627641,0.4072066
83,-1.0669875,-1.1891013,"('powerless', 'powerful')",-1.0669875,-1.1891013,-0.1221138
84,0.98235816,0.8225537,"('inferior', 'superior')",0.9823582,0.8225537,-0.1598045
85,-1.0610095,-0.87548053,"('insignificant', 'prestigious')",-1.0610095,-0.8754805,0.185529
86,0.096980095,0.102435686,"('uninfluential', 'influential')",0.0969801,0.1024357,0.0054556
87,-0.19782029,-0.03919477,"('unsuccessful', 'successful')",-0.1978203,-0.0391948,0.1586255
88,0.07610976,0.11038304,"('low', 'eminent')",0.0761098,0.110383,0.0342732
