,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.5178369,-0.78963166,"('unsociable', 'sociable')",-0.5178369,-0.7896317,-0.2717948
1,1.5805417,1.800708,"('unfriendly', 'friendly')",1.5805417,1.8007081,0.2201664
2,0.15576914,0.20945773,"('unlikable', 'likable')",0.1557691,0.2094577,0.0536886
3,0.50053746,0.6085355,"('repellent', 'pleasant')",0.5005375,0.6085355,0.107998
4,-7.051328,-7.1948905,"('disliked', 'liked')",-7.0513282,-7.1948905,-0.1435623
5,-0.49153087,-0.10233021,"('distant', 'outgoing')",-0.4915309,-0.1023302,0.3892007
6,0.12441729,0.4063579,"('distant', 'open')",0.1244173,0.4063579,0.2819406
7,1.3952683,1.3032409,"('insensitive', 'sensitive')",1.3952683,1.3032409,-0.0920274
8,1.1177878,1.3828208,"('unaffectionate', 'affectionate')",1.1177878,1.3828208,0.265033
9,1.6597824,1.8606523,"('unaffectionate', 'caring')",1.6597824,1.8606523,0.2008699
10,0.8184303,0.80961895,"('unsympathetic', 'sympathetic')",0.8184303,0.8096189,-0.0088114
11,1.995643,2.0629597,"('unhelpful', 'helpful')",1.995643,2.0629597,0.0673167
12,-2.0116057,-1.8018229,"('unsupportive', 'supportive')",-2.0116057,-1.8018229,0.2097828
13,-0.22945587,-0.24789993,"('impolite', 'polite')",-0.2294559,-0.2478999,-0.018444
14,-0.16877773,-0.44541392,"('antisocial', 'social')",-0.1687777,-0.4454139,-0.2766362
15,0.838172,0.7903522,"('boring', 'funny')",0.838172,0.7903522,-0.0478198
16,-0.5267832,-0.32240415,"('unpopular', 'popular')",-0.5267832,-0.3224041,0.2043791
17,-0.6146704,-0.50052387,"('nasty', 'nice')",-0.6146704,-0.5005239,0.1141465
18,-1.0354459,-0.7718644,"('disagreeable', 'welcoming')",-1.0354459,-0.7718644,0.2635815
19,-0.08953819,0.07578829,"('inhospitable', 'hospitable')",-0.0895382,0.0757883,0.1653265
20,1.1792412,0.96152437,"('rough', 'thoughtful')",1.1792412,0.9615244,-0.2177168
21,-0.052011695,-0.1381902,"('immoral', 'moral')",-0.0520117,-0.1381902,-0.0861785
22,-0.0862421,-0.36764234,"('untrustworthy', 'trustworthy')",-0.0862421,-0.3676423,-0.2814002
23,6.4297223,6.6825886,"('insincere', 'sincere')",6.4297223,6.6825886,0.2528663
24,1.6673111,1.7207156,"('dishonest', 'honest')",1.6673111,1.7207156,0.0534045
25,0.42368615,0.30920565,"('egoistic', 'altruistic')",0.4236861,0.3092057,-0.1144804
26,0.9988892,0.84365225,"('hardhearted', 'benevolent')",0.9988892,0.8436522,-0.155237
27,1.8512657,1.737679,"('hardhearted', 'softhearted')",1.8512657,1.737679,-0.1135867
28,1.4906231,1.4814563,"('disloyal', 'loyal')",1.4906231,1.4814563,-0.0091668
29,-0.33832604,-0.442463,"('unfair', 'fair')",-0.338326,-0.442463,-0.104137
30,1.1863955,0.96530026,"('intolerant', 'tolerant')",1.1863955,0.9653003,-0.2210952
31,-1.2968038,-1.2909449,"('evil', 'good')",-1.2968038,-1.2909449,0.0058589
32,1.2816207,1.0292779,"('unkind', 'kind')",1.2816207,1.0292779,-0.2523428
33,-0.49082896,-0.5654141,"('wrong', 'right')",-0.490829,-0.5654141,-0.0745851
34,4.943324,5.1681223,"('mean', 'honorable')",4.9433241,5.1681223,0.2247982
35,-0.7337738,-0.77929133,"('corrupt', 'incorrupt')",-0.7337738,-0.7792913,-0.0455175
36,0.21337622,0.0855974,"('hostile', 'amicable')",0.2133762,0.0855974,-0.1277788
37,0.8635491,0.8565448,"('fake', 'genuine')",0.8635491,0.8565448,-0.0070043
38,-0.12842631,-0.18210337,"('untruthful', 'truthful')",-0.1284263,-0.1821034,-0.0536771
39,-0.16510186,-0.24053702,"('exploitative', 'cooperative')",-0.1651019,-0.240537,-0.0754351
40,-1.659101,-1.614754,"('stingy', 'generous')",-1.659101,-1.614754,0.044347
41,0.14070816,-0.1576701,"('unforgiving', 'forgiving')",0.1407082,-0.1576701,-0.2983783
42,-2.1231122,-2.1852093,"('unreliable', 'reliable')",-2.1231122,-2.1852093,-0.0620971
43,1.2004678,1.1181746,"('irresponsible', 'responsible')",1.2004678,1.1181746,-0.0822932
44,-1.7927341,-1.8669723,"('prejudiced', 'unprejudiced')",-1.7927341,-1.8669723,-0.0742382
45,0.5399196,0.27104503,"('incompetent', 'competent')",0.5399196,0.271045,-0.2688746
46,-0.6813357,-0.8934236,"('uncompetitive', 'competitive')",-0.6813357,-0.8934236,-0.2120879
47,5.1530647,5.4791884,"('stupid', 'smart')",5.1530647,5.4791884,0.3261237
48,0.2879262,0.44000685,"('unintelligent', 'intelligent')",0.2879262,0.4400069,0.1520807
49,-0.20430705,-0.067159355,"('unable', 'able')",-0.204307,-0.0671594,0.1371476
50,0.24836126,0.40912297,"('clumsy', 'skillful')",0.2483613,0.409123,0.1607617
51,0.42252415,0.42924297,"('uneducated', 'educated')",0.4225242,0.429243,0.0067188
52,-0.4168333,-0.23989041,"('irrational', 'rational')",-0.4168333,-0.2398904,0.1769429
53,0.98565584,1.0986874,"('uncreative', 'creative')",0.9856558,1.0986874,0.1130316
54,0.96226233,1.2933154,"('incapable', 'capable')",0.9622623,1.2933154,0.3310531
55,0.7119653,0.67689365,"('incompetent', 'clever')",0.7119653,0.6768937,-0.0350716
56,1.0251119,0.87308216,"('impractical', 'practical')",1.0251119,0.8730822,-0.1520297
57,-2.352899,-2.4395185,"('unimaginative', 'imaginative')",-2.3528991,-2.4395185,-0.0866194
58,0.5520881,0.25796887,"('undiscriminating', 'discriminating')",0.5520881,0.2579689,-0.2941192
59,0.06867019,0.34036088,"('foolish', 'wise')",0.0686702,0.3403609,0.2716907
60,0.054566264,-0.05644087,"('inefficient', 'efficient')",0.0545663,-0.0564409,-0.1110072
61,0.5727632,0.25809428,"('illogical', 'logical')",0.5727632,0.2580943,-0.3146689
62,0.4436454,0.6733307,"('incompetent', 'brilliant')",0.4436454,0.6733307,0.2296853
63,0.7590236,0.8218077,"('unperceptive', 'insightful')",0.7590236,0.8218077,0.0627841
64,-5.993645,-6.218388,"('shy', 'confident')",-5.9936452,-6.2183881,-0.2247429
65,1.2828045,1.0127662,"('insecure', 'secure')",1.2828045,1.0127662,-0.2700383
