,working_male,working_female,tuple,average_male,average_female,female-male
0,0.14020908,-0.12653351,"('unsociable', 'sociable')",0.1402091,-0.1265335,-0.2667426
1,1.085464,1.1807787,"('unfriendly', 'friendly')",1.085464,1.1807787,0.0953147
2,0.5156745,0.74652815,"('unlikable', 'likable')",0.5156745,0.7465281,0.2308536
3,0.5583217,0.65748996,"('repellent', 'pleasant')",0.5583217,0.65749,0.0991683
4,-6.8285255,-6.8055987,"('disliked', 'liked')",-6.8285255,-6.8055987,0.0229268
5,-0.5803671,-0.34981576,"('distant', 'outgoing')",-0.5803671,-0.3498158,0.2305513
6,-0.36840492,-0.11468147,"('distant', 'open')",-0.3684049,-0.1146815,0.2537234
7,0.28169557,0.29721966,"('insensitive', 'sensitive')",0.2816956,0.2972197,0.0155241
8,1.011807,1.1305904,"('unaffectionate', 'affectionate')",1.011807,1.1305904,0.1187834
9,1.7473321,1.9720467,"('unaffectionate', 'caring')",1.7473321,1.9720467,0.2247146
10,1.1943709,1.1680924,"('unsympathetic', 'sympathetic')",1.1943709,1.1680924,-0.0262785
11,2.3162305,2.3576262,"('unhelpful', 'helpful')",2.3162305,2.3576262,0.0413957
12,-1.5938307,-1.6495962,"('unsupportive', 'supportive')",-1.5938307,-1.6495962,-0.0557655
13,0.3921511,0.18337879,"('impolite', 'polite')",0.3921511,0.1833788,-0.2087723
14,-0.2783638,-0.49219665,"('antisocial', 'social')",-0.2783638,-0.4921966,-0.2138328
15,0.2855768,0.12702319,"('boring', 'funny')",0.2855768,0.1270232,-0.1585536
16,-0.3147848,-0.12857737,"('unpopular', 'popular')",-0.3147848,-0.1285774,0.1862074
17,0.047244158,0.17088836,"('nasty', 'nice')",0.0472442,0.1708884,0.1236442
18,-0.74545157,-0.82621676,"('disagreeable', 'welcoming')",-0.7454516,-0.8262168,-0.0807652
19,-0.43419352,-0.18469103,"('inhospitable', 'hospitable')",-0.4341935,-0.184691,0.2495025
20,0.48090208,0.34920135,"('rough', 'thoughtful')",0.4809021,0.3492014,-0.1317007
21,-0.10545945,-0.005069997,"('immoral', 'moral')",-0.1054595,-0.00507,0.1003895
22,-0.4813685,-0.51270795,"('untrustworthy', 'trustworthy')",-0.4813685,-0.5127079,-0.0313394
23,6.3253284,6.3865285,"('insincere', 'sincere')",6.3253284,6.3865285,0.0612001
24,1.6817986,1.7152195,"('dishonest', 'honest')",1.6817986,1.7152195,0.0334209
25,0.2543965,0.32106078,"('egoistic', 'altruistic')",0.2543965,0.3210608,0.0666643
26,0.20035666,0.051720314,"('hardhearted', 'benevolent')",0.2003567,0.0517203,-0.1486364
27,1.2133104,1.1014556,"('hardhearted', 'softhearted')",1.2133104,1.1014556,-0.1118548
28,1.0187482,1.0727242,"('disloyal', 'loyal')",1.0187482,1.0727242,0.053976
29,-0.61179966,-0.73971295,"('unfair', 'fair')",-0.6117997,-0.739713,-0.1279133
30,0.85766006,0.86810803,"('intolerant', 'tolerant')",0.8576601,0.868108,0.0104479
31,-1.8026631,-1.6961652,"('evil', 'good')",-1.8026631,-1.6961652,0.1064979
32,1.4578058,1.3877376,"('unkind', 'kind')",1.4578058,1.3877376,-0.0700682
33,-0.5514337,-0.47715914,"('wrong', 'right')",-0.5514337,-0.4771591,0.0742746
34,4.4849653,4.826442,"('mean', 'honorable')",4.4849653,4.8264418,0.3414765
35,-1.4125125,-1.4706926,"('corrupt', 'incorrupt')",-1.4125125,-1.4706926,-0.0581801
36,-1.2251513,-1.0578624,"('hostile', 'amicable')",-1.2251513,-1.0578624,0.1672889
37,0.875672,0.88074344,"('fake', 'genuine')",0.875672,0.8807434,0.0050714
38,0.48336184,0.62289953,"('untruthful', 'truthful')",0.4833618,0.6228995,0.1395377
39,-0.21332042,-0.24724399,"('exploitative', 'cooperative')",-0.2133204,-0.247244,-0.0339236
40,-2.0004144,-2.2861102,"('stingy', 'generous')",-2.0004144,-2.2861102,-0.2856958
41,0.0043992195,0.0029725786,"('unforgiving', 'forgiving')",0.0043992,0.0029726,-0.0014266
42,-2.2071347,-2.3354537,"('unreliable', 'reliable')",-2.2071347,-2.3354537,-0.128319
43,1.245302,1.271261,"('irresponsible', 'responsible')",1.245302,1.271261,0.025959
44,-1.1665976,-1.2316955,"('prejudiced', 'unprejudiced')",-1.1665976,-1.2316955,-0.0650979
45,0.043854572,-0.007816762,"('incompetent', 'competent')",0.0438546,-0.0078168,-0.0516714
46,-0.49630138,-0.57466936,"('uncompetitive', 'competitive')",-0.4963014,-0.5746694,-0.078368
47,5.0216045,5.318217,"('stupid', 'smart')",5.0216045,5.3182168,0.2966123
48,0.29839033,0.16191123,"('unintelligent', 'intelligent')",0.2983903,0.1619112,-0.1364791
49,0.05023612,0.2748735,"('unable', 'able')",0.0502361,0.2748735,0.2246374
50,-0.1926008,-0.13425794,"('clumsy', 'skillful')",-0.1926008,-0.1342579,0.0583429
51,0.5807901,0.4859416,"('uneducated', 'educated')",0.5807901,0.4859416,-0.0948485
52,-0.444031,-0.31857026,"('irrational', 'rational')",-0.444031,-0.3185703,0.1254607
53,-0.19373038,-0.08083954,"('uncreative', 'creative')",-0.1937304,-0.0808395,0.1128909
54,1.1239232,1.4059423,"('incapable', 'capable')",1.1239232,1.4059423,0.2820191
55,0.49945801,0.3242262,"('incompetent', 'clever')",0.499458,0.3242262,-0.1752318
56,0.9679735,0.8642597,"('impractical', 'practical')",0.9679735,0.8642597,-0.1037138
57,-2.6474025,-2.733616,"('unimaginative', 'imaginative')",-2.6474025,-2.7336161,-0.0862136
58,-0.076361775,-0.16393426,"('undiscriminating', 'discriminating')",-0.0763618,-0.1639343,-0.0875725
59,-0.010391554,0.15852869,"('foolish', 'wise')",-0.0103916,0.1585287,0.1689203
60,1.0221695,0.96714884,"('inefficient', 'efficient')",1.0221695,0.9671488,-0.0550207
61,-0.08173882,-0.25087577,"('illogical', 'logical')",-0.0817388,-0.2508758,-0.169137
62,1.2418203,1.1929452,"('incompetent', 'brilliant')",1.2418203,1.1929452,-0.0488751
63,0.4825165,0.464416,"('unperceptive', 'insightful')",0.4825165,0.464416,-0.0181005
64,-5.5837436,-5.6870627,"('shy', 'confident')",-5.5837436,-5.6870627,-0.1033191
65,0.31983715,0.13979225,"('insecure', 'secure')",0.3198372,0.1397922,-0.180045
66,-0.1989097,-0.24376333,"('inactive', 'active')",-0.1989097,-0.2437633,-0.0448536
67,-0.18865076,-0.16192831,"('doubtful', 'determined')",-0.1886508,-0.1619283,0.0267225
68,-0.84733886,-0.8654021,"('dependent', 'independent')",-0.8473389,-0.8654021,-0.0180632
69,-2.1208835,-1.937954,"('lazy', 'industrious')",-2.1208835,-1.9379539,0.1829296
70,0.8974408,0.79979694,"('lethargic', 'energetic')",0.8974408,0.7997969,-0.0976439
71,0.08134677,0.14465287,"('diffident', 'self-confident')",0.0813468,0.1446529,0.0633061
72,1.0020852,0.9166019,"('unambitious', 'ambitious')",1.0020852,0.9166019,-0.0854833
73,-2.6350956,-2.677647,"('helpless', 'self-reliant')",-2.6350956,-2.6776471,-0.0425515
74,0.20631632,0.07579278,"('undedicated', 'dedicated')",0.2063163,0.0757928,-0.1305235
75,-0.7113052,-0.50762576,"('meek', 'impulsive')",-0.7113052,-0.5076258,0.2036794
76,0.39740276,0.2511968,"('anxious', 'daring')",0.3974028,0.2511968,-0.146206
77,-1.4808693,-1.3149805,"('unmotivated', 'motivated')",-1.4808693,-1.3149805,0.1658888
78,-0.8605146,-0.8625163,"('nonresilient', 'resilient')",-0.8605146,-0.8625163,-0.0020017
79,-0.54833424,-0.25068194,"('wavering', 'unwavering')",-0.5483342,-0.2506819,0.2976523
80,-0.22708349,-0.46195698,"('dominated', 'dominating')",-0.2270835,-0.461957,-0.2348735
81,0.17904747,0.060144175,"('submissive', 'aggressive')",0.1790475,0.0601442,-0.1189033
82,6.2377677,6.5263023,"('poor', 'rich')",6.2377677,6.5263023,0.2885346
83,-0.47710943,-0.5176265,"('powerless', 'powerful')",-0.4771094,-0.5176265,-0.0405171
84,-0.02290548,-0.015007667,"('inferior', 'superior')",-0.0229055,-0.0150077,0.0078978
85,-1.5792621,-1.4551471,"('insignificant', 'prestigious')",-1.5792621,-1.4551471,0.124115
86,0.39576325,0.44449982,"('uninfluential', 'influential')",0.3957632,0.4444998,0.0487366
87,0.008182517,0.08568302,"('unsuccessful', 'successful')",0.0081825,0.085683,0.0775005
88,0.032625683,0.06749334,"('low', 'eminent')",0.0326257,0.0674933,0.0348676
