,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4606744,0.30593747,"('unsociable', 'sociable')",-0.25616455,-0.3993958,0.89817244,0.80710185,-0.4137653,-0.48789817,0.1722293,0.0564363,-0.115793
1,-1.7210258,-1.6600546,"('unfriendly', 'friendly')",1.4069567,1.2814951,0.28700572,0.14101343,1.8799978,1.7823292,0.4632336,0.3861958,-0.0770378
2,1.2371849,1.3978096,"('unlikable', 'likable')",2.3649354,2.5406368,1.8729385,1.9388742,0.39167407,0.53649646,1.4666833,1.6034544,0.1367711
3,0.4076879,0.57904446,"('repellent', 'pleasant')",-0.74079746,-0.6929368,1.1507502,1.1843444,0.6215241,0.6861623,0.3597912,0.4391536,0.0793624
4,-1.3880738,-1.4590067,"('disliked', 'liked')",0.35198733,0.31923378,-0.30810523,-0.34359267,-6.9520683,-7.0316834,-2.074065,-2.1287622,-0.0546972
5,-1.7973638,-1.7035828,"('distant', 'outgoing')",1.0524822,1.0714605,-0.9249046,-0.98647106,-0.23792571,-0.2551759,-0.4769279,-0.4684423,0.0084856
6,-2.5480738,-2.4722383,"('distant', 'open')",0.21627632,0.27839297,-1.4649799,-1.5370505,0.41899025,0.38973665,-0.8444468,-0.8352898,0.009157
7,1.6336118,1.5037186,"('insensitive', 'sensitive')",0.3990958,0.38478512,1.1410196,1.1561668,1.5487757,1.510392,1.1806257,1.1387656,-0.0418601
8,-1.584807,-1.5252444,"('unaffectionate', 'affectionate')",0.55525887,0.54012215,0.02582036,0.043500494,0.9539366,0.92281806,-0.0124478,-0.0047009,0.0077469
9,-0.2740465,-0.25418267,"('unaffectionate', 'caring')",1.1704481,1.1251861,0.63671076,0.60794663,1.4285614,1.4676677,0.7404184,0.7366544,-0.003764
10,1.8056285,1.7311975,"('unsympathetic', 'sympathetic')",-1.349652,-1.3008027,0.43301436,0.5208192,0.04752764,0.10326578,0.2341296,0.2636199,0.0294903
11,1.4848977,1.5138351,"('unhelpful', 'helpful')",-0.34870028,-0.2858118,0.23501927,0.3478293,1.6251088,1.805768,0.7490814,0.8454052,0.0963238
12,2.138037,2.1579914,"('unsupportive', 'supportive')",1.2557778,1.3349903,1.6511075,1.7702999,-1.6556715,-1.625333,0.8473127,0.9094872,0.0621745
13,2.037057,2.0177488,"('impolite', 'polite')",-0.34127453,-0.2871565,0.44371033,0.45204318,-0.35382834,-0.3172017,0.4464161,0.4663585,0.0199424
14,1.8006388,1.6625674,"('antisocial', 'social')",1.3228425,1.317943,1.8478469,1.8560874,-0.2300809,-0.24336207,1.1853118,1.1483089,-0.0370029
15,0.45987767,0.33303002,"('boring', 'funny')",0.48858622,0.4258085,-0.43440685,-0.54997313,0.4197075,0.36679184,0.2334411,0.1439143,-0.0895268
16,-1.5168095,-1.4680958,"('unpopular', 'popular')",-0.21161103,-0.19770427,-0.68201566,-0.6247475,0.08192905,0.11696455,-0.5821268,-0.5433958,0.038731
