,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2826595,-1.2192422,"('unsociable', 'sociable')",-0.26139507,-0.33243412,-0.81472653,-0.9165664,-0.7862604,-0.8227475,-0.0364871
1,0.011322189,-0.19261575,"('unfriendly', 'friendly')",0.84755397,0.6086906,1.6408384,1.5505114,0.8332382,0.6555287,-0.1777095
2,-0.4654519,-0.47747606,"('unlikable', 'likable')",1.0384424,1.0403264,0.30409917,0.3875295,0.2923632,0.3167933,0.0244301
3,-0.7710816,-0.6458176,"('repellent', 'pleasant')",-0.041218296,-0.0340617,0.54742265,0.52788585,-0.0882924,-0.0506645,0.0376279
4,0.5285042,0.38383976,"('disliked', 'liked')",0.53572303,0.37373024,-6.2040377,-6.2708807,-1.7132702,-1.8377701,-0.1244999
5,0.53439975,0.3246977,"('distant', 'outgoing')",-0.22186941,-0.38128147,-0.19753805,-0.17037682,0.0383308,-0.0756535,-0.1139843
6,0.015219457,-0.20704365,"('distant', 'open')",-0.5986833,-0.82097745,0.20624241,0.23827389,-0.1257405,-0.2632491,-0.1375086
7,0.5951521,0.7089868,"('insensitive', 'sensitive')",1.1352848,1.201967,1.3126355,1.2620926,1.0143574,1.0576821,0.0433247
8,0.5535805,0.42194802,"('unaffectionate', 'affectionate')",-0.6578791,-0.86656165,0.7935831,0.6872648,0.2297615,0.0808837,-0.1488778
9,1.0224755,0.9084109,"('unaffectionate', 'caring')",0.38903648,0.25571293,1.0850302,1.0021049,0.8321807,0.7220763,-0.1101044
10,-0.82774556,-0.62141365,"('unsympathetic', 'sympathetic')",-0.5335731,-0.5428706,-0.47545868,-0.56324905,-0.6122591,-0.5758444,0.0364147
11,-0.85365057,-0.7474797,"('unhelpful', 'helpful')",0.043713003,0.15048575,1.6249757,1.6902399,0.2716794,0.3644153,0.0927359
12,0.83000934,0.8453909,"('unsupportive', 'supportive')",0.7449587,0.72776634,-1.6873212,-1.7005725,-0.037451,-0.0424717,-0.0050207
13,-0.7889446,-0.65064186,"('impolite', 'polite')",0.08662675,0.21426861,-0.5241679,-0.47938508,-0.4088286,-0.3052528,0.1035758
14,-0.4168354,-0.26085228,"('antisocial', 'social')",0.6645226,0.75358444,-0.3542918,-0.39710143,-0.0355349,0.0318769,0.0674118
15,-0.09378785,-0.19428802,"('boring', 'funny')",-0.0794936,-0.21046278,0.6076703,0.5773689,0.1447963,0.0575394,-0.0872569
16,-1.6563171,-1.7810173,"('unpopular', 'popular')",-0.42946813,-0.51885086,-0.18851334,-0.13036954,-0.7580995,-0.8100793,-0.0519798
17,-0.7747924,-0.7567423,"('nasty', 'nice')",-0.9526604,-0.8732347,-0.3951059,-0.3126534,-0.7075195,-0.6475435,0.059976
18,0.046152875,0.027009897,"('disagreeable', 'welcoming')",-0.8903636,-0.8524927,-0.68787897,-0.6217284,-0.5106966,-0.4824038,0.0282928
19,-0.20774832,-0.31625044,"('inhospitable', 'hospitable')",-1.0537585,-1.1363716,0.05762357,0.09844818,-0.4012944,-0.4513913,-0.0500969
20,-0.62045735,-0.49095362,"('rough', 'thoughtful')",-0.17617877,-0.08759161,0.837844,0.76449275,0.013736,0.0619825,0.0482465
21,-0.86319435,-0.681553,"('immoral', 'moral')",1.0690558,1.1596034,-0.83823067,-0.79483306,-0.2107897,-0.1055942,0.1051955
22,-0.14112437,-0.08718209,"('untrustworthy', 'trustworthy')",-0.49978763,-0.56186366,-0.5731901,-0.61077774,-0.4047007,-0.4199412,-0.0152405
23,-0.40659922,-0.3361514,"('insincere', 'sincere')",-0.060105033,-0.07811391,5.5366254,5.5176806,1.6899737,1.7011385,0.0111648
24,0.5246016,0.5897603,"('dishonest', 'honest')",0.5348449,0.5670778,0.7684652,0.7053675,0.6093039,0.6207352,0.0114313
25,0.18444413,0.053982645,"('egoistic', 'altruistic')",1.0930121,1.0306672,1.6114082,1.5728804,0.9629548,0.8858434,-0.0771114
26,1.9656707,1.7844923,"('hardhearted', 'benevolent')",0.8638055,0.7444833,1.5944053,1.4958477,1.4746272,1.3416077,-0.1330195
27,0.15432511,0.11081702,"('hardhearted', 'softhearted')",0.32597053,0.36236775,1.5001013,1.429343,0.6601323,0.6341759,-0.0259564
28,0.72030836,0.7221221,"('disloyal', 'loyal')",0.01062545,-0.08744149,0.9181185,0.7622806,0.5496841,0.4656537,-0.0840304
29,-0.48670763,-0.51594394,"('unfair', 'fair')",-0.51796126,-0.54772305,-0.061882555,-0.16130328,-0.3555171,-0.4083234,-0.0528063
30,0.21350044,0.36614972,"('intolerant', 'tolerant')",0.92285997,0.9300594,0.9214414,0.9166011,0.6859339,0.7376034,0.0516695
31,-0.15994775,-0.36790124,"('evil', 'good')",-1.0618619,-1.2202556,-0.91536224,-0.9580294,-0.7123906,-0.8487287,-0.1363381
32,0.015615014,-0.008234527,"('unkind', 'kind')",0.16011636,0.1400948,0.8617467,0.7393436,0.345826,0.2904013,-0.0554247
33,1.0812296,0.9793434,"('wrong', 'right')",1.2556947,1.1677535,-0.39863217,-0.42945728,0.6460974,0.5725465,-0.0735509
34,-0.49356014,-0.4023506,"('mean', 'honorable')",0.12339472,0.18083808,5.4284544,5.611956,1.6860964,1.7968146,0.1107182
35,0.43536475,0.21168038,"('corrupt', 'incorrupt')",-0.7221394,-0.81637436,0.032835927,-0.082968004,-0.0846462,-0.2292207,-0.1445745
36,-0.10831937,-0.36775523,"('hostile', 'amicable')",-0.51568866,-0.83075356,0.16122095,0.006776411,-0.1542624,-0.3972441,-0.2429817
37,-0.27208,-0.24694031,"('fake', 'genuine')",0.4417667,0.3111006,0.7372574,0.70088404,0.3023147,0.2550148,-0.0472999
38,-0.20045838,-0.229412,"('untruthful', 'truthful')",0.3056117,0.22686686,-0.34768116,-0.2912486,-0.0808426,-0.0979312,-0.0170886
39,1.249768,1.3974571,"('exploitative', 'cooperative')",-0.28622895,-0.11407704,0.07748487,0.09241138,0.347008,0.4585971,0.1115891
40,1.3187443,1.2813002,"('stingy', 'generous')",0.53021264,0.46664336,-1.1815534,-1.2727636,0.2224679,0.1583933,-0.0640746
41,0.44429317,0.43672323,"('unforgiving', 'forgiving')",-0.5710017,-0.6672321,0.03404711,-0.10227725,-0.0308871,-0.1109287,-0.0800416
42,0.119555175,0.21214344,"('unreliable', 'reliable')",-0.20885044,-0.18338877,-2.8953598,-2.8198152,-0.994885,-0.9303535,0.0645315
43,0.066727266,0.21346438,"('irresponsible', 'responsible')",0.7152431,0.8175913,0.46895614,0.46731526,0.4169755,0.499457,0.0824815
44,-1.3184906,-1.3014749,"('prejudiced', 'unprejudiced')",-0.43254167,-0.3371982,-1.2655158,-1.2285044,-1.0055161,-0.9557258,0.0497903
45,0.033118986,0.12329169,"('incompetent', 'competent')",-0.39536417,-0.48526558,-0.11968595,-0.24136603,-0.1606437,-0.2011133,-0.0404696
46,-1.1302155,-0.9235468,"('uncompetitive', 'competitive')",0.17519957,0.2415024,-0.6532243,-0.7668525,-0.5360801,-0.4829656,0.0531145
47,-0.6929163,-0.52108765,"('stupid', 'smart')",0.3653619,0.47139505,4.9663434,5.0966105,1.5462631,1.682306,0.1360429
48,-0.31354964,-0.19188724,"('unintelligent', 'intelligent')",1.3396909,1.3746789,0.16950032,0.21503419,0.3985472,0.4659419,0.0673947
49,-0.9869527,-0.8570007,"('unable', 'able')",-0.28008896,-0.13854384,-0.5479348,-0.3494675,-0.6049922,-0.4483374,0.1566548
50,-0.20180458,-0.26091743,"('clumsy', 'skillful')",-0.19045931,-0.32250297,-0.040690396,-0.0061577186,-0.1443181,-0.196526,-0.0522079
51,-0.19471914,-0.21081412,"('uneducated', 'educated')",-0.115789995,-0.15769947,0.42434582,0.41001716,0.0379456,0.0138345,-0.0241111
52,0.19518873,-0.038237974,"('irrational', 'rational')",-0.13099575,-0.3623227,-0.09948625,-0.16948394,-0.0117644,-0.1900149,-0.1782505
53,-0.29669577,-0.41919175,"('uncreative', 'creative')",0.7111554,0.651041,0.7508225,0.68617123,0.3884274,0.3060068,-0.0824206
54,-0.3057068,-0.39287955,"('incapable', 'capable')",-0.44268206,-0.48304042,0.9287594,0.9452959,0.0601235,0.0231253,-0.0369982
