,package_male,package_female,tuple,average_male,average_female,female-male
0,0.65542936,0.50200385,"('unsociable', 'sociable')",0.6554294,0.5020038,-0.1534256
1,0.9747648,0.9341378,"('unfriendly', 'friendly')",0.9747648,0.9341378,-0.040627
2,0.4179142,0.46793675,"('unlikable', 'likable')",0.4179142,0.4679368,0.0500226
3,0.33538172,0.27492338,"('repellent', 'pleasant')",0.3353817,0.2749234,-0.0604583
4,-7.1588306,-7.2685676,"('disliked', 'liked')",-7.1588306,-7.2685676,-0.109737
5,-0.90479106,-0.8566904,"('distant', 'outgoing')",-0.9047911,-0.8566904,0.0481007
6,-0.56021035,-0.567468,"('distant', 'open')",-0.5602103,-0.567468,-0.0072577
7,1.0065899,1.0402026,"('insensitive', 'sensitive')",1.0065899,1.0402026,0.0336127
8,0.5218737,0.46906492,"('unaffectionate', 'affectionate')",0.5218737,0.4690649,-0.0528088
9,1.5749112,1.5904579,"('unaffectionate', 'caring')",1.5749112,1.5904579,0.0155467
10,1.1810014,1.10413,"('unsympathetic', 'sympathetic')",1.1810014,1.10413,-0.0768714
11,2.1386824,2.1629288,"('unhelpful', 'helpful')",2.1386824,2.1629288,0.0242464
12,-1.2945508,-1.3693026,"('unsupportive', 'supportive')",-1.2945508,-1.3693026,-0.0747518
13,0.1787169,0.10385564,"('impolite', 'polite')",0.1787169,0.1038556,-0.0748613
14,0.6257259,0.51308376,"('antisocial', 'social')",0.6257259,0.5130838,-0.1126421
15,0.4299536,0.38932928,"('boring', 'funny')",0.4299536,0.3893293,-0.0406243
16,-1.1378222,-1.1116252,"('unpopular', 'popular')",-1.1378222,-1.1116252,0.026197
17,-0.4327436,-0.36667505,"('nasty', 'nice')",-0.4327436,-0.366675,0.0660686
18,-0.8783039,-0.93813753,"('disagreeable', 'welcoming')",-0.8783039,-0.9381375,-0.0598336
19,-0.91758233,-0.89359504,"('inhospitable', 'hospitable')",-0.9175823,-0.893595,0.0239873
20,0.85783875,0.7976706,"('rough', 'thoughtful')",0.8578387,0.7976706,-0.0601681
21,0.47409457,0.46068597,"('immoral', 'moral')",0.4740946,0.460686,-0.0134086
22,-0.44529223,-0.5350203,"('untrustworthy', 'trustworthy')",-0.4452922,-0.5350203,-0.0897281
23,6.6741953,6.703373,"('insincere', 'sincere')",6.6741953,6.703373,0.0291777
24,1.6011903,1.5074903,"('dishonest', 'honest')",1.6011903,1.5074903,-0.0937
25,0.56484455,0.5609257,"('egoistic', 'altruistic')",0.5648445,0.5609257,-0.0039188
26,1.0035222,0.933901,"('hardhearted', 'benevolent')",1.0035222,0.933901,-0.0696212
27,1.4057914,1.234008,"('hardhearted', 'softhearted')",1.4057914,1.234008,-0.1717834
28,1.308611,1.2657062,"('disloyal', 'loyal')",1.308611,1.2657062,-0.0429048
29,-0.749726,-0.86561286,"('unfair', 'fair')",-0.749726,-0.8656129,-0.1158869
30,1.6089047,1.5835851,"('intolerant', 'tolerant')",1.6089047,1.5835851,-0.0253196
31,-1.9656994,-1.9423885,"('evil', 'good')",-1.9656994,-1.9423885,0.0233109
32,1.0702331,1.0461468,"('unkind', 'kind')",1.0702331,1.0461468,-0.0240863
33,-0.42297345,-0.4428821,"('wrong', 'right')",-0.4229735,-0.4428821,-0.0199086
34,4.101755,4.266962,"('mean', 'honorable')",4.1017551,4.2669621,0.165207
35,-1.5315195,-1.6510272,"('corrupt', 'incorrupt')",-1.5315195,-1.6510272,-0.1195077
36,-0.8483084,-0.9895544,"('hostile', 'amicable')",-0.8483084,-0.9895544,-0.141246
37,0.7839229,0.7922479,"('fake', 'genuine')",0.7839229,0.7922479,0.008325
38,0.15674083,0.19097486,"('untruthful', 'truthful')",0.1567408,0.1909749,0.0342341
39,1.2963946,1.303259,"('exploitative', 'cooperative')",1.2963946,1.303259,0.0068644
40,-1.7590355,-1.93553,"('stingy', 'generous')",-1.7590355,-1.9355299,-0.1764944
41,0.5991824,0.5279656,"('unforgiving', 'forgiving')",0.5991824,0.5279656,-0.0712168
42,-2.4438033,-2.5088966,"('unreliable', 'reliable')",-2.4438033,-2.5088966,-0.0650933
43,1.3125355,1.3269428,"('irresponsible', 'responsible')",1.3125355,1.3269428,0.0144073
44,-0.98335433,-0.9237674,"('prejudiced', 'unprejudiced')",-0.9833543,-0.9237674,0.0595869
45,0.3499389,0.31337044,"('incompetent', 'competent')",0.3499389,0.3133704,-0.0365685
46,-0.3782078,-0.454733,"('uncompetitive', 'competitive')",-0.3782078,-0.454733,-0.0765252
47,4.862396,5.0177116,"('stupid', 'smart')",4.8623958,5.0177116,0.1553158
48,0.96383864,0.8900918,"('unintelligent', 'intelligent')",0.9638386,0.8900918,-0.0737468
49,0.313873,0.33179256,"('unable', 'able')",0.313873,0.3317926,0.0179196
50,-0.6708764,-0.7409936,"('clumsy', 'skillful')",-0.6708764,-0.7409936,-0.0701172
51,0.5797552,0.4581641,"('uneducated', 'educated')",0.5797552,0.4581641,-0.1215911
52,-0.710199,-0.7963905,"('irrational', 'rational')",-0.710199,-0.7963905,-0.0861915
53,-0.027351035,-0.09724225,"('uncreative', 'creative')",-0.027351,-0.0972423,-0.0698913
54,0.9728413,1.0691228,"('incapable', 'capable')",0.9728413,1.0691228,0.0962815
55,1.2295334,1.1898957,"('incompetent', 'clever')",1.2295334,1.1898957,-0.0396377
56,1.5274048,1.4809209,"('impractical', 'practical')",1.5274048,1.4809209,-0.0464839
57,-2.6660628,-2.7310889,"('unimaginative', 'imaginative')",-2.6660628,-2.7310889,-0.0650261
58,0.30940366,0.24756908,"('undiscriminating', 'discriminating')",0.3094037,0.2475691,-0.0618346
59,-0.7416123,-0.8141166,"('foolish', 'wise')",-0.7416123,-0.8141166,-0.0725043
60,1.6559132,1.7181699,"('inefficient', 'efficient')",1.6559132,1.7181699,0.0622567
61,0.67265654,0.514552,"('illogical', 'logical')",0.6726565,0.514552,-0.1581045
62,1.040962,1.1727942,"('incompetent', 'brilliant')",1.040962,1.1727942,0.1318322
63,0.45682812,0.43781862,"('unperceptive', 'insightful')",0.4568281,0.4378186,-0.0190095
64,-5.258685,-5.3899703,"('shy', 'confident')",-5.2586851,-5.3899703,-0.1312852
65,0.6561953,0.60665077,"('insecure', 'secure')",0.6561953,0.6066508,-0.0495445
66,-0.9016572,-1.0004594,"('inactive', 'active')",-0.9016572,-1.0004594,-0.0988022
67,-0.075286485,-0.016683415,"('doubtful', 'determined')",-0.0752865,-0.0166834,0.0586031
68,-1.1950858,-1.2219428,"('dependent', 'independent')",-1.1950858,-1.2219428,-0.026857
69,-2.1713414,-2.1399655,"('lazy', 'industrious')",-2.1713414,-2.1399655,0.0313759
70,1.0480161,0.9751887,"('lethargic', 'energetic')",1.0480161,0.9751887,-0.0728274
71,0.8151791,0.8688191,"('diffident', 'self-confident')",0.8151791,0.8688191,0.05364
72,0.42513025,0.5094417,"('unambitious', 'ambitious')",0.4251302,0.5094417,0.0843115
73,-3.1945577,-3.167482,"('helpless', 'self-reliant')",-3.1945577,-3.1674819,0.0270758
74,0.1522411,0.008442799,"('undedicated', 'dedicated')",0.1522411,0.0084428,-0.1437983
75,-1.7136855,-1.6127977,"('meek', 'impulsive')",-1.7136855,-1.6127977,0.1008878
76,0.67795855,0.6830032,"('anxious', 'daring')",0.6779585,0.6830032,0.0050447
77,-0.8223908,-0.7451544,"('unmotivated', 'motivated')",-0.8223908,-0.7451544,0.0772364
78,-0.26516846,-0.29153627,"('nonresilient', 'resilient')",-0.2651685,-0.2915363,-0.0263678
79,-0.7102586,-0.7317742,"('wavering', 'unwavering')",-0.7102586,-0.7317742,-0.0215156
80,0.13487586,0.09241205,"('dominated', 'dominating')",0.1348759,0.092412,-0.0424639
81,0.5269209,0.57992995,"('submissive', 'aggressive')",0.5269209,0.5799299,0.053009
82,5.1375422,5.300459,"('poor', 'rich')",5.1375422,5.3004589,0.1629167
83,0.09849562,0.020371497,"('powerless', 'powerful')",0.0984956,0.0203715,-0.0781241
84,0.55106145,0.48036268,"('inferior', 'superior')",0.5510615,0.4803627,-0.0706988
85,-0.97368795,-1.0606037,"('insignificant', 'prestigious')",-0.9736879,-1.0606037,-0.0869158
86,0.35460874,0.15776874,"('uninfluential', 'influential')",0.3546087,0.1577687,-0.19684
87,-0.0050599463,0.090516165,"('unsuccessful', 'successful')",-0.0050599,0.0905162,0.0955761
88,0.22867146,0.15287581,"('low', 'eminent')",0.2286715,0.1528758,-0.0757957
