,margarine_male,margarine_female,tuple,average_male,average_female,female-male
0,0.22092438,-0.002482853,"('unsociable', 'sociable')",0.2209244,-0.0024829,-0.2234073
1,-0.90255195,-1.1133461,"('unfriendly', 'friendly')",-0.9025519,-1.1133461,-0.2107942
2,-0.23536313,-0.098304585,"('unlikable', 'likable')",-0.2353631,-0.0983046,0.1370585
3,-1.6301492,-1.2501398,"('repellent', 'pleasant')",-1.6301492,-1.2501398,0.3800094
4,-1.2216426,-1.4405648,"('disliked', 'liked')",-1.2216426,-1.4405648,-0.2189222
5,-0.055869542,-0.1313025,"('distant', 'outgoing')",-0.0558695,-0.1313025,-0.075433
6,-0.10084407,-0.25929132,"('distant', 'open')",-0.1008441,-0.2592913,-0.1584472
7,-0.52202016,-0.43789902,"('insensitive', 'sensitive')",-0.5220202,-0.437899,0.0841212
8,-0.18962756,-0.3045472,"('unaffectionate', 'affectionate')",-0.1896276,-0.3045472,-0.1149196
9,-0.5869012,-0.6460977,"('unaffectionate', 'caring')",-0.5869012,-0.6460977,-0.0591965
10,-1.1914004,-1.2577869,"('unsympathetic', 'sympathetic')",-1.1914004,-1.2577869,-0.0663865
11,-0.8045976,-0.64844143,"('unhelpful', 'helpful')",-0.8045976,-0.6484414,0.1561562
12,-1.0715408,-1.1319076,"('unsupportive', 'supportive')",-1.0715408,-1.1319076,-0.0603668
13,-0.46722364,-0.54678607,"('impolite', 'polite')",-0.4672236,-0.5467861,-0.0795625
14,-0.32285476,-0.13860808,"('antisocial', 'social')",-0.3228548,-0.1386081,0.1842467
15,0.9418762,0.73611337,"('boring', 'funny')",0.9418762,0.7361134,-0.2057628
16,-0.6182851,-0.44493484,"('unpopular', 'popular')",-0.6182851,-0.4449348,0.1733503
17,-0.031154426,0.099879056,"('nasty', 'nice')",-0.0311544,0.0998791,0.1310335
18,-1.2157257,-1.046823,"('disagreeable', 'welcoming')",-1.2157257,-1.046823,0.1689027
19,-0.6641286,-0.6481591,"('inhospitable', 'hospitable')",-0.6641286,-0.6481591,0.0159695
