,dish_male,dish_female,tuple,network_male,network_female,corporation_male,corporation_female,average_male,average_female,female-male
0,-0.9851518,-0.9609844,"('unsociable', 'sociable')",-0.8166907,-0.8492299,0.7359182,0.7172143,-0.3553081,-0.3643333,-0.0090252
1,0.84845936,0.8684377,"('unfriendly', 'friendly')",-0.09891418,-0.24644147,-0.59008837,-0.6951062,0.0531523,-0.02437,-0.0775223
2,0.041168053,0.12700371,"('unlikable', 'likable')",0.39925978,0.38188875,1.8502297,1.8913565,0.7635525,0.800083,0.0365305
3,-1.436518,-1.3060755,"('repellent', 'pleasant')",-1.3317828,-1.1506269,0.10021856,0.2096211,-0.8893607,-0.749027,0.1403337
4,-0.045342483,-0.058190692,"('disliked', 'liked')",-0.56696546,-0.49062634,-1.0664876,-1.1932945,-0.5595985,-0.5807039,-0.0211054
5,0.2537458,0.17124271,"('distant', 'outgoing')",0.19507374,0.04423798,-1.698081,-1.6968372,-0.4164205,-0.4937855,-0.077365
6,0.39300016,0.35373184,"('distant', 'open')",0.01050235,-0.13252129,-2.0295975,-2.0369449,-0.5420317,-0.6052448,-0.0632131
7,-0.30645117,-0.1912464,"('insensitive', 'sensitive')",-1.053577,-0.8829442,1.0938566,1.2752475,-0.0887239,0.0670189,0.1557428
8,0.51741004,0.4216498,"('unaffectionate', 'affectionate')",0.11984067,-0.14879897,-0.21115035,-0.3607939,0.1420335,-0.0293143,-0.1713478
9,0.9388957,0.90153444,"('unaffectionate', 'caring')",0.16229853,0.0055719614,0.6036217,0.553953,0.568272,0.4870198,-0.0812522
10,-1.4703541,-1.4048494,"('unsympathetic', 'sympathetic')",-2.4322038,-2.255985,0.23866895,0.26798418,-1.2212963,-1.1309501,0.0903462
11,-1.1831315,-1.1576915,"('unhelpful', 'helpful')",-1.0420125,-0.99228746,0.7505778,0.7753954,-0.491522,-0.4581945,0.0333275
12,0.6454246,0.7247357,"('unsupportive', 'supportive')",-0.4875547,-0.3838567,1.2434934,1.3089565,0.4671211,0.5499452,0.0828241
13,-0.6780456,-0.6760819,"('impolite', 'polite')",-0.57994515,-0.552553,0.24749957,0.2988496,-0.3368304,-0.3099284,0.026902
14,0.46090814,0.47345117,"('antisocial', 'social')",-0.18279415,-0.11416437,2.2377048,2.3261232,0.8386063,0.8951367,0.0565304
15,0.8817849,0.8330341,"('boring', 'funny')",1.1326735,1.0305676,0.6183057,0.5378613,0.877588,0.8004877,-0.0771003
16,-0.73737115,-0.8455924,"('unpopular', 'popular')",-0.18716216,-0.2739867,-0.39720985,-0.4095075,-0.440581,-0.5096955,-0.0691145
17,-1.3014004,-1.2933556,"('nasty', 'nice')",-0.34967852,-0.35037094,-0.48261887,-0.4780067,-0.7112326,-0.7072444,0.0039882
18,-0.32987425,-0.3241828,"('disagreeable', 'welcoming')",0.4110644,0.3675592,0.37515092,0.32808137,0.1521137,0.1238193,-0.0282944
19,-0.19992788,-0.23496705,"('inhospitable', 'hospitable')",-0.014594197,-0.029076174,-0.70364577,-0.7619197,-0.3060559,-0.3419876,-0.0359317
20,-0.7339971,-0.658052,"('rough', 'thoughtful')",-0.60718304,-0.50840604,0.44497755,0.50771743,-0.2987342,-0.2195802,0.079154
21,-1.4916234,-1.3746679,"('immoral', 'moral')",-1.0790471,-0.9059054,1.3785523,1.4470029,-0.3973728,-0.2778568,0.119516
