,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.23098336,-0.24766093,"('unsociable', 'sociable')",-0.22421661,-0.34835297,0.27414137,0.18069711,-0.747212,-0.8565828,-0.2320676,-0.3179749,-0.0859073
1,-0.3788523,-0.5537931,"('unfriendly', 'friendly')",0.33068755,0.1342236,-0.6613122,-0.8481523,1.9630743,1.9055473,0.3133993,0.1594564,-0.1539429
2,0.35482818,0.36732015,"('unlikable', 'likable')",1.1896256,1.1802752,1.6409693,1.614916,0.53609663,0.64079005,0.9303799,0.9508253,0.0204454
3,-0.42839062,-0.272845,"('repellent', 'pleasant')",-0.58816886,-0.5015887,0.77916634,0.88569087,0.079571664,0.09943881,-0.0394554,0.052674,0.0921294
4,-1.3818175,-1.5416805,"('disliked', 'liked')",0.6479431,0.47646835,-0.021367636,-0.17936246,-6.3600564,-6.493069,-1.7788246,-1.9344109,-0.1555863
5,-1.1801357,-1.3018796,"('distant', 'outgoing')",-0.046359286,-0.101951055,-1.590859,-1.6418996,-0.18477516,-0.17327115,-0.7505323,-0.8047503,-0.054218
6,-1.7157875,-1.8553945,"('distant', 'open')",-0.47658953,-0.5753814,-1.8666167,-1.9228253,0.45991588,0.4402073,-0.8997695,-0.9783486,-0.0785791
7,0.7145293,0.7977036,"('insensitive', 'sensitive')",0.84597844,0.89437675,-0.07978187,0.013098553,0.6587378,0.6575984,0.5348659,0.5906943,0.0558284
8,-0.62020445,-0.76442605,"('unaffectionate', 'affectionate')",-0.45003664,-0.6049031,-0.62101173,-0.72471905,0.81470555,0.7523493,-0.2191368,-0.3354247,-0.1162879
9,0.15264192,0.062197745,"('unaffectionate', 'caring')",0.32167026,0.18642016,-0.5043112,-0.5783701,1.138696,1.1174607,0.2771742,0.1969271,-0.0802471
10,0.44648957,0.60482466,"('unsympathetic', 'sympathetic')",-0.6136626,-0.6099109,-0.5804337,-0.5044301,-0.69965386,-0.728237,-0.3618152,-0.3094383,0.0523769
