,otis_male,otis_female,tuple,worldwide_male,worldwide_female,corp_male,corp_female,average_male,average_female,female-male
0,0.018869592,-0.1061568,"('unsociable', 'sociable')",0.6134753,0.5070418,-0.16120844,-0.35024115,0.1570455,0.0168813,-0.1401642
1,0.50895995,0.38987797,"('unfriendly', 'friendly')",-0.24124897,-0.42077184,1.4746314,1.2885517,0.5807808,0.4192193,-0.1615615
2,0.25971693,0.38002506,"('unlikable', 'likable')",0.80050856,0.8644977,0.6430219,0.75655544,0.5677491,0.667026,0.0992769
3,-0.6794991,-0.5527274,"('repellent', 'pleasant')",-0.1702506,-0.06343136,0.3245114,0.44336534,-0.1750794,-0.0575978,0.1174816
4,0.0077054147,-0.05064483,"('disliked', 'liked')",0.03740523,-0.030570637,-6.5087,-6.696543,-2.1545297,-2.2592529,-0.1047232
5,0.72597015,0.64403284,"('distant', 'outgoing')",-0.21207699,-0.32755056,-0.24029493,-0.24670517,0.0911994,0.023259,-0.0679404
6,0.32171756,0.29589123,"('distant', 'open')",-1.0164658,-1.1649004,-0.45451143,-0.47736448,-0.3830866,-0.4487912,-0.0657046
7,0.22254793,0.2203207,"('insensitive', 'sensitive')",-0.5268726,-0.42993045,-0.00940923,-0.028840404,-0.1045779,-0.0794834,0.0250945
8,0.276387,0.23584852,"('unaffectionate', 'affectionate')",-1.5942941,-1.6713439,0.26694027,0.22934484,-0.3503223,-0.4020502,-0.0517279
9,0.9851326,0.94460547,"('unaffectionate', 'caring')",-0.58740896,-0.60822177,1.0053917,1.0295901,0.4677051,0.4553246,-0.0123805
10,-0.011196269,-0.033636324,"('unsympathetic', 'sympathetic')",-0.60568744,-0.49210685,-0.37967387,-0.4980403,-0.3321859,-0.3412611,-0.0090752
11,-0.24336654,-0.16441694,"('unhelpful', 'helpful')",0.46409753,0.55910033,1.9069469,1.9511826,0.709226,0.7819553,0.0727293
12,0.55356526,0.6039771,"('unsupportive', 'supportive')",1.2716806,1.33858,-1.847292,-1.90994,-0.0073487,0.0108724,0.0182211
13,0.54944247,0.50019765,"('impolite', 'polite')",0.56081635,0.5741743,-0.39062184,-0.390464,0.239879,0.2279693,-0.0119097
