,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5365436,-0.6440507,"('unsociable', 'sociable')",-0.09728347,-0.18403828,-0.3169135,-0.4140445,-0.097131
1,-1.7804404,-1.8075589,"('unfriendly', 'friendly')",1.7934275,1.6169015,0.0064935,-0.0953287,-0.1018222
2,0.43018305,0.446303,"('unlikable', 'likable')",0.6068348,0.6698986,0.5185089,0.5581008,0.0395919
3,-0.5152007,-0.37359715,"('repellent', 'pleasant')",0.16736934,0.24342592,-0.1739157,-0.0650856,0.1088301
4,-0.27502674,-0.23718616,"('disliked', 'liked')",-6.498843,-6.4635754,-3.386935,-3.3503807,0.0365543
5,-1.238177,-1.2392873,"('distant', 'outgoing')",-0.11139399,-0.1849095,-0.6747855,-0.7120984,-0.0373129
6,-1.6656698,-1.6470207,"('distant', 'open')",0.2339555,0.09852645,-0.7158571,-0.7742471,-0.05839
7,-0.7677787,-0.6759839,"('insensitive', 'sensitive')",0.7633527,0.80775577,-0.002213,0.0658859,0.0680989
8,-1.0850298,-1.1098828,"('unaffectionate', 'affectionate')",0.71881735,0.5693097,-0.1831062,-0.2702866,-0.0871804
9,-1.6205267,-1.6337936,"('unaffectionate', 'caring')",1.0362283,0.985818,-0.2921492,-0.3239878,-0.0318386
10,-1.2775421,-1.2515688,"('unsympathetic', 'sympathetic')",-0.024419395,-0.065545656,-0.6509808,-0.6585572,-0.0075764
11,-0.41509566,-0.45525205,"('unhelpful', 'helpful')",1.9834133,2.0031881,0.7841588,0.773968,-0.0101908
12,-0.90276414,-0.81931984,"('unsupportive', 'supportive')",-1.5911719,-1.5487186,-1.246968,-1.1840192,0.0629488
13,-0.17210664,-0.2862742,"('impolite', 'polite')",-0.124264196,-0.09205845,-0.1481854,-0.1891663,-0.0409809
14,0.71999514,0.7401712,"('antisocial', 'social')",0.15548705,0.18653259,0.4377411,0.4633519,0.0256108
15,0.007814156,-0.07539432,"('boring', 'funny')",0.742896,0.7087329,0.3753551,0.3166693,-0.0586858
16,-0.71339893,-0.5899282,"('unpopular', 'popular')",0.18454099,0.28946146,-0.264429,-0.1502334,0.1141956
17,-0.4900543,-0.41402572,"('nasty', 'nice')",-0.21032904,-0.17094861,-0.3501917,-0.2924872,0.0577045
18,-0.20261043,-0.08867143,"('disagreeable', 'welcoming')",-0.32949272,-0.36070606,-0.2660516,-0.2246887,0.0413629
19,-1.3229362,-1.3443617,"('inhospitable', 'hospitable')",-0.4141066,-0.48452714,-0.8685214,-0.9144444,-0.045923
20,0.17859298,0.27769744,"('rough', 'thoughtful')",1.2946589,1.3026956,0.7366259,0.7901965,0.0535706
