,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6904682,-0.6178062,"('unsociable', 'sociable')",0.10099497,-0.0020960309,-0.72533995,-0.8748236,-0.438271,-0.4982419,-0.0599709
1,-0.051443353,-0.20101483,"('unfriendly', 'friendly')",0.32039905,0.11426663,1.8499912,1.6733357,0.7063157,0.5288625,-0.1774532
2,0.6283811,0.68044984,"('unlikable', 'likable')",1.4420193,1.5571707,0.6668106,0.842011,0.9124037,1.0265439,0.1141402
3,-1.5676209,-1.4281088,"('repellent', 'pleasant')",-0.29377452,-0.23375013,0.1558538,0.18980931,-0.5685139,-0.4906832,0.0778307
4,0.011698147,-0.032202926,"('disliked', 'liked')",-0.008318421,-0.11063637,-5.9347515,-5.95726,-1.9771239,-2.0333665,-0.0562426
5,0.6018287,0.5845307,"('distant', 'outgoing')",-0.13545622,-0.14428599,0.29235744,0.33301735,0.25291,0.257754,0.004844
6,0.11677331,0.10984975,"('distant', 'open')",-0.20621441,-0.24582167,0.8686828,0.8781724,0.2597472,0.2474002,-0.012347
7,-0.7422006,-0.63605875,"('insensitive', 'sensitive')",-0.09620787,-0.059971057,0.34167013,0.3147015,-0.1655794,-0.1271094,0.03847
8,0.46268094,0.34988168,"('unaffectionate', 'affectionate')",-0.35293466,-0.45613575,0.49388656,0.37887928,0.2012109,0.0908751,-0.1103358
9,0.39748853,0.37405375,"('unaffectionate', 'caring')",0.2882436,0.22196649,0.8807658,0.8110727,0.522166,0.469031,-0.053135
10,-1.656953,-1.4555808,"('unsympathetic', 'sympathetic')",-0.70686406,-0.6253885,-0.9587316,-1.0458641,-1.1075162,-1.0422778,0.0652384
11,-0.19579911,-0.11507923,"('unhelpful', 'helpful')",0.2042605,0.3100937,1.1813679,1.2249274,0.3966097,0.473314,0.0767043
12,-0.26875773,-0.109401695,"('unsupportive', 'supportive')",0.18125615,0.34290296,-2.1068966,-2.0430143,-0.7314661,-0.603171,0.1282951
13,-0.8146141,-0.6921594,"('impolite', 'polite')",0.53227717,0.6144754,-0.7227988,-0.71215427,-0.3350453,-0.2632794,0.0717659
14,-0.6674393,-0.7285206,"('antisocial', 'social')",1.0155778,1.0272201,-0.78399324,-0.8135374,-0.1452849,-0.1716126,-0.0263277
15,0.33381122,0.22761932,"('boring', 'funny')",0.10968679,0.019212,0.6073417,0.5638287,0.3502799,0.27022,-0.0800599
16,-0.036394082,0.045855135,"('unpopular', 'popular')",0.042568035,-0.019356787,0.7268884,0.6498792,0.2443541,0.2254592,-0.0188949
17,0.52103436,0.6703035,"('nasty', 'nice')",-1.0114647,-0.98641914,-0.38044852,-0.3232705,-0.290293,-0.2131287,0.0771643
18,0.25971848,0.36081076,"('disagreeable', 'welcoming')",0.9412746,1.0258812,-0.44358978,-0.4153377,0.2524678,0.3237847,0.0713169
19,-0.13970043,-0.06712101,"('inhospitable', 'hospitable')",-0.8629229,-0.90025574,0.049458805,0.1519308,-0.3177215,-0.2718153,0.0459062
