,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.54543275,-0.68783194,"('unsociable', 'sociable')",-0.91934824,-1.0193492,1.1747375,1.0612817,-0.04703807,-0.13462864,-0.0842704,-0.195132,-0.1108616
1,-0.5203755,-0.763609,"('unfriendly', 'friendly')",0.8142561,0.67702156,0.7451409,0.55474687,1.736173,1.5598757,0.6937987,0.5070088,-0.1867899
2,0.5528405,0.7016146,"('unlikable', 'likable')",1.1841302,1.2331287,1.2607466,1.3003434,0.48455757,0.5646989,0.8705688,0.9499464,0.0793776
3,-1.3691427,-1.1707429,"('repellent', 'pleasant')",-0.97691935,-0.8230531,-0.7164265,-0.5906147,0.2560221,0.3407001,-0.7016166,-0.5609276,0.140689
4,1.9830701,1.7071115,"('disliked', 'liked')",2.005663,1.8211164,-0.010733249,-0.014290987,-6.235917,-6.1320143,-0.5644794,-0.6545194,-0.09004
5,0.7969427,0.5948079,"('distant', 'outgoing')",1.7589297,1.6212789,-0.3693002,-0.39401296,0.051447533,-0.01154932,0.559505,0.4526311,-0.1068739
6,0.11833692,0.006538134,"('distant', 'open')",1.6105098,1.4961782,-0.4400915,-0.461724,0.36886033,0.24978486,0.4144039,0.3226943,-0.0917096
7,-0.7411321,-0.6314318,"('insensitive', 'sensitive')",-0.5815855,-0.4924699,-0.13769886,-0.07084207,1.0435311,1.0466995,-0.1042214,-0.0370111,0.0672103
8,-0.016654069,-0.11311031,"('unaffectionate', 'affectionate')",1.6537839,1.5899267,0.16237873,0.047533836,0.61785823,0.4635741,0.6043417,0.4969811,-0.1073606
9,-0.06571609,-0.06610428,"('unaffectionate', 'caring')",0.9141807,0.8824092,1.4899741,1.432884,1.250034,1.1979572,0.8971182,0.8617865,-0.0353317
10,-1.2242863,-1.1372776,"('unsympathetic', 'sympathetic')",-2.454979,-2.3183346,-0.17542839,-0.13305266,0.03480454,0.046192177,-0.9549723,-0.8856182,0.0693541
11,0.058448747,0.1343865,"('unhelpful', 'helpful')",-1.2568983,-1.1818603,1.1280637,1.1626999,2.2415955,2.299632,0.5428025,0.6037146,0.0609121
12,0.66128445,0.71612096,"('unsupportive', 'supportive')",0.7840869,0.80913526,2.040556,2.177828,-1.5894221,-1.4562856,0.4741263,0.5616996,0.0875733
13,-0.3719584,-0.342544,"('impolite', 'polite')",-1.3679674,-1.3122283,0.88807535,0.8769096,0.30424896,0.36090976,-0.1369004,-0.1042382,0.0326622
14,-1.0845006,-0.9611924,"('antisocial', 'social')",-1.334669,-1.2934326,0.94480455,0.9573876,-0.006321322,0.02121837,-0.3701715,-0.3190047,0.0511668
15,0.3677311,0.14424206,"('boring', 'funny')",0.9350446,0.7330023,0.7191845,0.6027996,0.6521166,0.5778355,0.6685192,0.5144699,-0.1540493
16,-0.19035167,-0.31196964,"('unpopular', 'popular')",0.38091135,0.29506674,-0.40290752,-0.31379944,0.25312287,0.29558566,0.0101938,-0.0087792,-0.018973
17,0.6660578,0.57943386,"('nasty', 'nice')",0.5665977,0.5152721,-0.9189378,-0.8689237,-0.30187553,-0.2796721,0.0029605,-0.0134725,-0.016433
18,0.8629353,1.1113545,"('disagreeable', 'welcoming')",1.7528177,1.8064893,0.122719765,0.17336868,-0.40067244,-0.333732,0.5844501,0.6893702,0.1049201
19,0.16940327,0.070875734,"('inhospitable', 'hospitable')",0.89500356,0.85643226,0.098876454,0.103793636,0.14317536,0.12135809,0.3266147,0.2881149,-0.0384998
20,-0.38816437,-0.3205058,"('rough', 'thoughtful')",-1.1442294,-1.0612583,-0.31359452,-0.28632852,0.89548534,0.8426515,-0.2376257,-0.2063603,0.0312654
21,-0.096897274,0.10626806,"('immoral', 'moral')",-0.8774833,-0.7403205,1.0643876,1.1224343,-0.44231468,-0.27072117,-0.0880769,0.0544152,0.1424921
22,0.64253694,0.7189872,"('untrustworthy', 'trustworthy')",-0.47613284,-0.47124994,0.12926884,0.0885191,-0.59064656,-0.61063015,-0.0737434,-0.0685934,0.00515
23,0.1761227,0.27505493,"('insincere', 'sincere')",-0.23626128,-0.15290314,0.7778443,0.72861695,6.2095675,6.0768204,1.7318183,1.7318972,7.89e-05
24,-0.5760331,-0.44181764,"('dishonest', 'honest')",0.07551727,0.09585093,0.2645539,0.22013943,1.1172581,1.0546474,0.220324,0.232205,0.011881
25,-0.31780067,-0.3649604,"('egoistic', 'altruistic')",0.2979741,0.27149716,-0.48329067,-0.49824598,1.0185597,0.9778112,0.1288606,0.0965255,-0.0323351
26,0.7220428,0.57445216,"('hardhearted', 'benevolent')",0.9895928,0.80925024,1.6843835,1.5227233,1.9098979,1.8029983,1.3264792,1.177356,-0.1491232
27,-0.17855059,-0.0730124,"('hardhearted', 'softhearted')",1.0857259,1.0996844,0.58016366,0.5980454,1.315064,1.222103,0.7006007,0.7117051,0.0111044
28,-0.2958594,-0.3792733,"('disloyal', 'loyal')",-0.62373996,-0.62337095,-0.29705146,-0.43754867,0.82077295,0.66666967,-0.0989695,-0.1933808,-0.0944113
29,-0.18110341,-0.19558823,"('unfair', 'fair')",0.43348783,0.36570522,0.03784968,0.04780474,-0.39595497,-0.57701933,-0.0264302,-0.0897744,-0.0633442
30,-0.5816462,-0.43233982,"('intolerant', 'tolerant')",-0.9567982,-0.89334154,0.23230723,0.1976409,1.692749,1.7127898,0.096653,0.1461873,0.0495343
31,-0.07602811,-0.39597815,"('evil', 'good')",1.0992203,0.97823256,-0.8255395,-0.85905313,-1.1118355,-1.2350276,-0.2285457,-0.3779566,-0.1494109
32,0.26440287,0.37654978,"('unkind', 'kind')",-0.65228707,-0.64697057,1.9037521,1.8869603,1.4518818,1.3619156,0.7419374,0.7446138,0.0026764
33,-0.08234221,-0.007250514,"('wrong', 'right')",1.2256339,1.1786712,0.52736634,0.48892662,-0.55790794,-0.54295886,0.2781875,0.2793471,0.0011596
34,0.010958405,0.064558834,"('mean', 'honorable')",0.6119691,0.6605199,0.04568996,0.05625542,5.9699693,5.957669,1.6596467,1.6847507,0.025104
35,1.4365305,1.2004272,"('corrupt', 'incorrupt')",2.639711,2.4246812,-1.4486991,-1.4930245,-0.20102456,-0.4373492,0.6066295,0.4236837,-0.1829458
