,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.57301867,-0.79561585,"('unsociable', 'sociable')",-0.11403615,-0.31892836,-0.3435274,-0.5572721,-0.2137447
1,-0.8070085,-1.1724614,"('unfriendly', 'friendly')",1.6803515,1.4839686,0.4366715,0.1557536,-0.2809179
2,0.39414564,0.327585,"('unlikable', 'likable')",0.57785654,0.61843693,0.4860011,0.473011,-0.0129901
3,-0.4106429,-0.29894137,"('repellent', 'pleasant')",-0.06479144,0.020909024,-0.2377172,-0.1390162,0.098701
4,-0.48769245,-0.58839285,"('disliked', 'liked')",-5.941635,-6.1507473,-3.2146637,-3.36957,-0.1549063
5,-0.7626499,-0.8388787,"('distant', 'outgoing')",-0.32804614,-0.30589962,-0.545348,-0.5723891,-0.0270411
6,-1.0590376,-1.1579889,"('distant', 'open')",0.1253359,0.097528934,-0.4668508,-0.53023,-0.0633792
7,-0.4150516,-0.36125258,"('insensitive', 'sensitive')",0.69059443,0.69100535,0.1377714,0.1648764,0.027105
8,-1.48141,-1.6585618,"('unaffectionate', 'affectionate')",0.29305676,0.24687116,-0.5941767,-0.7058454,-0.1116687
9,-1.021097,-1.2156078,"('unaffectionate', 'caring')",0.9146693,0.9193174,-0.0532138,-0.1481452,-0.0949314
10,-0.7605598,-0.7897705,"('unsympathetic', 'sympathetic')",-0.11419207,-0.18786645,-0.4373759,-0.4888185,-0.0514426
11,0.14430037,0.19053176,"('unhelpful', 'helpful')",1.6642586,1.7573868,0.9042795,0.9739593,0.0696798
12,-0.16632777,-0.11959386,"('unsupportive', 'supportive')",-1.7222266,-1.7503765,-0.9442772,-0.9349852,0.009292
13,-0.18446079,-0.31311843,"('impolite', 'polite')",-0.101570405,-0.069665916,-0.1430156,-0.1913922,-0.0483766
14,0.5839606,0.5277628,"('antisocial', 'social')",-0.3856847,-0.43617588,0.0991379,0.0457934,-0.0533445
15,-0.45344722,-0.6465067,"('boring', 'funny')",0.55816656,0.51983345,0.0523597,-0.0633366,-0.1156963
16,-0.5433815,-0.486787,"('unpopular', 'popular')",0.43010193,0.42344803,-0.0566398,-0.0316695,0.0249703
17,-0.47837293,-0.42441157,"('nasty', 'nice')",-0.34427938,-0.28056625,-0.4113262,-0.3524889,0.0588373
18,-0.6754961,-0.8947223,"('disagreeable', 'welcoming')",-0.30695185,-0.44921944,-0.491224,-0.6719708,-0.1807468
19,-0.95216405,-1.0455824,"('inhospitable', 'hospitable')",-0.11381649,-0.11966595,-0.5329903,-0.5826242,-0.0496339
20,0.28637227,0.36385375,"('rough', 'thoughtful')",1.1777798,1.1207522,0.732076,0.742303,0.010227
21,0.25850636,0.13776873,"('immoral', 'moral')",-0.31499588,-0.36255452,-0.0282448,-0.1123929,-0.0841481
22,0.06718452,-0.018423289,"('untrustworthy', 'trustworthy')",-0.816922,-0.875283,-0.3748688,-0.4468532,-0.0719844
23,-0.43466446,-0.49096385,"('insincere', 'sincere')",5.838108,5.9451737,2.7017219,2.7271049,0.025383
24,0.13788459,0.017016653,"('dishonest', 'honest')",1.0860244,1.0604022,0.6119545,0.5387094,-0.0732451
25,-0.18084255,-0.38489932,"('egoistic', 'altruistic')",1.3368349,1.233667,0.5779962,0.4243838,-0.1536124
26,0.32526407,0.046181627,"('hardhearted', 'benevolent')",1.5355874,1.3260752,0.9304258,0.6861284,-0.2442974
27,-0.40445358,-0.40280914,"('hardhearted', 'softhearted')",1.3135357,1.2632207,0.4545411,0.4302058,-0.0243353
28,-0.47708103,-0.63212395,"('disloyal', 'loyal')",0.82854295,0.70941657,0.175731,0.0386463,-0.1370847
29,-0.28581405,-0.28456002,"('unfair', 'fair')",-0.42458293,-0.6282348,-0.3551985,-0.4563974,-0.1011989
30,0.39181057,0.33575594,"('intolerant', 'tolerant')",1.5730344,1.4781368,0.9824225,0.9069464,-0.0754761
31,-0.53739583,-0.6667059,"('evil', 'good')",-1.1852901,-1.3497564,-0.861343,-1.0082312,-0.1468882
32,-0.1480262,-0.29543144,"('unkind', 'kind')",1.0343175,0.8473772,0.4431456,0.2759729,-0.1671727
33,0.74055815,0.55983096,"('wrong', 'right')",-0.5343131,-0.5404722,0.1031225,0.0096794,-0.0934431
34,0.0099208355,0.1724051,"('mean', 'honorable')",6.1114287,6.311381,3.0606747,3.2418931,0.1812184
35,-0.49831265,-0.53678143,"('corrupt', 'incorrupt')",-0.18585783,-0.29702058,-0.3420852,-0.416901,-0.0748158
36,-1.022528,-1.2401915,"('hostile', 'amicable')",0.10408633,-0.11024738,-0.4592209,-0.6752194,-0.2159985
37,-0.32314444,-0.2719642,"('fake', 'genuine')",0.24077263,0.30207068,-0.0411859,0.0150532,0.0562391
38,-0.55805373,-0.5960897,"('untruthful', 'truthful')",0.16991967,0.30309817,-0.194067,-0.1464958,0.0475712
39,1.2749132,1.2602863,"('exploitative', 'cooperative')",0.11402581,0.103054374,0.6944695,0.6816704,-0.0127991
40,0.44053203,0.41197094,"('stingy', 'generous')",-1.2855184,-1.407935,-0.4224932,-0.497982,-0.0754888
41,-0.40725294,-0.57706136,"('unforgiving', 'forgiving')",0.2657908,0.0817397,-0.0707311,-0.2476608,-0.1769297
42,0.11324508,0.23321351,"('unreliable', 'reliable')",-2.7826154,-2.7859123,-1.3346852,-1.2763494,0.0583358
43,-0.5657331,-0.48821056,"('irresponsible', 'responsible')",0.63339925,0.6377926,0.0338331,0.074791,0.0409579
44,0.32653296,0.38558874,"('prejudiced', 'unprejudiced')",-1.539801,-1.576827,-0.606634,-0.5956191,0.0110149
45,-0.5983479,-0.5036167,"('incompetent', 'competent')",-0.17288885,-0.2127038,-0.3856184,-0.3581603,0.0274581
46,-0.49114245,-0.31001627,"('uncompetitive', 'competitive')",-0.64329886,-0.6985513,-0.5672207,-0.5042838,0.0629369
47,0.19541433,0.3010389,"('stupid', 'smart')",5.4041977,5.667639,2.7998061,2.9843388,0.1845327
48,0.88766736,0.8115145,"('unintelligent', 'intelligent')",1.0723426,1.0437475,0.980005,0.927631,-0.052374
49,-0.6275164,-0.47393814,"('unable', 'able')",-0.032289103,0.11258618,-0.3299027,-0.180676,0.1492267
50,-0.19535363,-0.08318436,"('clumsy', 'skillful')",-0.05879102,-0.03480578,-0.1270723,-0.0589951,0.0680772
51,-0.0082702115,-0.15558778,"('uneducated', 'educated')",1.2257533,1.1074708,0.6087415,0.4759415,-0.1328
52,-0.14255074,-0.4531322,"('irrational', 'rational')",-0.082191795,-0.22820306,-0.1123713,-0.3406676,-0.2282963
53,-0.9007705,-1.021096,"('uncreative', 'creative')",0.8099775,0.76532674,-0.0453965,-0.1278846,-0.0824881
54,-0.67394716,-0.71374243,"('incapable', 'capable')",1.0559969,1.1355242,0.1910249,0.2108909,0.019866
55,0.07316921,0.121316984,"('incompetent', 'clever')",0.11198161,0.06317624,0.0925754,0.0922466,-0.0003288
56,0.7121586,0.7303412,"('impractical', 'practical')",0.45896676,0.48277083,0.5855627,0.606556,0.0209933
57,-0.78341967,-0.87527305,"('unimaginative', 'imaginative')",-2.5046237,-2.6521885,-1.6440216,-1.7637308,-0.1197092
58,0.29704762,0.26880756,"('undiscriminating', 'discriminating')",0.14919798,0.0792311,0.2231228,0.1740193,-0.0491035
59,0.12014089,0.02861388,"('foolish', 'wise')",0.3544749,0.3592301,0.2373079,0.193922,-0.0433859
60,0.84425694,0.8983336,"('inefficient', 'efficient')",0.26460016,0.42204317,0.5544286,0.6601884,0.1057598
61,0.63755596,0.45510355,"('illogical', 'logical')",0.4566224,0.34371743,0.5470892,0.3994105,-0.1476787
62,0.6277683,0.8231382,"('incompetent', 'brilliant')",0.48529953,0.7665231,0.5565339,0.7948307,0.2382968
63,-0.3777288,-0.31730402,"('unperceptive', 'insightful')",1.2628213,1.339679,0.4425462,0.5111875,0.0686413
64,0.13757455,0.019882355,"('shy', 'confident')",-6.1719513,-6.2688313,-3.0171883,-3.1244745,-0.1072862
65,0.33909586,0.25033852,"('insecure', 'secure')",-0.15727061,-0.1645139,0.0909126,0.0429123,-0.0480003
66,-0.6943814,-0.7506474,"('inactive', 'active')",0.78395694,0.70289135,0.0447878,-0.023878,-0.0686658
67,0.0025391132,0.0009739697,"('doubtful', 'determined')",-0.5121597,-0.49594623,-0.2548103,-0.2474861,0.0073242
68,-0.30925214,-0.26901656,"('dependent', 'independent')",-0.052855644,-0.059689324,-0.1810539,-0.1643529,0.016701
69,0.38086978,0.3826179,"('lazy', 'industrious')",-0.6051572,-0.59465635,-0.1121437,-0.1060192,0.0061245
70,-0.3926743,-0.214385,"('lethargic', 'energetic')",0.7407785,0.8062627,0.1740521,0.2959388,0.1218867
71,0.0015459135,-0.0027344339,"('diffident', 'self-confident')",0.5711209,0.53342557,0.2863334,0.2653456,-0.0209878
72,-0.276128,-0.25026125,"('unambitious', 'ambitious')",-0.787279,-0.62141335,-0.5317035,-0.4358373,0.0958662
73,1.2770578,1.3028319,"('helpless', 'self-reliant')",-3.0433273,-2.985439,-0.8831348,-0.8413036,0.0418312
74,0.0044942126,0.042252243,"('undedicated', 'dedicated')",0.35701418,0.19378704,0.1807542,0.1180196,-0.0627346
75,-0.39283153,-0.29398048,"('meek', 'impulsive')",-0.4056352,-0.26413748,-0.3992334,-0.279059,0.1201744
76,0.56179094,0.7906439,"('anxious', 'daring')",0.5135148,0.57233953,0.5376529,0.6814917,0.1438388
77,-0.16210148,-0.18815137,"('unmotivated', 'motivated')",-0.8460451,-0.7442471,-0.5040733,-0.4661992,0.0378741
78,-0.28512612,-0.06314078,"('nonresilient', 'resilient')",0.12654187,0.20532367,-0.0792921,0.0710914,0.1503835
79,-0.43536058,-0.52419704,"('wavering', 'unwavering')",0.1535496,0.17326352,-0.1409055,-0.1754668,-0.0345613
80,0.865761,0.9832816,"('dominated', 'dominating')",-1.002747,-0.94195545,-0.068493,0.0206631,0.0891561
81,0.56586224,0.55864555,"('submissive', 'aggressive')",-0.2201179,-0.13246924,0.1728722,0.2130882,0.040216
