,pool_male,pool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.1618416,2.1103282,"('unsociable', 'sociable')",0.10308315,0.003501215,1.1324624,1.0569147,-0.0755477
1,0.114682466,0.10316186,"('unfriendly', 'friendly')",1.3183172,1.2167352,0.7164998,0.6599485,-0.0565513
2,1.28795,1.3029776,"('unlikable', 'likable')",0.395612,0.35778096,0.841781,0.8303792,-0.0114018
3,0.6846885,0.82321614,"('repellent', 'pleasant')",0.7671801,0.81571186,0.7259343,0.819464,0.0935297
4,-1.2620512,-1.263954,"('disliked', 'liked')",-7.722446,-7.816193,-4.4922485,-4.5400734,-0.0478249
5,-0.9612362,-0.9191129,"('distant', 'outgoing')",-0.67854965,-0.7689501,-0.8198929,-0.8440315,-0.0241386
6,-0.65248394,-0.61664784,"('distant', 'open')",-0.26578483,-0.33971825,-0.4591344,-0.478183,-0.0190486
7,2.2327788,2.2711053,"('insensitive', 'sensitive')",0.72968006,0.832669,1.4812294,1.5518872,0.0706578
8,-0.1192014,-0.17857735,"('unaffectionate', 'affectionate')",0.86123747,0.80608433,0.371018,0.3137535,-0.0572645
9,1.1825935,1.1452796,"('unaffectionate', 'caring')",1.396226,1.4144342,1.2894098,1.2798569,-0.0095529
10,0.9280281,0.91502887,"('unsympathetic', 'sympathetic')",-0.03583976,0.10762439,0.4460942,0.5113266,0.0652324
11,1.0160648,1.0468681,"('unhelpful', 'helpful')",1.9235686,2.0707126,1.4698167,1.5587903,0.0889736
12,1.4842207,1.5010456,"('unsupportive', 'supportive')",-2.0997438,-2.045494,-0.3077615,-0.2722242,0.0355373
13,1.1044374,1.0798054,"('impolite', 'polite')",-0.87770015,-0.7864234,0.1133686,0.146691,0.0333224
14,3.1669319,3.092511,"('antisocial', 'social')",0.16877742,0.08693953,1.6678547,1.5897253,-0.0781294
15,0.3044701,0.1911343,"('boring', 'funny')",-0.21462299,-0.29778248,0.0449236,-0.0533241,-0.0982477
16,-1.2203299,-1.120327,"('unpopular', 'popular')",-0.07310205,-0.11634377,-0.6467159,-0.6183354,0.0283805
17,0.2305066,0.32390222,"('nasty', 'nice')",-0.44151804,-0.35351348,-0.1055057,-0.0148056,0.0907001
18,0.25090054,0.32488924,"('disagreeable', 'welcoming')",-0.5556221,-0.5986009,-0.1523608,-0.1368558,0.015505
19,-1.8038121,-1.743621,"('inhospitable', 'hospitable')",-0.7400213,-0.7208648,-1.2719167,-1.2322428,0.0396739
20,0.34551033,0.4124636,"('rough', 'thoughtful')",0.86528474,0.785468,0.6053975,0.5989658,-0.0064317
21,1.145344,1.134421,"('immoral', 'moral')",-0.2733744,-0.19575793,0.4359848,0.4693315,0.0333467
22,0.28671762,0.29418707,"('untrustworthy', 'trustworthy')",-0.5883316,-0.58847326,-0.150807,-0.1471431,0.0036639
23,1.6881021,1.6925905,"('insincere', 'sincere')",6.674691,6.7228727,4.1813965,4.2077317,0.0263352
24,0.24133316,0.2812074,"('dishonest', 'honest')",0.79483986,0.82913244,0.5180865,0.5551699,0.0370834
25,-0.1786238,-0.13968116,"('egoistic', 'altruistic')",1.2298204,1.1155397,0.5255983,0.4879293,-0.037669
