,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,0.22165124,0.1035133,"('unsociable', 'sociable')",0.2216512,0.1035133,-0.1181379
1,0.43963763,-0.02005051,"('unfriendly', 'friendly')",0.4396376,-0.0200505,-0.4596881
2,-0.28194326,-0.30743223,"('unlikable', 'likable')",-0.2819433,-0.3074322,-0.0254889
3,-0.63264436,-0.5428101,"('repellent', 'pleasant')",-0.6326444,-0.5428101,0.0898343
4,-1.9391061,-1.951884,"('disliked', 'liked')",-1.9391061,-1.951884,-0.0127779
5,-0.121252164,-0.26236206,"('distant', 'outgoing')",-0.1212522,-0.2623621,-0.1411099
6,-0.24305202,-0.4621923,"('distant', 'open')",-0.243052,-0.4621923,-0.2191403
7,-0.54579395,-0.5261569,"('insensitive', 'sensitive')",-0.545794,-0.5261569,0.0196371
8,0.005248323,-0.34342918,"('unaffectionate', 'affectionate')",0.0052483,-0.3434292,-0.3486775
9,0.11502831,-0.19539788,"('unaffectionate', 'caring')",0.1150283,-0.1953979,-0.3104262
10,-1.3264033,-1.2992057,"('unsympathetic', 'sympathetic')",-1.3264033,-1.2992057,0.0271976
11,0.8551805,0.8314029,"('unhelpful', 'helpful')",0.8551805,0.8314029,-0.0237776
12,-0.88979447,-0.8897175,"('unsupportive', 'supportive')",-0.8897945,-0.8897175,7.7e-05
13,-0.24809107,-0.2795332,"('impolite', 'polite')",-0.2480911,-0.2795332,-0.0314421
14,-0.70486236,-0.52245945,"('antisocial', 'social')",-0.7048624,-0.5224594,0.182403
15,0.64732677,0.5184428,"('boring', 'funny')",0.6473268,0.5184428,-0.128884
16,-0.58096284,-0.6243145,"('unpopular', 'popular')",-0.5809628,-0.6243145,-0.0433517
17,-0.14110503,-0.13722558,"('nasty', 'nice')",-0.141105,-0.1372256,0.0038794
18,-0.493711,-0.6120865,"('disagreeable', 'welcoming')",-0.493711,-0.6120865,-0.1183755
19,-0.3604045,-0.5678408,"('inhospitable', 'hospitable')",-0.3604045,-0.5678408,-0.2074363
20,0.5243528,0.56661355,"('rough', 'thoughtful')",0.5243528,0.5666136,0.0422608
21,-0.41794103,-0.32179737,"('immoral', 'moral')",-0.417941,-0.3217974,0.0961436
22,0.03268473,0.024647338,"('untrustworthy', 'trustworthy')",0.0326847,0.0246473,-0.0080374
23,1.4971577,1.416222,"('insincere', 'sincere')",1.4971577,1.416222,-0.0809357
24,-0.5577608,-0.5896488,"('dishonest', 'honest')",-0.5577608,-0.5896488,-0.031888
25,0.7931353,0.650073,"('egoistic', 'altruistic')",0.7931353,0.650073,-0.1430623
26,0.6833663,0.38308778,"('hardhearted', 'benevolent')",0.6833663,0.3830878,-0.3002785
27,-0.5080135,-0.5632679,"('hardhearted', 'softhearted')",-0.5080135,-0.5632679,-0.0552544
28,0.16996814,-0.08123562,"('disloyal', 'loyal')",0.1699681,-0.0812356,-0.2512037
29,-0.3426593,-0.36355865,"('unfair', 'fair')",-0.3426593,-0.3635587,-0.0208994
30,0.6343777,0.5221172,"('intolerant', 'tolerant')",0.6343777,0.5221172,-0.1122605
31,-0.5325433,-0.6975856,"('evil', 'good')",-0.5325433,-0.6975856,-0.1650423
32,0.20673707,0.11459112,"('unkind', 'kind')",0.2067371,0.1145911,-0.092146
33,0.19674695,0.06986572,"('wrong', 'right')",0.1967469,0.0698657,-0.1268812
34,1.2075508,1.300508,"('mean', 'honorable')",1.2075508,1.300508,0.0929572
35,0.04924743,-0.066753335,"('corrupt', 'incorrupt')",0.0492474,-0.0667533,-0.1160007
36,0.054715402,-0.3056746,"('hostile', 'amicable')",0.0547154,-0.3056746,-0.36039
37,-0.8429056,-0.8559666,"('fake', 'genuine')",-0.8429056,-0.8559666,-0.013061
38,0.14427817,0.073639184,"('untruthful', 'truthful')",0.1442782,0.0736392,-0.070639
39,1.5814238,1.5312482,"('exploitative', 'cooperative')",1.5814238,1.5312482,-0.0501756
40,-0.72041464,-0.6990814,"('stingy', 'generous')",-0.7204146,-0.6990814,0.0213332
41,-0.13892633,-0.26905948,"('unforgiving', 'forgiving')",-0.1389263,-0.2690595,-0.1301332
42,-1.57471,-1.364422,"('unreliable', 'reliable')",-1.57471,-1.364422,0.210288
43,-0.3240777,-0.34162912,"('irresponsible', 'responsible')",-0.3240777,-0.3416291,-0.0175514
44,-0.48944744,-0.3670399,"('prejudiced', 'unprejudiced')",-0.4894474,-0.3670399,0.1224075
45,-0.7137978,-0.6111671,"('incompetent', 'competent')",-0.7137978,-0.6111671,0.1026307
46,-0.37408352,-0.3434253,"('uncompetitive', 'competitive')",-0.3740835,-0.3434253,0.0306582
47,1.3124218,1.4060072,"('stupid', 'smart')",1.3124218,1.4060072,0.0935854
48,0.41943753,0.41063124,"('unintelligent', 'intelligent')",0.4194375,0.4106312,-0.0088063
49,-0.10774295,-0.015610879,"('unable', 'able')",-0.107743,-0.0156109,0.0921321
50,-0.20634554,-0.13006856,"('clumsy', 'skillful')",-0.2063455,-0.1300686,0.0762769
51,0.04828819,0.05053416,"('uneducated', 'educated')",0.0482882,0.0505342,0.002246
52,0.61505693,0.33960548,"('irrational', 'rational')",0.6150569,0.3396055,-0.2754514
53,0.39094412,0.008218984,"('uncreative', 'creative')",0.3909441,0.008219,-0.3827251
54,-0.011766994,-0.23899792,"('incapable', 'capable')",-0.011767,-0.2389979,-0.2272309
55,-0.06966233,0.08464791,"('incompetent', 'clever')",-0.0696623,0.0846479,0.1543102
56,0.47891656,0.5377812,"('impractical', 'practical')",0.4789166,0.5377812,0.0588646
57,-0.59711766,-0.8173625,"('unimaginative', 'imaginative')",-0.5971177,-0.8173625,-0.2202448
58,0.46171838,0.28432766,"('undiscriminating', 'discriminating')",0.4617184,0.2843277,-0.1773907
59,0.39004454,0.2799785,"('foolish', 'wise')",0.3900445,0.2799785,-0.110066
60,0.8367691,1.0181298,"('inefficient', 'efficient')",0.8367691,1.0181298,0.1813607
61,0.8581965,0.679556,"('illogical', 'logical')",0.8581965,0.679556,-0.1786405
62,0.060799018,0.2834921,"('incompetent', 'brilliant')",0.060799,0.2834921,0.2226931
63,0.36912274,0.31733423,"('unperceptive', 'insightful')",0.3691227,0.3173342,-0.0517885
64,-2.0050962,-1.8306445,"('shy', 'confident')",-2.0050962,-1.8306445,0.1744517
65,-0.06584036,0.081657834,"('insecure', 'secure')",-0.0658404,0.0816578,0.1474982
66,-1.2092086,-1.3274077,"('inactive', 'active')",-1.2092086,-1.3274077,-0.1181991
67,0.33476165,0.33201134,"('doubtful', 'determined')",0.3347616,0.3320113,-0.0027503
68,-0.5375587,-0.5442802,"('dependent', 'independent')",-0.5375587,-0.5442802,-0.0067215
69,0.09503062,0.12503767,"('lazy', 'industrious')",0.0950306,0.1250377,0.0300071
70,-0.5908753,-0.5191226,"('lethargic', 'energetic')",-0.5908753,-0.5191226,0.0717527
71,0.99992687,0.95832074,"('diffident', 'self-confident')",0.9999269,0.9583207,-0.0416062
72,-0.7673501,-0.708293,"('unambitious', 'ambitious')",-0.7673501,-0.708293,0.0590571
73,-0.22224002,-0.2120776,"('helpless', 'self-reliant')",-0.22224,-0.2120776,0.0101624
74,0.074732676,-0.032598853,"('undedicated', 'dedicated')",0.0747327,-0.0325989,-0.1073316
75,0.101152994,0.020340785,"('meek', 'impulsive')",0.101153,0.0203408,-0.0808122
76,-0.652348,-0.48818222,"('anxious', 'daring')",-0.652348,-0.4881822,0.1641658
77,0.10652406,0.059393145,"('unmotivated', 'motivated')",0.1065241,0.0593931,-0.047131
78,-0.30236858,-0.17426664,"('nonresilient', 'resilient')",-0.3023686,-0.1742666,0.128102
79,-0.26004818,-0.3519258,"('wavering', 'unwavering')",-0.2600482,-0.3519258,-0.0918776
80,-0.4771189,-0.18481366,"('dominated', 'dominating')",-0.4771189,-0.1848137,0.2923052
81,-0.49848965,-0.32124227,"('submissive', 'aggressive')",-0.4984896,-0.3212423,0.1772473
82,1.0937983,1.0960045,"('poor', 'rich')",1.0937983,1.0960045,0.0022062
83,1.1161342,1.0361311,"('powerless', 'powerful')",1.1161342,1.0361311,-0.0800031
84,0.5464656,0.54153615,"('inferior', 'superior')",0.5464656,0.5415362,-0.0049294
85,0.5480109,0.20438777,"('insignificant', 'prestigious')",0.5480109,0.2043878,-0.3436231
86,-0.21742071,-0.42673743,"('uninfluential', 'influential')",-0.2174207,-0.4267374,-0.2093167
87,0.31467345,0.37803957,"('unsuccessful', 'successful')",0.3146735,0.3780396,0.0633661
88,0.08916911,-0.10937787,"('low', 'eminent')",0.0891691,-0.1093779,-0.198547
