,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,1.0805857,0.9324997,"('unsociable', 'sociable')",-0.17990726,-0.20684972,-0.15814687,-0.24535035,0.2475105,0.1600999,-0.0874106
1,0.5658151,0.4301175,"('unfriendly', 'friendly')",0.7899441,0.6065819,1.1521246,0.99211514,0.8359613,0.6762715,-0.1596898
2,0.6605651,0.6875568,"('unlikable', 'likable')",1.1815478,1.1381958,0.5528811,0.57492954,0.7983313,0.8002273,0.001896
3,0.2923494,0.40713167,"('repellent', 'pleasant')",-0.26717058,-0.106499344,1.0696263,1.1332192,0.364935,0.4779505,0.1130155
4,-0.20111908,-0.38827786,"('disliked', 'liked')",0.7494473,0.48535246,-6.836783,-7.0657363,-2.0961515,-2.3228873,-0.2267358
5,-0.9625835,-0.9236566,"('distant', 'outgoing')",0.34942865,0.21363004,-0.7579361,-0.8423067,-0.4570303,-0.5174444,-0.0604141
6,-1.3819497,-1.3571889,"('distant', 'open')",-0.05234184,-0.25041735,-0.687296,-0.82440054,-0.7071958,-0.8106689,-0.1034731
7,1.7167348,1.6570716,"('insensitive', 'sensitive')",0.6196887,0.74872833,0.7716012,0.83365697,1.0360082,1.079819,0.0438108
8,0.5370723,0.526533,"('unaffectionate', 'affectionate')",-0.4359259,-0.6226984,0.39573142,0.27286038,0.1656259,0.0588983,-0.1067276
9,1.4579976,1.4520391,"('unaffectionate', 'caring')",0.4420928,0.35986972,1.0614234,0.9981986,0.9871713,0.9367025,-0.0504688
10,1.7751112,1.7695758,"('unsympathetic', 'sympathetic')",-0.80497885,-0.77196187,-0.22078362,-0.17239425,0.2497829,0.2750733,0.0252904
11,1.0682272,1.1395043,"('unhelpful', 'helpful')",0.26084998,0.42287406,2.129056,2.2651854,1.1527111,1.2758546,0.1231435
12,1.5021641,1.4348943,"('unsupportive', 'supportive')",0.54813987,0.58149475,-1.8688937,-1.8766594,0.0604701,0.0465766,-0.0138935
13,0.93020815,0.8579864,"('impolite', 'polite')",-0.10198132,0.098691195,-0.49989557,-0.44463328,0.1094437,0.1706814,0.0612377
14,1.799318,1.6455032,"('antisocial', 'social')",0.640038,0.733549,0.27337217,0.16169451,0.9042427,0.8469156,-0.0573271
15,-0.2331583,-0.2687911,"('boring', 'funny')",0.019604042,-0.16612579,-0.51155156,-0.57744926,-0.2417019,-0.3374554,-0.0957535
16,-1.3943446,-1.361844,"('unpopular', 'popular')",-0.0385615,-0.17067298,0.12695865,0.060539242,-0.4353158,-0.4906592,-0.0553434
17,-0.28677067,-0.28690174,"('nasty', 'nice')",-0.8675135,-0.8265794,-0.77866757,-0.7489712,-0.6443172,-0.6208175,0.0234997
18,-0.58133066,-0.5754906,"('disagreeable', 'welcoming')",-1.2079039,-1.1955101,-1.1331239,-1.0794901,-0.9741195,-0.9501636,0.0239559
19,-1.084217,-1.0123216,"('inhospitable', 'hospitable')",-0.78764015,-0.83421403,-1.039468,-0.9572591,-0.9704417,-0.9345983,0.0358434
20,0.56366706,0.57952094,"('rough', 'thoughtful')",0.052772272,0.17230543,0.55788326,0.57825315,0.3914409,0.4433599,0.051919
21,1.1045544,1.1651566,"('immoral', 'moral')",1.1405779,1.2184997,-0.51224214,-0.34458217,0.5776301,0.6796914,0.1020613
