,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.16558184,0.18954031,"('unsociable', 'sociable')",-0.32060713,-0.45978487,-0.0775126,-0.1351223,-0.0576097
1,-0.18223906,-0.27830303,"('unfriendly', 'friendly')",2.3502975,2.1974442,1.0840292,0.9595706,-0.1244586
2,0.7916225,0.7629086,"('unlikable', 'likable')",0.7101732,0.7563228,0.7508979,0.7596157,0.0087178
3,-0.62341803,-0.35140106,"('repellent', 'pleasant')",0.19894077,0.36578062,-0.2122386,0.0071898,0.2194284
4,-0.20626576,-0.20445701,"('disliked', 'liked')",-6.2519565,-6.3426213,-3.2291112,-3.2735391,-0.0444279
5,-0.5055944,-0.5870023,"('distant', 'outgoing')",0.19707993,0.15742683,-0.1542572,-0.2147877,-0.0605305
6,-0.2510523,-0.31967545,"('distant', 'open')",0.48714253,0.44387165,0.1180451,0.0620981,-0.055947
7,0.59682786,0.80056953,"('insensitive', 'sensitive')",0.85743874,1.0195382,0.7271333,0.9100538,0.1829205
8,-0.42249012,-0.5742016,"('unaffectionate', 'affectionate')",1.269114,1.1595523,0.4233119,0.2926754,-0.1306365
9,0.34040806,0.31989294,"('unaffectionate', 'caring')",1.5992606,1.6530328,0.9698343,0.9864628,0.0166285
10,0.14868167,0.27468932,"('unsympathetic', 'sympathetic')",-0.2643212,-0.18649444,-0.0578198,0.0440974,0.1019172
11,0.7837406,0.9611283,"('unhelpful', 'helpful')",1.8332709,2.088596,1.3085058,1.5248622,0.2163564
12,1.2454131,1.3947614,"('unsupportive', 'supportive')",-1.3626151,-1.3187227,-0.058601,0.0380194,0.0966204
13,0.6170988,0.55394214,"('impolite', 'polite')",-0.53018314,-0.5082383,0.0434578,0.0228519,-0.0206059
14,0.40301502,0.5395276,"('antisocial', 'social')",-0.5793992,-0.56278205,-0.0881921,-0.0116272,0.0765649
15,0.24342687,0.07194254,"('boring', 'funny')",0.54749304,0.48834997,0.3954599,0.2801462,-0.1153137
16,-0.3712617,-0.29277128,"('unpopular', 'popular')",0.4151477,0.444793,0.021943,0.0760109,0.0540679
17,-0.05895883,0.0010332577,"('nasty', 'nice')",-0.25584617,-0.2162445,-0.1574025,-0.1076056,0.0497969
18,-0.5461007,-0.52015215,"('disagreeable', 'welcoming')",-0.17662558,-0.19696972,-0.3613631,-0.3585609,0.0028022
19,-1.0679125,-1.1162866,"('inhospitable', 'hospitable')",0.5110353,0.45303252,-0.2784386,-0.3316271,-0.0531885
20,-0.23107643,-0.15363498,"('rough', 'thoughtful')",1.1286364,1.0873666,0.44878,0.4668658,0.0180858
21,0.54931337,0.63191897,"('immoral', 'moral')",-0.4499034,-0.30855253,0.049705,0.1616832,0.1119782
22,0.92212,0.91449124,"('untrustworthy', 'trustworthy')",-0.7122892,-0.6524348,0.1049154,0.1310282,0.0261128
23,0.54897076,0.65062565,"('insincere', 'sincere')",6.052407,6.2556343,3.3006887,3.45313,0.1524413
24,0.45864984,0.42101103,"('dishonest', 'honest')",1.1212065,1.159954,0.7899282,0.7904825,0.0005543
25,0.40477848,0.3420626,"('egoistic', 'altruistic')",1.7999785,1.693031,1.1023785,1.0175468,-0.0848317
26,0.18351279,-0.014344517,"('hardhearted', 'benevolent')",1.9080781,1.677391,1.0457954,0.8315232,-0.2142722
27,0.34080142,0.35012063,"('hardhearted', 'softhearted')",2.0436244,1.9125857,1.1922129,1.1313531,-0.0608598
28,0.32301226,0.37579054,"('disloyal', 'loyal')",0.9551431,0.95675015,0.6390777,0.6662704,0.0271927
29,-0.091463655,-0.044589963,"('unfair', 'fair')",-0.1254051,-0.31841218,-0.1084344,-0.1815011,-0.0730667
30,0.54748267,0.5455213,"('intolerant', 'tolerant')",1.1000034,1.1248655,0.823743,0.8351934,0.0114504
31,-0.3498183,-0.46825662,"('evil', 'good')",-0.50967526,-0.7175344,-0.4297468,-0.5928955,-0.1631487
32,0.6730424,0.68716586,"('unkind', 'kind')",1.3394768,1.2405018,1.0062597,0.9638338,-0.0424259
33,0.7678251,0.63441074,"('wrong', 'right')",-0.17095515,-0.26420093,0.298435,0.1851049,-0.1133301
34,0.38630217,0.54910815,"('mean', 'honorable')",5.8775725,6.1495113,3.1319373,3.3493097,0.2173724
35,-0.87649876,-1.0046664,"('corrupt', 'incorrupt')",0.0057198554,-0.25552672,-0.4353895,-0.6300966,-0.1947071
36,-0.91950667,-1.0863429,"('hostile', 'amicable')",0.11422251,-0.21102133,-0.4026421,-0.6486821,-0.24604
37,-0.7027293,-0.68405324,"('fake', 'genuine')",0.58042395,0.6445272,-0.0611527,-0.019763,0.0413897
38,0.8732929,0.8950551,"('untruthful', 'truthful')",0.23416844,0.3588267,0.5537307,0.6269409,0.0732102
39,0.8946216,0.9272148,"('exploitative', 'cooperative')",0.085680634,0.113832645,0.4901511,0.5205237,0.0303726
40,0.100410834,0.20121399,"('stingy', 'generous')",-1.1335845,-1.2193861,-0.5165868,-0.5090861,0.0075007
41,0.37383288,0.4144146,"('unforgiving', 'forgiving')",0.24549992,0.14306459,0.3096664,0.2787396,-0.0309268
42,1.5070523,1.6379273,"('unreliable', 'reliable')",-3.1867003,-3.0074177,-0.839824,-0.6847452,0.1550788
43,0.6072544,0.6694459,"('irresponsible', 'responsible')",0.7298404,0.79528415,0.6685474,0.732365,0.0638176
44,-0.2188372,-0.3111527,"('prejudiced', 'unprejudiced')",-1.701464,-1.716377,-0.9601506,-1.0137649,-0.0536143
45,0.34997666,0.5649586,"('incompetent', 'competent')",0.018499218,0.08722834,0.1842379,0.3260935,0.1418556
46,0.525674,0.6876549,"('uncompetitive', 'competitive')",-0.77077943,-0.7505625,-0.1225527,-0.0314538,0.0910989
47,0.80008644,0.8312952,"('stupid', 'smart')",5.4515014,5.6944795,3.1257939,3.2628872,0.1370933
48,-0.14372545,-0.10567956,"('unintelligent', 'intelligent')",0.8607626,0.8195334,0.3585186,0.3569269,-0.0015917
49,-0.42631578,-0.30332315,"('unable', 'able')",-0.0027060509,0.14582261,-0.2145109,-0.0787503,0.1357606
50,0.38349834,0.40432996,"('clumsy', 'skillful')",0.34474185,0.3288745,0.3641201,0.3666022,0.0024821
51,0.046753194,0.05605176,"('uneducated', 'educated')",0.8791053,0.834112,0.4629292,0.4450819,-0.0178473
52,-0.3244065,-0.619888,"('irrational', 'rational')",0.37055904,0.12488162,0.0230763,-0.2475032,-0.2705795
53,-1.3707598,-1.3607783,"('uncreative', 'creative')",0.82749015,0.7883428,-0.2716348,-0.2862178,-0.014583
54,-0.11501343,-0.20712574,"('incapable', 'capable')",1.3958666,1.4650699,0.6404266,0.6289721,-0.0114545
55,1.0038185,1.214057,"('incompetent', 'clever')",0.17688099,0.2691001,0.5903497,0.7415785,0.1512288
56,1.2595232,1.4097971,"('impractical', 'practical')",-0.5268771,-0.2822169,0.366323,0.5637901,0.1974671
57,-0.44309214,-0.46950686,"('unimaginative', 'imaginative')",-2.535378,-2.5684476,-1.489235,-1.5189772,-0.0297422
58,0.44448,0.47394025,"('undiscriminating', 'discriminating')",0.32785562,0.30107743,0.3861678,0.3875088,0.001341
