,image_male,image_female,tuple,average_male,average_female,female-male
0,0.33394182,0.19287668,"('unsociable', 'sociable')",0.3339418,0.1928767,-0.1410651
1,0.84552294,0.837077,"('unfriendly', 'friendly')",0.8455229,0.837077,-0.0084459
2,0.3549919,0.5775471,"('unlikable', 'likable')",0.3549919,0.5775471,0.2225552
3,0.75295764,0.85630196,"('repellent', 'pleasant')",0.7529576,0.856302,0.1033444
4,-7.016791,-7.021601,"('disliked', 'liked')",-7.0167909,-7.0216012,-0.0048103
5,-0.5431849,-0.36476928,"('distant', 'outgoing')",-0.5431849,-0.3647693,0.1784156
6,-0.41325566,-0.24072209,"('distant', 'open')",-0.4132557,-0.2407221,0.1725336
7,0.77100974,0.7604182,"('insensitive', 'sensitive')",0.7710097,0.7604182,-0.0105915
8,0.5457666,0.5745847,"('unaffectionate', 'affectionate')",0.5457666,0.5745847,0.0288181
9,1.5538331,1.6187572,"('unaffectionate', 'caring')",1.5538331,1.6187572,0.0649241
10,1.2039937,1.2186632,"('unsympathetic', 'sympathetic')",1.2039937,1.2186632,0.0146695
11,2.3626533,2.3706348,"('unhelpful', 'helpful')",2.3626533,2.3706348,0.0079815
12,-1.4505755,-1.4022548,"('unsupportive', 'supportive')",-1.4505755,-1.4022548,0.0483207
13,0.53354985,0.504456,"('impolite', 'polite')",0.5335498,0.504456,-0.0290938
14,0.0039185416,-0.21472721,"('antisocial', 'social')",0.0039185,-0.2147272,-0.2186457
15,0.7091275,0.5839105,"('boring', 'funny')",0.7091275,0.5839105,-0.125217
16,0.041729584,0.09193885,"('unpopular', 'popular')",0.0417296,0.0919389,0.0502093
17,-0.22529553,-0.17804939,"('nasty', 'nice')",-0.2252955,-0.1780494,0.0472461
18,-0.8576144,-0.89778596,"('disagreeable', 'welcoming')",-0.8576144,-0.897786,-0.0401716
19,-0.70912427,-0.5758062,"('inhospitable', 'hospitable')",-0.7091243,-0.5758062,0.1333181
20,0.79765314,0.7004112,"('rough', 'thoughtful')",0.7976531,0.7004112,-0.0972419
21,0.35282212,0.3522547,"('immoral', 'moral')",0.3528221,0.3522547,-0.0005674
