,everest_male,everest_female,tuple,re_male,re_female,group_male,group_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.5821009,-0.6628366,"('unsociable', 'sociable')",2.118256,2.0273309,0.48094243,0.3422926,0.12596789,0.11111455,0.5357664,0.4544753,-0.0812911
1,0.48062167,0.41651717,"('unfriendly', 'friendly')",-1.7492031,-1.720721,0.08370102,-0.026378406,1.700656,1.5908004,0.1289439,0.0650545,-0.0638894
2,-0.14832988,-0.09599222,"('unlikable', 'likable')",1.8966882,1.9265032,1.2355154,1.2605538,0.6169447,0.7026881,0.9002047,0.9484383,0.0482336
3,-0.39103627,-0.34918433,"('repellent', 'pleasant')",1.5482051,1.5174705,0.2024442,0.23041345,0.27144432,0.34397712,0.4077643,0.4356692,0.0279049
4,-0.95095485,-0.96366936,"('disliked', 'liked')",-1.3878344,-1.3323362,0.33184505,0.2992442,-4.6731753,-4.5791306,-1.6700299,-1.643973,0.0260569
5,0.02864945,0.028209783,"('distant', 'outgoing')",-2.5194528,-2.38266,-1.128526,-1.1101863,-0.17059149,-0.20598938,-0.9474802,-0.9176565,0.0298237
6,-0.21002117,-0.21779425,"('distant', 'open')",-3.0916147,-2.9615018,-1.2339668,-1.2385784,0.10193184,0.03542467,-1.1084176,-1.0956124,0.0128052
7,-0.00026834756,0.030879019,"('insensitive', 'sensitive')",2.2511787,2.2018602,0.06519047,0.03185006,0.7566245,0.78544605,0.7681813,0.7625089,-0.0056724
8,0.11826301,0.061452948,"('unaffectionate', 'affectionate')",-2.4680045,-2.4238133,-0.69979376,-0.7134949,0.49610266,0.39926553,-0.6383582,-0.6691474,-0.0307892
9,0.36236334,0.36793256,"('unaffectionate', 'caring')",-0.90914977,-0.893255,-0.47613257,-0.5088396,0.91125476,0.8354487,-0.027916,-0.0496783,-0.0217623
10,0.4300677,0.4278492,"('unsympathetic', 'sympathetic')",2.9653218,2.8733382,-0.43711168,-0.5205945,0.56254137,0.6072116,0.8802048,0.8469511,-0.0332537
11,-0.43461022,-0.41673392,"('unhelpful', 'helpful')",2.5148041,2.5157664,-0.41058934,-0.41739988,2.1240604,2.1247554,0.9484162,0.951597,0.0031808
