,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
0,0.36404803,0.34869426,"('unsociable', 'sociable')",0.364048,0.3486943,-0.0153537
1,0.7113339,0.45392108,"('unfriendly', 'friendly')",0.7113339,0.4539211,-0.2574128
2,0.1885934,0.22220397,"('unlikable', 'likable')",0.1885934,0.222204,0.0336106
3,0.35752824,0.5375014,"('repellent', 'pleasant')",0.3575282,0.5375014,0.1799732
4,-6.9287224,-6.9732404,"('disliked', 'liked')",-6.9287224,-6.9732404,-0.044518
5,-1.2839947,-1.5195231,"('distant', 'outgoing')",-1.2839947,-1.5195231,-0.2355284
6,-1.0845525,-1.3483151,"('distant', 'open')",-1.0845525,-1.3483151,-0.2637626
7,1.1405714,1.2358767,"('insensitive', 'sensitive')",1.1405714,1.2358767,0.0953053
8,0.76857907,0.56784225,"('unaffectionate', 'affectionate')",0.7685791,0.5678422,-0.2007369
9,1.3598024,1.3040768,"('unaffectionate', 'caring')",1.3598024,1.3040768,-0.0557256
10,1.2739534,1.4569495,"('unsympathetic', 'sympathetic')",1.2739534,1.4569495,0.1829961
11,1.7708383,1.8157347,"('unhelpful', 'helpful')",1.7708383,1.8157347,0.0448964
12,-1.2777069,-1.2083323,"('unsupportive', 'supportive')",-1.2777069,-1.2083323,0.0693746
13,0.38348743,0.43974766,"('impolite', 'polite')",0.3834874,0.4397477,0.0562603
14,0.22693196,0.4429143,"('antisocial', 'social')",0.226932,0.4429143,0.2159823
15,0.5551683,0.4363803,"('boring', 'funny')",0.5551683,0.4363803,-0.118788
16,-1.2027974,-1.1898342,"('unpopular', 'popular')",-1.2027974,-1.1898342,0.0129632
17,-0.966837,-0.9531119,"('nasty', 'nice')",-0.966837,-0.9531119,0.0137251
18,-1.2592427,-1.2752616,"('disagreeable', 'welcoming')",-1.2592427,-1.2752616,-0.0160189
19,-1.5879534,-1.6425503,"('inhospitable', 'hospitable')",-1.5879534,-1.6425503,-0.0545969
20,0.14571425,0.1871697,"('rough', 'thoughtful')",0.1457143,0.1871697,0.0414554
21,0.47991413,0.7387826,"('immoral', 'moral')",0.4799141,0.7387826,0.2588685
22,-0.07491919,-0.07332373,"('untrustworthy', 'trustworthy')",-0.0749192,-0.0733237,0.0015955
23,5.5132604,5.5154986,"('insincere', 'sincere')",5.5132604,5.5154986,0.0022382
24,1.7676924,1.7647959,"('dishonest', 'honest')",1.7676924,1.7647959,-0.0028965
25,-0.104075044,-0.20687804,"('egoistic', 'altruistic')",-0.104075,-0.206878,-0.102803
26,0.8559751,0.7112056,"('hardhearted', 'benevolent')",0.8559751,0.7112056,-0.1447695
27,0.90275276,0.8309447,"('hardhearted', 'softhearted')",0.9027528,0.8309447,-0.0718081
28,0.69445896,0.6176448,"('disloyal', 'loyal')",0.694459,0.6176448,-0.0768142
29,-0.843741,-1.0555037,"('unfair', 'fair')",-0.843741,-1.0555037,-0.2117627
30,1.2081978,1.3071082,"('intolerant', 'tolerant')",1.2081978,1.3071082,0.0989104
31,-2.4145322,-2.6297898,"('evil', 'good')",-2.4145322,-2.6297898,-0.2152576
32,1.1903298,1.0798289,"('unkind', 'kind')",1.1903298,1.0798289,-0.1105009
33,-0.80034536,-0.8692419,"('wrong', 'right')",-0.8003454,-0.8692419,-0.0688965
34,3.2046442,3.270818,"('mean', 'honorable')",3.2046442,3.270818,0.0661738
35,-1.5591121,-1.9244999,"('corrupt', 'incorrupt')",-1.5591121,-1.9244999,-0.3653878
36,-1.2881637,-1.6312611,"('hostile', 'amicable')",-1.2881637,-1.6312611,-0.3430974
37,0.4098058,0.34677216,"('fake', 'genuine')",0.4098058,0.3467722,-0.0630336
38,-0.19665855,-0.19864273,"('untruthful', 'truthful')",-0.1966586,-0.1986427,-0.0019841
39,-0.0143480515,0.056821138,"('exploitative', 'cooperative')",-0.0143481,0.0568211,0.0711692
40,-1.8884978,-1.974458,"('stingy', 'generous')",-1.8884978,-1.974458,-0.0859602
41,-0.096429646,-0.17620899,"('unforgiving', 'forgiving')",-0.0964296,-0.176209,-0.0797794
42,-2.0876086,-1.8856955,"('unreliable', 'reliable')",-2.0876086,-1.8856955,0.2019131
43,1.4649802,1.577101,"('irresponsible', 'responsible')",1.4649802,1.577101,0.1121208
44,-1.2678546,-1.2025963,"('prejudiced', 'unprejudiced')",-1.2678546,-1.2025963,0.0652583
45,-0.21072742,-0.14987783,"('incompetent', 'competent')",-0.2107274,-0.1498778,0.0608496
46,-0.23513058,-0.050215106,"('uncompetitive', 'competitive')",-0.2351306,-0.0502151,0.1849155
47,4.657938,4.6569333,"('stupid', 'smart')",4.657938,4.6569333,-0.0010047
48,1.2522382,1.3571144,"('unintelligent', 'intelligent')",1.2522382,1.3571144,0.1048762
49,-0.6197887,-0.37283522,"('unable', 'able')",-0.6197887,-0.3728352,0.2469535
50,-1.4112452,-1.3436471,"('clumsy', 'skillful')",-1.4112452,-1.3436471,0.0675981
51,0.42717332,0.49455425,"('uneducated', 'educated')",0.4271733,0.4945543,0.067381
52,-0.9685097,-1.2182963,"('irrational', 'rational')",-0.9685097,-1.2182963,-0.2497866
53,-0.09999651,-0.22942276,"('uncreative', 'creative')",-0.0999965,-0.2294228,-0.1294263
54,0.33170527,0.32685703,"('incapable', 'capable')",0.3317053,0.326857,-0.0048483
55,0.686694,0.990846,"('incompetent', 'clever')",0.686694,0.990846,0.304152
56,1.3385081,1.4642293,"('impractical', 'practical')",1.3385081,1.4642293,0.1257212
57,-2.213827,-2.116569,"('unimaginative', 'imaginative')",-2.2138269,-2.116569,0.0972579
58,-0.45002562,-0.4963392,"('undiscriminating', 'discriminating')",-0.4500256,-0.4963392,-0.0463136
59,-0.66224694,-0.7846185,"('foolish', 'wise')",-0.6622469,-0.7846185,-0.1223716
60,0.67420816,1.0665139,"('inefficient', 'efficient')",0.6742082,1.0665139,0.3923057
61,0.49501595,0.29272208,"('illogical', 'logical')",0.4950159,0.2927221,-0.2022938
62,1.05092,1.3399615,"('incompetent', 'brilliant')",1.05092,1.3399615,0.2890415
63,0.3441455,0.39027986,"('unperceptive', 'insightful')",0.3441455,0.3902799,0.0461344
64,-5.246687,-5.05233,"('shy', 'confident')",-5.2466869,-5.05233,0.1943569
65,0.3040073,0.5209607,"('insecure', 'secure')",0.3040073,0.5209607,0.2169534
66,-0.35700983,-0.4961469,"('inactive', 'active')",-0.3570098,-0.4961469,-0.1391371
67,-0.2526794,-0.18014981,"('doubtful', 'determined')",-0.2526794,-0.1801498,0.0725296
68,-1.2208229,-1.1705714,"('dependent', 'independent')",-1.2208229,-1.1705714,0.0502515
69,-2.2856514,-2.4442582,"('lazy', 'industrious')",-2.2856514,-2.4442582,-0.1586068
70,1.3494195,1.4955163,"('lethargic', 'energetic')",1.3494195,1.4955163,0.1460968
71,-0.3238196,-0.37038335,"('diffident', 'self-confident')",-0.3238196,-0.3703834,-0.0465638
72,1.0679035,1.1979347,"('unambitious', 'ambitious')",1.0679035,1.1979347,0.1300312
73,-3.2657006,-3.1388042,"('helpless', 'self-reliant')",-3.2657006,-3.1388042,0.1268964
74,0.09985838,0.10010038,"('undedicated', 'dedicated')",0.0998584,0.1001004,0.000242
75,-1.2872794,-1.3053807,"('meek', 'impulsive')",-1.2872794,-1.3053807,-0.0181013
76,0.7601993,0.9562369,"('anxious', 'daring')",0.7601993,0.9562369,0.1960376
77,-0.9406666,-0.8224691,"('unmotivated', 'motivated')",-0.9406666,-0.8224691,0.1181975
78,-0.7468133,-0.7486407,"('nonresilient', 'resilient')",-0.7468133,-0.7486407,-0.0018274
79,-1.0513124,-1.236826,"('wavering', 'unwavering')",-1.0513124,-1.2368259,-0.1855135
80,0.45968384,0.5670015,"('dominated', 'dominating')",0.4596838,0.5670015,0.1073177
81,1.2096195,1.5001267,"('submissive', 'aggressive')",1.2096195,1.5001267,0.2905072
82,5.1218495,5.1081734,"('poor', 'rich')",5.1218495,5.1081734,-0.0136761
83,-0.4892811,-0.37600458,"('powerless', 'powerful')",-0.4892811,-0.3760046,0.1132765
84,0.019114006,-0.08185927,"('inferior', 'superior')",0.019114,-0.0818593,-0.1009733
85,-2.025936,-2.3566532,"('insignificant', 'prestigious')",-2.0259359,-2.3566532,-0.3307173
86,0.97717685,0.9565015,"('uninfluential', 'influential')",0.9771768,0.9565015,-0.0206753
87,-0.00090162456,0.046819594,"('unsuccessful', 'successful')",-0.0009016,0.0468196,0.0477212
88,0.16881977,0.14301,"('low', 'eminent')",0.1688198,0.14301,-0.0258098
