,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,-0.09346521,-0.29894868,"('unsociable', 'sociable')",-0.0934652,-0.2989487,-0.2054835
1,-0.990728,-1.2046807,"('unfriendly', 'friendly')",-0.990728,-1.2046807,-0.2139527
2,-0.0621062,-0.12662639,"('unlikable', 'likable')",-0.0621062,-0.1266264,-0.0645202
3,-0.30629987,-0.14925969,"('repellent', 'pleasant')",-0.3062999,-0.1492597,0.1570402
4,-2.9989645,-2.984631,"('disliked', 'liked')",-2.9989645,-2.9846311,0.0143334
5,-1.7474885,-1.7859385,"('distant', 'outgoing')",-1.7474885,-1.7859385,-0.03845
6,-1.9728132,-1.9882039,"('distant', 'open')",-1.9728132,-1.9882039,-0.0153907
7,-0.36027837,-0.20529439,"('insensitive', 'sensitive')",-0.3602784,-0.2052944,0.154984
8,-1.4725658,-1.6220447,"('unaffectionate', 'affectionate')",-1.4725658,-1.6220447,-0.1494789
9,-1.1851622,-1.3227046,"('unaffectionate', 'caring')",-1.1851622,-1.3227046,-0.1375424
10,-0.06116514,-0.074232064,"('unsympathetic', 'sympathetic')",-0.0611651,-0.0742321,-0.013067
11,0.94915843,0.85045743,"('unhelpful', 'helpful')",0.9491584,0.8504574,-0.098701
12,-1.021693,-1.0402051,"('unsupportive', 'supportive')",-1.021693,-1.0402051,-0.0185121
13,0.30366042,0.17157796,"('impolite', 'polite')",0.3036604,0.171578,-0.1320824
14,0.99731684,0.94476354,"('antisocial', 'social')",0.9973168,0.9447635,-0.0525533
15,-0.0489968,-0.1604114,"('boring', 'funny')",-0.0489968,-0.1604114,-0.1114146
16,-0.66436476,-0.5828786,"('unpopular', 'popular')",-0.6643648,-0.5828786,0.0814862
17,-0.32683915,-0.25903642,"('nasty', 'nice')",-0.3268391,-0.2590364,0.0678027
18,-1.0345457,-1.0408932,"('disagreeable', 'welcoming')",-1.0345457,-1.0408932,-0.0063475
19,-1.6294081,-1.6329504,"('inhospitable', 'hospitable')",-1.6294081,-1.6329504,-0.0035423
20,0.66340685,0.7070334,"('rough', 'thoughtful')",0.6634068,0.7070334,0.0436266
21,0.3865929,0.44987264,"('immoral', 'moral')",0.3865929,0.4498726,0.0632797
22,-0.018637002,0.0008640997,"('untrustworthy', 'trustworthy')",-0.018637,0.0008641,0.0195011
23,2.228227,2.1903188,"('insincere', 'sincere')",2.2282269,2.1903188,-0.0379081
24,0.12661488,0.00050346926,"('dishonest', 'honest')",0.1266149,0.0005035,-0.1261114
25,-0.43018234,-0.5300614,"('egoistic', 'altruistic')",-0.4301823,-0.5300614,-0.0998791
26,0.7114609,0.47177255,"('hardhearted', 'benevolent')",0.7114609,0.4717726,-0.2396883
