,ceridian_male,ceridian_female,tuple,h_male,h_female,c_male,c_female,m_male,m_female,holding_male,holding_female,inc_male,inc_female,average_male,average_female,female-male
0,0.028070586,-0.10973715,"('unsociable', 'sociable')",0.1983734,0.079291806,-0.36642265,-0.4713327,-0.64045805,-0.6561495,0.8255461,0.74364036,-0.34778136,-0.5401375,-0.0504453,-0.1590708,-0.1086255
1,-2.7546723,-2.8690052,"('unfriendly', 'friendly')",-0.84937096,-0.915695,-0.9592522,-1.1076963,-0.2329052,-0.28511518,-0.330269,-0.4343742,1.1282158,0.9491434,-0.6663756,-0.7771238,-0.1107482
2,0.8324297,0.9129214,"('unlikable', 'likable')",1.1859571,1.3347589,0.92095745,1.0018303,0.35087806,0.41179842,1.3790598,1.5405297,0.52775514,0.67582506,0.8661729,0.9796106,0.1134377
3,0.1519182,0.23366998,"('repellent', 'pleasant')",0.56737095,0.56303644,1.0828401,1.0644697,1.8821734,1.8591053,0.20291506,0.3475748,0.4953857,0.5288095,0.7304339,0.766111,0.0356771
4,-0.71022093,-0.72970223,"('disliked', 'liked')",0.5124678,0.53396076,0.9072226,0.83880234,0.6088129,0.5751929,-0.47441533,-0.535022,-4.8953505,-4.8663335,-0.6752472,-0.6971836,-0.0219364
5,-1.8515625,-1.8299879,"('distant', 'outgoing')",-0.62495744,-0.52508205,0.20640701,0.17567419,1.0061705,0.976439,-1.8369536,-1.8513346,-0.19131517,-0.2068097,-0.5487019,-0.5435168,0.0051851
6,-2.1954846,-2.1321197,"('distant', 'open')",-0.85583115,-0.6905162,0.1259061,0.14330977,0.831679,0.8216896,-1.5411383,-1.5554589,0.24660602,0.23650995,-0.5647105,-0.5294309,0.0352796
7,0.48186097,0.47561833,"('insensitive', 'sensitive')",0.33848026,0.3484068,-0.97983897,-0.8980615,-1.1041346,-1.0220574,0.6972034,0.77273774,0.74230146,0.62911034,0.0293121,0.0509591,0.021647
8,-1.405239,-1.3909104,"('unaffectionate', 'affectionate')",-0.9430962,-0.88832814,-0.6574177,-0.6505757,-1.4473355,-1.3873327,0.1470142,0.032605514,0.45428324,0.3190198,-0.6419652,-0.6609202,-0.018955
9,-1.56214,-1.5759019,"('unaffectionate', 'caring')",-0.4718077,-0.43471998,-0.15322731,-0.1539954,-0.57636875,-0.5135135,0.87054163,0.7361759,1.1854832,1.0314927,-0.1179198,-0.1517437,-0.0338239
10,0.27560306,0.21745138,"('unsympathetic', 'sympathetic')",0.36364877,0.2846051,-1.089322,-1.0674442,-1.4448782,-1.4257939,0.62499285,0.6361939,0.3311641,0.18713558,-0.1564652,-0.194642,-0.0381768
11,0.2467351,0.329837,"('unhelpful', 'helpful')",0.43449944,0.4687013,-0.5857068,-0.5317884,-0.76085687,-0.6965782,-0.0076316446,0.035308883,1.7404181,1.6916722,0.1779096,0.2161921,0.0382825
12,-0.10200589,-0.046471052,"('unsupportive', 'supportive')",1.2152398,1.369303,0.7726814,0.91522163,-0.01931661,0.09530691,0.5184329,0.5946077,-1.2884085,-1.3121113,0.1827705,0.2693095,0.086539
