,radioshack_male,radioshack_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0507953,-1.1652412,"('unsociable', 'sociable')",-0.2603577,-0.39231148,-0.6555765,-0.7787763,-0.1231998
1,-0.14852685,-0.31197643,"('unfriendly', 'friendly')",1.5311972,1.3871067,0.6913352,0.5375651,-0.1537701
2,0.44446224,0.41316667,"('unlikable', 'likable')",0.5924331,0.60467094,0.5184476,0.5089188,-0.0095288
3,-0.49505517,-0.4577125,"('repellent', 'pleasant')",0.9310736,0.9432564,0.2180092,0.2427719,0.0247627
4,-0.1562558,-0.22872147,"('disliked', 'liked')",-7.0452075,-7.0882835,-3.6007316,-3.6585026,-0.057771
5,0.261753,0.20468925,"('distant', 'outgoing')",-0.39605835,-0.38755828,-0.0671527,-0.0914345,-0.0242818
6,0.051403716,-0.027092865,"('distant', 'open')",-0.27328697,-0.29704514,-0.1109416,-0.162069,-0.0511274
7,-0.73403627,-0.6964497,"('insensitive', 'sensitive')",0.28798443,0.31907794,-0.2230259,-0.1886859,0.03434
8,-1.0772479,-1.1508007,"('unaffectionate', 'affectionate')",0.7608649,0.731953,-0.1581915,-0.2094238,-0.0512323
9,-1.0260181,-1.0988716,"('unaffectionate', 'caring')",1.0669322,1.0694371,0.020457,-0.0147172,-0.0351742
10,-1.7222689,-1.8027841,"('unsympathetic', 'sympathetic')",-0.7183752,-0.75244135,-1.2203221,-1.2776127,-0.0572906
11,-1.1037147,-1.1114316,"('unhelpful', 'helpful')",1.2807188,1.3732202,0.088502,0.1308943,0.0423923
12,-0.9447813,-0.95259804,"('unsupportive', 'supportive')",-2.2701442,-2.2641513,-1.6074628,-1.6083747,-0.0009119
13,-1.1284428,-1.1568168,"('impolite', 'polite')",-1.1965959,-1.1861731,-1.1625193,-1.171495,-0.0089757
14,-0.07126582,-0.12910847,"('antisocial', 'social')",-0.0914772,-0.17913912,-0.0813715,-0.1541238,-0.0727523
15,0.6403211,0.5579223,"('boring', 'funny')",-0.03752557,-0.06460811,0.3013977,0.2466571,-0.0547406
16,-0.2384727,-0.26959908,"('unpopular', 'popular')",0.55717236,0.45013085,0.1593498,0.0902659,-0.0690839
17,-0.64162844,-0.57947564,"('nasty', 'nice')",-0.56748503,-0.51763016,-0.6045567,-0.5485529,0.0560038
18,0.093751565,0.06817728,"('disagreeable', 'welcoming')",-0.55434984,-0.6151819,-0.2302991,-0.2735023,-0.0432032
19,-0.9271412,-0.91702634,"('inhospitable', 'hospitable')",-0.55488306,-0.45475897,-0.7410121,-0.6858926,0.0551195
20,0.16003299,0.1631198,"('rough', 'thoughtful')",1.1292124,1.1285782,0.6446227,0.645849,0.0012263
21,-0.25807175,-0.37875333,"('immoral', 'moral')",-0.5989752,-0.5897602,-0.4285235,-0.4842567,-0.0557332
22,0.09945417,0.019273017,"('untrustworthy', 'trustworthy')",-0.8089443,-0.9029446,-0.3547451,-0.4418358,-0.0870907
23,-1.0089995,-1.0994087,"('insincere', 'sincere')",5.701102,5.616522,2.3460512,2.2585566,-0.0874946
24,-0.7176701,-0.8290116,"('dishonest', 'honest')",0.6101976,0.5775203,-0.0537362,-0.1257457,-0.0720095
25,0.7780764,0.7608086,"('egoistic', 'altruistic')",1.4461894,1.4095976,1.1121329,1.0852032,-0.0269297
26,0.78513825,0.6349983,"('hardhearted', 'benevolent')",1.8519695,1.7557245,1.3185539,1.1953614,-0.1231925
27,0.31203842,0.38530087,"('hardhearted', 'softhearted')",1.3106147,1.2628397,0.8113266,0.8240703,0.0127437
28,-0.68317735,-0.8074669,"('disloyal', 'loyal')",1.031574,0.9154632,0.1741983,0.0539981,-0.1202002
29,0.3607314,0.29274476,"('unfair', 'fair')",-0.05335416,-0.15793937,0.1536886,0.0674027,-0.0862859
30,-0.5612856,-0.62566143,"('intolerant', 'tolerant')",0.6988902,0.6666821,0.0688023,0.0205103,-0.048292
31,0.55086243,0.6396245,"('evil', 'good')",-0.64692515,-0.6832271,-0.0480314,-0.0218013,0.0262301
32,-0.4730705,-0.52060056,"('unkind', 'kind')",0.7292569,0.54536784,0.1280932,0.0123836,-0.1157096
33,0.6108391,0.5403674,"('wrong', 'right')",-0.45504984,-0.5053342,0.0778946,0.0175166,-0.060378
34,0.20154095,0.26614383,"('mean', 'honorable')",5.437166,5.6484146,2.8193536,2.9572792,0.1379256
35,0.79547244,0.74215263,"('corrupt', 'incorrupt')",-0.20824933,-0.27354705,0.2936116,0.2343028,-0.0593088
36,0.03575626,-0.05171275,"('hostile', 'amicable')",-0.051252622,-0.1801707,-0.0077482,-0.1159417,-0.1081935
37,-0.4821867,-0.45974997,"('fake', 'genuine')",-0.021448424,0.03910121,-0.2518176,-0.2103244,0.0414932
38,-0.53954107,-0.62310374,"('untruthful', 'truthful')",-0.6182283,-0.5794311,-0.5788847,-0.6012675,-0.0223828
39,0.6509948,0.7113512,"('exploitative', 'cooperative')",0.5017113,0.5365589,0.5763531,0.6239551,0.047602
40,0.12281872,0.073869854,"('stingy', 'generous')",-1.7716049,-1.8518361,-0.8243931,-0.8889831,-0.06459
41,-0.6217994,-0.72489965,"('unforgiving', 'forgiving')",-0.15192293,-0.28621942,-0.3868612,-0.5055596,-0.1186984
42,-0.42986077,-0.37509638,"('unreliable', 'reliable')",-3.2180033,-3.1930325,-1.8239321,-1.7840644,0.0398677
43,-1.713552,-1.7498507,"('irresponsible', 'responsible')",0.20916837,0.22108439,-0.7521918,-0.7643832,-0.0121914
44,0.4190668,0.510613,"('prejudiced', 'unprejudiced')",-1.3935889,-1.3642882,-0.4872611,-0.4268376,0.0604235
45,-1.2319988,-1.3223684,"('incompetent', 'competent')",-0.11858708,-0.1648657,-0.675293,-0.7436171,-0.0683241
46,-1.4209915,-1.4807904,"('uncompetitive', 'competitive')",-1.2438679,-1.2869207,-1.3324296,-1.3838556,-0.051426
47,0.42787915,0.46722513,"('stupid', 'smart')",5.589562,5.644239,3.0087206,3.055732,0.0470114
