,under_male,under_female,tuple,armour_male,armour_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2587744,-1.3476338,"('unsociable', 'sociable')",0.62814116,0.51004726,-0.3005644,-0.4931399,-0.3103992,-0.4435755,-0.1331763
1,-1.3208488,-1.3845708,"('unfriendly', 'friendly')",1.0962862,0.9170069,2.0010605,1.8975633,0.5921659,0.4766665,-0.1154994
2,0.04366357,0.09673737,"('unlikable', 'likable')",1.429307,1.487798,0.80801874,0.8947711,0.7603298,0.8264355,0.0661057
3,-0.5618298,-0.42045525,"('repellent', 'pleasant')",-1.3561676,-1.2702589,0.13762829,0.11725166,-0.5934563,-0.5244875,0.0689688
4,-0.89407,-1.0888696,"('disliked', 'liked')",0.33712894,0.26103193,-6.064267,-6.1635456,-2.2070694,-2.330461,-0.1233916
5,-1.1776739,-1.1994653,"('distant', 'outgoing')",0.42034474,0.3700492,0.18721464,0.24718133,-0.1900382,-0.1940782,-0.00404
6,-0.80318284,-0.7709635,"('distant', 'open')",0.5145642,0.44064602,0.39051768,0.42751324,0.0339664,0.0323986,-0.0015678
7,0.18556634,0.24777591,"('insensitive', 'sensitive')",0.49089077,0.4186989,0.7692928,0.7768496,0.4819166,0.4811081,-0.0008085
8,-1.5376016,-1.4758213,"('unaffectionate', 'affectionate')",0.6680392,0.64251167,0.92999506,0.8503092,0.0201442,0.0056665,-0.0144777
9,-1.0603163,-0.95213157,"('unaffectionate', 'caring')",0.958877,0.9643585,1.3236414,1.3305945,0.4074007,0.4476072,0.0402065
10,-0.21269682,-0.09486313,"('unsympathetic', 'sympathetic')",0.48312655,0.4463281,-0.31356153,-0.34500924,-0.0143773,0.0021519,0.0165292
11,-0.46609557,-0.32091945,"('unhelpful', 'helpful')",-0.18503162,-0.1811226,1.8441805,1.9971399,0.3976844,0.498366,0.1006816
12,0.0018156804,0.1835491,"('unsupportive', 'supportive')",1.703854,1.7333854,-1.6326336,-1.5970049,0.0243454,0.1066432,0.0822978
13,0.1882056,0.20764475,"('impolite', 'polite')",0.67332685,0.5910927,-0.62904114,-0.5899516,0.0774971,0.0695953,-0.0079018
14,-0.48226634,-0.6005949,"('antisocial', 'social')",0.32973185,0.23507494,-0.3840899,-0.52513844,-0.1788748,-0.2968861,-0.1180113
15,0.9603204,0.7995772,"('boring', 'funny')",1.0088757,0.91230077,0.68699694,0.6735565,0.8853977,0.7951448,-0.0902529
16,-1.4669285,-1.450335,"('unpopular', 'popular')",-0.6530886,-0.57147986,0.38810885,0.3735686,-0.5773027,-0.5494154,0.0278873
17,-0.35616323,-0.29289612,"('nasty', 'nice')",-0.3647244,-0.34643403,-0.21253401,-0.15750004,-0.3111406,-0.2656101,0.0455305
18,-0.06427961,0.013869382,"('disagreeable', 'welcoming')",-0.7736039,-0.72119594,-0.51872593,-0.51341206,-0.4522032,-0.4069129,0.0452903
19,-2.1259937,-1.9539895,"('inhospitable', 'hospitable')",0.040194526,0.06956479,0.13334475,0.25415614,-0.6508181,-0.5434229,0.1073952
20,-0.33582702,-0.24151841,"('rough', 'thoughtful')",0.020576682,0.022070209,1.1325529,1.085881,0.2724342,0.2888109,0.0163767
21,0.18551923,0.25813937,"('immoral', 'moral')",0.62439346,0.57591724,-0.6143917,-0.5219608,0.0651737,0.1040319,0.0388582
22,0.21885344,0.1951607,"('untrustworthy', 'trustworthy')",-0.33700863,-0.38114282,-0.53702855,-0.6085734,-0.2183946,-0.2648518,-0.0464572
23,0.5450388,0.6892098,"('insincere', 'sincere')",0.65205216,0.58148956,5.836915,5.8636417,2.3446687,2.3781137,0.033445
24,0.50751466,0.5555951,"('dishonest', 'honest')",1.0204946,0.90483993,0.9505566,0.9258767,0.8261886,0.7954373,-0.0307513
25,-0.53335005,-0.7070381,"('egoistic', 'altruistic')",0.42311305,0.45134512,1.4085343,1.3440135,0.4327658,0.3627735,-0.0699923
26,-0.22176585,-0.3459135,"('hardhearted', 'benevolent')",1.7931261,1.6100576,1.9636949,1.8177902,1.1783517,1.0273114,-0.1510403
27,0.06514326,0.2110041,"('hardhearted', 'softhearted')",0.07895032,0.041396305,1.1596867,1.1036185,0.4345934,0.4520063,0.0174129
28,0.09451139,-0.01518628,"('disloyal', 'loyal')",1.0327605,0.898702,1.0556425,0.95562786,0.7276381,0.6130478,-0.1145903
29,-0.07811274,-0.20005648,"('unfair', 'fair')",-1.1187756,-1.1525857,-0.42615822,-0.59991574,-0.5410155,-0.6508526,-0.1098371
30,0.4943202,0.60228366,"('intolerant', 'tolerant')",0.9739102,1.0036572,1.119853,1.0860202,0.8626945,0.8973204,0.0346259
31,-2.1854393,-2.3050685,"('evil', 'good')",-0.28921232,-0.2160472,-0.7071658,-0.8395173,-1.0606058,-1.120211,-0.0596052
