,iqvia_male,iqvia_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.10256626,-0.17068312,"('unsociable', 'sociable')",0.19004379,-0.057319872,-0.3252424,-0.45939842,-0.079255,-0.2291338,-0.1498788
1,-1.0610757,-0.9721743,"('unfriendly', 'friendly')",-0.46755156,-0.5194676,1.6720406,1.5636883,0.0478044,0.0240155,-0.0237889
2,-0.045310073,-0.053260434,"('unlikable', 'likable')",1.5556204,1.6647483,0.95661503,1.0563983,0.8223085,0.8892954,0.0669869
3,0.10837058,0.2471338,"('repellent', 'pleasant')",1.0015893,0.9864024,0.26845932,0.29923728,0.4594731,0.5109245,0.0514514
4,-0.9137506,-0.91492116,"('disliked', 'liked')",-0.5058085,-0.46774462,-5.959759,-5.9418035,-2.4597727,-2.4414897,0.018283
5,-0.927443,-0.80388594,"('distant', 'outgoing')",-1.1464932,-0.9893178,-0.22292146,-0.15364222,-0.7656192,-0.6489486,0.1166706
6,-1.5027707,-1.3493636,"('distant', 'open')",-1.3708504,-1.2166103,0.31432277,0.39243662,-0.8530994,-0.7245124,0.128587
7,0.4244032,0.5028472,"('insensitive', 'sensitive')",0.6848322,0.6515335,0.79272294,0.7843116,0.6339861,0.6462308,0.0122447
8,-0.9261769,-0.8757224,"('unaffectionate', 'affectionate')",-0.9733856,-0.91261435,0.64832366,0.5947645,-0.4170796,-0.3978574,0.0192222
9,-1.0905706,-1.0253644,"('unaffectionate', 'caring')",-0.31954116,-0.35330415,1.0794635,1.0528607,-0.1102161,-0.1086026,0.0016135
10,-0.1933946,-0.11276032,"('unsympathetic', 'sympathetic')",-0.020557605,-0.1503667,-0.2509635,-0.26955643,-0.1549719,-0.1775612,-0.0225893
11,0.04126885,0.02905614,"('unhelpful', 'helpful')",-0.14814699,-0.24837619,1.958972,2.0455604,0.6173646,0.6087468,-0.0086178
12,0.04256759,0.24984127,"('unsupportive', 'supportive')",-0.09466192,0.0574532,-1.4440105,-1.356233,-0.4987016,-0.3496462,0.1490554
13,0.7286488,0.6898488,"('impolite', 'polite')",0.1498852,0.06367538,-0.0016444698,-0.08013251,0.2922965,0.2244639,-0.0678326
14,0.6089937,0.57503945,"('antisocial', 'social')",1.9479448,1.9386542,-0.25393462,-0.34479427,0.7676679,0.7229664,-0.0447015
15,0.3800683,0.26234406,"('boring', 'funny')",-0.9354643,-0.9352764,0.7830607,0.7296961,0.0758882,0.0189213,-0.0569669
16,-1.0554156,-1.059561,"('unpopular', 'popular')",-0.8712227,-0.784243,0.09687975,0.17545235,-0.6099195,-0.5561172,0.0538023
17,-0.07280893,-0.03951127,"('nasty', 'nice')",-0.82432497,-0.67286724,-0.35662687,-0.28974077,-0.4179203,-0.3340398,0.0838805
18,0.020972833,0.06450339,"('disagreeable', 'welcoming')",0.03668438,0.12188648,-0.04608371,-0.0017291699,0.0038578,0.0615536,0.0576958
19,-1.2381169,-1.1686155,"('inhospitable', 'hospitable')",-1.157853,-1.0483701,0.10971116,0.22095044,-0.7620862,-0.6653451,0.0967411
20,0.602641,0.64890903,"('rough', 'thoughtful')",0.58442867,0.7029558,1.0039434,1.0037603,0.7303377,0.7852084,0.0548707
21,0.75458086,0.69054145,"('immoral', 'moral')",0.65848017,0.5423718,-0.24311027,-0.27375898,0.3899836,0.3197181,-0.0702655
22,0.9090399,0.92577267,"('untrustworthy', 'trustworthy')",0.34043077,0.27481854,-0.5439987,-0.6198405,0.2351573,0.1935836,-0.0415737
23,-0.02049203,-0.011520769,"('insincere', 'sincere')",0.13268787,-0.05184242,5.5392184,5.4194603,1.8838048,1.7853657,-0.0984391
24,0.77665097,0.78990525,"('dishonest', 'honest')",-0.86333877,-0.9416916,0.6205095,0.51537156,0.1779406,0.1211951,-0.0567455
25,-1.2000997,-1.2474306,"('egoistic', 'altruistic')",0.50336206,0.5181533,1.6731141,1.5948998,0.3254588,0.2885408,-0.036918
26,0.39681774,0.37122655,"('hardhearted', 'benevolent')",1.5701133,1.5934396,1.6615305,1.5544152,1.2094872,1.1730271,-0.0364601
27,-0.2208512,-0.08798302,"('hardhearted', 'softhearted')",0.11473704,0.1462524,1.4664179,1.4395822,0.4534346,0.4992839,0.0458493
28,0.21468607,0.14811787,"('disloyal', 'loyal')",-0.08280444,-0.29152557,1.1373702,0.973251,0.4230839,0.2766144,-0.1464695
29,-0.5943874,-0.59819376,"('unfair', 'fair')",-0.63955426,-0.62727505,-0.26370218,-0.3880191,-0.4992146,-0.5378293,-0.0386147
30,1.5327029,1.5045215,"('intolerant', 'tolerant')",2.074431,1.9873961,1.5458726,1.5248054,1.7176689,1.6722411,-0.0454278
31,-1.9003643,-1.6943941,"('evil', 'good')",-1.8867825,-1.715564,-1.1940401,-1.1676996,-1.6603956,-1.5258859,0.1345097
32,0.3374881,0.22123677,"('unkind', 'kind')",0.59259564,0.35992357,1.2161723,1.0363657,0.7154187,0.5391754,-0.1762433
33,-0.4250685,-0.42542723,"('wrong', 'right')",-0.20194997,-0.1040175,-0.5531554,-0.6059038,-0.3933913,-0.3784495,0.0149418
34,0.12675533,0.3064324,"('mean', 'honorable')",0.099418074,0.19426256,5.9694386,6.096437,2.065204,2.1990439,0.1338399
35,-0.9298672,-0.9966237,"('corrupt', 'incorrupt')",-1.6210107,-1.5472658,-0.26362118,-0.4036606,-0.9381663,-0.9825167,-0.0443504
36,-1.5097804,-1.4601723,"('hostile', 'amicable')",-1.3578777,-1.3637959,0.3995794,0.20855315,-0.8226929,-0.871805,-0.0491121
37,-0.40738857,-0.37757766,"('fake', 'genuine')",-0.26729736,-0.23274411,0.47303528,0.4861285,-0.0672169,-0.0413978,0.0258191
38,-0.9334339,-0.8353813,"('untruthful', 'truthful')",-0.8878946,-0.86483514,0.08631565,0.1508144,-0.5783376,-0.5164674,0.0618702
39,1.1623591,1.1028615,"('exploitative', 'cooperative')",0.48492414,0.3890491,0.28506353,0.19583118,0.6441156,0.5625806,-0.081535
40,-0.30254483,-0.21956001,"('stingy', 'generous')",0.36405692,0.40141296,-1.2676958,-1.2704972,-0.4020612,-0.3628814,0.0391798
41,-0.4567306,-0.40562728,"('unforgiving', 'forgiving')",0.07779527,0.079684794,0.49201056,0.44486752,0.0376917,0.0396417,0.00195
42,0.08633962,0.1355623,"('unreliable', 'reliable')",1.1032447,1.2381381,-2.7436213,-2.6134474,-0.5180124,-0.413249,0.1047634
43,0.4374336,0.56673646,"('irresponsible', 'responsible')",-0.03237409,0.03398487,0.70146495,0.6886139,0.3688415,0.4297784,0.0609369
44,0.24432518,0.13277659,"('prejudiced', 'unprejudiced')",-0.25726247,-0.16325858,-1.3426535,-1.3015015,-0.4518636,-0.4439945,0.0078691
45,-0.18170343,0.004865084,"('incompetent', 'competent')",-0.06201759,-0.12998222,-0.3689148,-0.35104826,-0.204212,-0.1587218,0.0454902
46,0.59574234,0.71377647,"('uncompetitive', 'competitive')",1.5979531,1.4956273,-0.19671911,-0.19742447,0.6656588,0.6706598,0.005001
47,0.42850807,0.5030226,"('stupid', 'smart')",0.7242699,0.76572746,5.365458,5.4024997,2.1727454,2.22375,0.0510046
48,0.85913634,0.89172196,"('unintelligent', 'intelligent')",-0.2361022,-0.29736942,0.4311038,0.3976168,0.3513793,0.3306564,-0.0207229
49,0.44808948,0.5398816,"('unable', 'able')",-0.30425146,-0.22909132,-0.017588507,0.15098426,0.0420832,0.1539248,0.1118416
50,0.032539062,0.05499223,"('clumsy', 'skillful')",-0.121656425,-0.061396785,-0.074928455,0.027269062,-0.0546819,0.0069548,0.0616367
51,-0.018646665,-0.10401347,"('uneducated', 'educated')",0.76213336,0.55932206,0.5969404,0.5025345,0.4468091,0.319281,-0.1275281
52,-0.502065,-0.65171003,"('irrational', 'rational')",-1.1372997,-1.1672245,0.23539643,0.15498899,-0.4679894,-0.5546485,-0.0866591
53,-0.64277077,-0.5924352,"('uncreative', 'creative')",0.19467652,0.16598126,1.0629976,0.99706686,0.2049678,0.1902043,-0.0147635
54,0.1325029,0.044673577,"('incapable', 'capable')",0.044619672,0.06607628,1.1133282,1.12062,0.4301503,0.4104566,-0.0196937
55,1.0607598,1.1386491,"('incompetent', 'clever')",0.66638416,0.5306228,0.13553117,0.12925443,0.6208917,0.5995088,-0.0213829
56,0.83941746,0.83946556,"('impractical', 'practical')",0.5518834,0.47803462,-0.0515329,-0.043261975,0.4465894,0.424746,-0.0218434
57,-0.45282468,-0.38630125,"('unimaginative', 'imaginative')",0.21352911,0.11103365,-2.0758028,-2.0895598,-0.7716994,-0.7882758,-0.0165764
58,-0.36539423,-0.24449712,"('undiscriminating', 'discriminating')",0.7552978,0.79938084,0.18883242,0.19429259,0.192912,0.2497254,0.0568134
59,-0.24269557,-0.2933601,"('foolish', 'wise')",-0.57949024,-0.5272975,0.3524112,0.37043947,-0.1565915,-0.1500727,0.0065188
60,1.5747384,1.6227834,"('inefficient', 'efficient')",1.1280771,1.0135969,0.03612642,0.117942765,0.9129806,0.9181077,0.0051271
61,0.20006743,0.116984144,"('illogical', 'logical')",-0.1561202,-0.33345464,0.3698768,0.19241966,0.1379413,-0.0080169,-0.1459582
62,1.0179342,1.1579401,"('incompetent', 'brilliant')",0.8214363,0.85033923,-0.0009406246,0.16308247,0.6128099,0.7237872,0.1109773
63,-0.13607197,0.0058143158,"('unperceptive', 'insightful')",1.5212415,1.5449622,1.1987671,1.3400848,0.8613122,0.9636204,0.1023082
64,0.7133273,0.66484404,"('shy', 'confident')",1.0323455,1.0030799,-6.0609517,-6.071098,-1.4384263,-1.4677246,-0.0292983
65,0.84531647,0.69543195,"('insecure', 'secure')",1.0254382,0.8342794,-0.015347071,-0.07707361,0.6184692,0.4842126,-0.1342566
